precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"COLEGIUL NAȚIONAL TEODOR NEŞ",172,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:56:58",732,732,0,390,383,0,7,802,419,376,7,4,2,1,34,197,5,2,4,1,0,77,7,0,9,7,26
5,BIHOR,"COLEGIUL TEHNIC ALEXANDRU ROMAN",183,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:02",1466,1466,0,683,666,0,17,1615,932,658,25,12,3,3,98,87,7,5,7,6,7,289,15,10,40,15,54
5,BIHOR,"COLEGIUL TEHNIC ”IOAN CIORDAŞ”",149,"MUNICIPIUL BEIUŞ",26804,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:20:43",1156,1156,0,626,611,0,15,1268,642,593,33,13,3,3,96,89,2,5,12,1,3,295,4,1,35,8,23
5,BIHOR,"COLEGIUL TEHNIC„UNIREA” ŞTEI",203,"ORAŞ ŞTEI",26840,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:15:04",1007,1007,0,531,495,0,36,1109,578,518,13,9,4,4,75,8,2,2,9,3,4,327,15,1,14,5,36
5,BIHOR,"COLEGIUL TEHNIC „UNIREA” ŞTEI - ŞCOALA DE ŞOFERI",204,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:36",1221,1221,0,625,585,0,40,1348,723,606,19,16,2,3,120,2,1,1,10,0,2,347,14,8,35,20,25
5,BIHOR,CONTAINER,330,CHIŞLAZ,28530,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:27:18",480,480,0,397,340,0,57,522,125,371,26,3,0,1,39,5,1,3,2,1,0,284,4,1,12,4,11
5,BIHOR,"CREŞA NR.2 ”PICIORUŞE VESELE”",9,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:53:59",1131,1131,0,405,393,0,12,1240,835,394,9,4,1,1,68,75,2,0,13,0,1,170,15,3,18,6,17
5,BIHOR,"CREȘA NR. 2 ” PICIORUȘE VESELE ”",7,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:30:25",735,735,0,252,237,0,15,813,561,244,8,3,0,1,24,39,5,0,11,2,1,108,12,2,8,5,23
5,BIHOR,"CREȘA ORADEA",37,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:51:05",1738,1738,0,771,745,0,26,1926,1155,756,15,14,3,0,122,67,8,4,44,1,2,353,30,2,32,22,52
5,BIHOR,"FOSTĂ GRADINIȚA PONIȚA",526,ROŞIA,30844,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:17",591,591,0,450,444,0,6,634,184,422,28,3,2,0,65,1,1,0,7,1,3,307,0,6,18,4,4
5,BIHOR,"FOSTA ŞCOALĂ CU CLASELE I - IV",598,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:19:41",85,85,0,62,50,0,12,91,29,59,3,0,0,0,2,1,0,0,1,0,0,49,0,0,1,2,3
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",594,ŞOIMI,31422,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:51:00",126,126,0,90,84,0,6,139,49,88,2,0,0,0,12,2,1,0,0,0,0,60,0,2,6,0,5
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",597,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:05:07",61,61,0,53,47,0,6,66,13,50,3,0,0,0,8,1,0,0,0,0,0,37,0,0,2,1,1
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I- IV",595,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:58:28",127,127,0,110,104,0,6,137,27,105,5,0,0,0,26,2,0,0,0,0,0,68,3,1,4,0,1
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV CIULEȘTI",576,SPINUŞ,31208,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:01:33",149,149,0,124,94,0,30,162,38,122,2,0,0,0,10,1,1,0,0,0,2,94,0,2,8,1,3
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV GURBEŞTI",577,SPINUŞ,31208,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:49:55",90,90,0,68,61,0,7,97,29,65,3,0,0,0,10,1,0,0,0,0,0,49,2,0,2,0,1
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV NĂDAR",578,SPINUŞ,31208,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:21:51",178,178,0,143,117,0,26,205,62,139,4,0,1,0,23,1,0,0,0,0,1,96,3,2,6,0,6
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I-IV ȘOIMI",593,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:57",631,631,0,192,184,0,8,695,503,161,31,1,1,1,18,4,9,1,3,0,0,109,3,0,3,6,2
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - VIII",599,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:20",103,103,0,73,62,0,11,112,39,70,3,0,0,0,8,0,2,0,4,0,0,48,0,0,0,0,8
5,BIHOR,"FOSTA ȘCOALĂ CU CLS.I-IV",532,SĂCĂDAT,30871,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:34",140,140,0,106,75,0,31,150,44,102,4,1,0,0,14,1,1,2,2,0,1,65,3,0,10,0,2
5,BIHOR,"FOSTA ȘCOALĂ PRIMARĂ CU CLASELE I-IV",589,ŞIMIAN,31333,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:32:14",141,141,0,115,102,0,13,153,38,110,5,1,0,0,1,103,0,0,0,0,0,4,0,0,0,0,1
5,BIHOR,"FOSTA ŞCOALA PRIMARĂ DIN SĂRSIG",333,CHIŞLAZ,28530,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:41",219,219,0,166,131,0,35,235,69,155,11,3,0,0,24,9,0,1,2,1,0,100,0,4,10,1,0
5,BIHOR,"FOST SEDIU PRIMARIE",581,"SUPLACU DE BARCĂU",31262,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:35",992,992,0,597,591,0,6,1081,484,578,19,2,0,2,74,227,1,2,9,0,1,199,9,4,19,5,24
5,BIHOR,"FOSTUL MAGAZIN WAGNER",166,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:44:52",1490,1490,0,752,740,0,12,1635,883,721,31,4,3,1,39,503,2,4,7,4,1,110,2,4,15,4,18
5,BIHOR,"FUNDAŢIA DE SCLEROZĂ MULTIPLĂ",94,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:28",1214,1214,0,463,450,0,13,1335,872,454,9,7,4,2,42,93,3,2,5,2,7,209,17,2,16,24,19
5,BIHOR,"FUNDAŢIA DE SCLEROZĂ MULTIPLĂ",93,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:53",1031,1031,0,421,408,0,13,1131,713,413,5,12,1,1,41,57,3,1,20,0,2,202,17,1,17,15,23
5,BIHOR,GRADINITA,562,"SÂNNICOLAU ROMÂN",32179,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:56:31",552,552,0,465,432,0,33,601,136,406,59,0,0,0,26,7,2,4,4,2,1,321,4,1,32,0,2
5,BIHOR,GRĂDINIŢA,313,CEFA,28246,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:24:39",161,161,0,121,106,0,15,174,53,115,6,8,1,1,14,3,0,0,2,0,0,76,2,2,6,0,0
5,BIHOR,"GRĂDINIȚA CETEA",253,BOROD,27560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:48:55",174,174,0,137,117,0,20,187,50,128,9,2,1,0,18,1,0,0,4,0,0,96,1,0,3,2,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL",292,BUNTEŞTI,27971,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:32:49",367,367,0,299,291,0,8,400,101,295,4,2,0,0,140,2,0,0,4,2,0,122,4,0,7,1,11
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL ”101 DALMAŢIENI” CORDĂU",557,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:00",1412,1412,0,987,949,0,38,1541,554,951,36,8,1,2,139,8,6,5,9,2,1,672,16,6,48,9,19
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL BELFIR",633,TINCA,31789,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:32",462,462,0,228,219,0,9,497,269,195,33,1,1,0,15,60,2,0,0,0,1,98,7,1,0,1,8
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",184,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:45",1198,1198,0,685,656,0,29,1314,629,676,9,8,0,1,83,154,5,2,26,6,2,299,15,7,24,10,34
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",81,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:43",1988,1988,0,833,820,0,13,2183,1350,815,18,12,1,1,74,436,5,2,15,2,0,169,22,5,29,13,29
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.17",56,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:53",1495,1495,0,619,605,0,14,1655,1036,602,17,12,1,2,71,129,9,4,49,3,3,212,16,1,11,28,51
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PETREU",476,PETREU,27169,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:31:56",1423,1423,0,748,701,0,47,1559,811,693,55,3,0,1,30,568,0,0,7,1,1,62,2,0,7,3,8
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",33,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:41",1564,1564,0,763,684,0,79,1717,954,746,17,15,3,1,125,104,8,0,37,2,8,287,33,7,34,40,42
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 SITANI",496,POMEZEU,30470,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:41:49",351,351,0,285,263,0,22,381,96,269,16,2,1,0,56,0,0,1,4,1,0,188,4,2,8,0,2
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 ZĂVOIU",546,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:20:10",206,206,0,201,154,0,47,211,10,193,8,1,1,1,37,1,0,0,3,0,1,128,4,0,3,0,13
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",648,"UILEACU DE BEIUŞ",31921,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:35:50",323,323,0,306,263,0,43,353,47,294,12,2,3,0,25,2,2,0,2,0,0,221,1,4,10,3,19
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR,3",587,ŞIMIAN,31333,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:58:12",254,254,0,137,124,0,13,273,136,131,6,0,0,0,13,104,0,0,0,0,0,5,0,1,6,0,2
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",363,DERNA,29038,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:16:17",211,211,0,138,120,0,18,225,87,126,12,1,0,0,21,2,2,0,4,0,0,81,2,1,11,0,1
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM NORMAL NR.3",342,COPĂCEL,28816,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:04:04",352,352,0,274,229,0,45,384,110,265,9,3,3,2,27,2,8,1,1,0,1,186,6,0,5,2,18
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 MUNTENI",283,BULZ,27935,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:58:14",395,395,0,326,320,0,6,431,105,304,22,1,2,1,50,0,2,1,2,0,0,224,1,0,13,0,7
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 OGEȘTI",543,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:51:08",170,170,0,143,125,0,18,184,41,139,4,2,0,0,20,5,0,3,2,0,0,96,2,0,5,0,4
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.4 ROGOZ",544,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:15:13",229,229,0,193,159,0,34,239,46,179,14,2,0,0,23,10,0,0,0,0,0,126,1,2,7,0,8
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 UCURIŞ",465,OLCEA,30229,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:17:15",447,447,0,205,189,0,16,491,286,192,13,0,0,0,65,1,24,0,1,0,0,81,2,0,14,0,4
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL SĂCĂDAT",531,SĂCĂDAT,30871,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:10:22",756,756,0,640,519,0,121,826,188,612,26,7,1,0,98,9,5,2,10,4,0,397,22,4,20,21,12
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT",148,"MUNICIPIUL BEIUŞ",26804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:48:14",1067,1067,0,516,496,0,20,1177,661,499,17,9,1,1,73,36,6,1,19,1,1,249,10,9,29,11,43
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT",473,PALEU,32161,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:57",769,769,0,507,489,0,18,840,333,498,9,10,1,3,34,79,0,6,41,3,2,215,22,2,23,20,37
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM PRELUNGIT",193,"ORAŞ SĂCUENI",30915,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:15:30",1161,1161,0,663,647,0,16,1299,636,633,30,5,0,0,25,509,0,2,1,2,0,68,5,2,8,3,3
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”5 URSULEŢI” RONTĂU",559,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:07",1154,1154,0,730,708,0,22,1266,536,683,47,9,2,4,68,7,1,2,7,4,2,510,17,1,28,7,14
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” BĂILE FELIX",554,SÂNMARTIN,26582,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:08:36",474,474,0,572,318,0,254,832,278,530,24,24,1,4,75,26,9,3,21,1,2,268,13,4,27,12,40
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA POVEŞTILOR” BETFIA",555,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:27",414,414,0,330,310,0,20,574,244,321,9,4,0,0,22,6,3,1,3,1,0,250,5,1,11,6,8
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CLOPOȚEL” LIVADA",459,NOJORID,30149,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:08:33",1306,1305,1,779,728,1,50,1435,656,755,24,17,4,0,128,12,4,4,0,0,2,491,14,6,34,9,30
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 TINCA",632,TINCA,31789,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:41:05",1088,1088,0,690,573,0,117,1193,503,667,23,4,2,0,118,153,3,2,4,1,1,327,6,6,29,11,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20",57,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:52:24",1279,1279,0,461,435,0,26,1402,941,447,14,9,2,2,70,84,4,4,15,1,3,173,17,1,23,14,25
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.22",6,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:21",1388,1388,0,570,552,0,18,1531,960,554,16,10,2,5,80,53,1,7,24,2,0,251,24,8,19,18,50
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.22",5,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:35",1264,1264,0,397,381,0,16,1391,994,391,6,4,1,3,65,77,3,1,8,2,2,164,7,3,16,17,18
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",8,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:53:05",1122,1122,0,396,384,0,12,1226,830,385,11,7,2,0,49,62,7,2,12,0,2,171,15,0,13,19,24
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.24",22,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:08",1288,1288,0,586,549,0,37,1413,827,570,16,16,8,5,86,87,4,2,34,1,1,215,17,6,22,13,53
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.25",15,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:19:01",772,772,0,263,251,0,12,849,586,258,5,2,1,1,55,53,1,1,10,2,1,80,7,0,10,12,22
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.25",16,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:57",975,975,0,321,309,0,12,1063,742,315,6,5,3,4,41,70,4,1,5,1,4,126,12,2,11,11,15
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28",35,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:49",1455,1455,0,637,607,0,30,1600,951,618,19,12,2,3,81,64,5,6,33,0,5,291,19,4,22,27,44
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28",34,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:22",1334,1334,0,561,540,0,21,1464,903,557,4,8,1,2,83,63,6,2,27,1,2,251,32,0,27,19,33
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",36,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:39",1334,1334,0,550,532,0,18,1463,913,536,14,7,0,4,60,69,8,1,41,3,1,247,30,3,9,20,33
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 35",96,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:42",928,928,0,418,398,0,20,1015,589,405,11,12,2,1,61,90,1,2,16,0,2,167,16,3,9,11,12
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 35",95,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:11:45",1069,1069,0,413,399,0,14,1191,778,408,5,11,2,2,55,93,5,0,15,3,2,138,17,2,24,19,20
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",162,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:01",992,992,0,433,415,0,18,1091,658,410,23,0,4,0,29,218,1,0,4,0,4,114,8,3,16,3,6
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 41",108,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:00:54",1571,1571,0,660,640,0,20,1730,1070,648,12,8,2,3,87,144,9,3,30,2,6,236,30,10,31,17,30
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 41",109,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:42:23",1595,1595,0,660,641,0,19,1752,1092,650,10,11,5,0,73,126,5,5,34,2,0,269,29,0,22,29,40
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.42",84,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:47:11",1485,1485,0,615,601,0,14,1625,1010,605,10,6,0,4,82,109,5,1,26,3,2,274,20,1,21,7,44
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.42",86,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:24",1417,1417,0,655,646,0,9,1564,909,631,24,7,1,5,62,115,5,2,33,4,6,276,24,3,19,15,54
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.42",85,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:01:55",816,816,0,343,323,0,20,897,554,334,9,7,0,2,47,76,3,3,5,1,1,132,14,1,8,13,21
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 44",142,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:36:25",1918,1918,0,955,888,0,67,2093,1043,928,27,9,3,6,137,59,6,6,61,6,3,411,49,5,31,48,88
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 44",143,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:50",1751,1751,0,940,886,0,54,1928,988,918,22,14,3,6,123,87,7,4,71,2,3,420,25,2,21,48,82
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",71,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:39:25",1337,1337,0,559,546,0,13,1470,911,550,9,11,0,3,83,92,6,4,18,2,6,222,19,7,19,19,39
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",70,"MUNICIPIUL ORADEA",26564,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:39:38",1269,1269,0,600,591,0,9,1397,775,583,17,12,2,0,58,103,8,3,28,1,4,242,27,7,10,16,62
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",69,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:19:26",965,965,0,452,423,0,29,1056,604,440,12,10,1,3,63,85,2,1,11,4,3,184,10,1,11,14,37
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",72,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:52",1109,1109,0,508,501,0,7,1216,710,497,9,16,2,5,49,85,8,2,27,1,1,222,12,2,14,10,41
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.46",38,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:40",688,688,0,297,270,0,27,751,454,294,3,9,0,5,45,50,5,3,12,2,0,106,5,2,8,18,24
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.46",39,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:15:27",1011,1011,0,349,328,0,21,1104,755,349,0,9,3,1,51,54,11,1,11,1,9,126,15,2,22,14,19
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",114,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:57",1621,1621,0,753,710,0,43,1880,1127,734,19,9,2,11,90,190,4,2,43,2,6,261,17,3,18,19,57
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",113,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:48:11",1222,1222,0,614,590,0,24,1394,780,601,13,11,1,1,96,164,3,0,35,1,0,184,25,4,19,13,44
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.52",46,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:45",1271,1271,0,478,466,0,12,1397,919,471,7,10,2,1,65,123,2,2,23,0,3,161,19,4,20,14,22
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.52",45,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:38:15",797,797,0,263,252,0,11,888,625,255,8,7,1,2,34,51,0,3,2,1,2,89,6,2,33,15,7
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.52",47,"MUNICIPIUL ORADEA",26564,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:21:41",972,972,0,319,309,0,10,1071,752,314,5,2,2,0,29,94,2,1,7,2,1,121,15,1,15,5,17
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.53",43,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:21:14",838,837,1,335,314,1,20,906,571,328,7,2,1,1,35,108,3,4,7,2,2,108,6,2,26,11,10
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.53",44,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:01",810,810,0,351,344,0,7,895,544,345,6,4,4,2,39,77,3,1,18,2,2,145,10,3,6,12,17
