precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
30,OLT,"ŞCOALA CU CLASELE I-VIII CIOROIU",196,FĂLCOIU,126978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:24:10",997,997,0,479,469,0,10,1100,621,461,18,51,0,0,42,1,9,0,4,333,2,7,0,4,7,1,0
30,OLT,"ŞCOALA CU CLASELE I-VIII DOBROTINET",171,CURTIŞOARA,126433,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:38:22",1391,1391,0,1034,955,0,79,1529,495,991,43,113,4,3,76,6,18,14,3,705,4,14,2,3,24,1,1
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",194,FĂLCOIU,126978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:24:06",948,948,0,546,517,0,29,1042,496,528,18,47,1,0,25,1,1,3,2,441,0,2,0,0,4,0,1
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",195,FĂLCOIU,126978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:42",1043,1043,0,552,542,0,10,1152,600,521,31,49,1,0,37,1,5,0,1,406,0,12,1,2,5,1,0
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",211,GIUVĂRĂŞTI,127126,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:28",895,895,0,512,467,0,45,989,477,489,23,51,2,0,22,4,5,6,3,366,0,6,2,6,13,0,3
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",212,GIUVĂRĂŞTI,127126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:54:58",840,840,0,534,499,0,35,923,389,499,35,38,1,0,9,4,3,3,2,419,2,4,1,2,10,1,0
30,OLT,"SCOALA CU CLASELE I-VIII MARGARITESTI",374,VOINEASA,130062,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:39",583,583,0,417,404,0,13,645,228,408,9,29,1,0,15,3,1,5,0,349,0,0,1,0,1,2,1
30,OLT,"ŞCOALA CU CLASELE I-VIII MĂRUNŢEI",242,MĂRUNŢEI,127493,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:00:27",1128,1128,0,802,727,0,75,1243,441,748,54,98,6,0,58,8,26,11,5,509,6,4,4,1,11,0,1
30,OLT,"SCOALA CU CLASELE I-VIII OBARSIA NOUA",260,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:08:55",876,876,0,664,620,0,44,967,303,607,57,84,1,1,33,1,15,3,4,434,5,9,1,2,13,0,1
30,OLT,"SCOALA CU CLASELE I-VIII RESCA",186,DOBROSLOVENI,126718,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:18",960,960,0,517,505,0,12,1059,542,478,39,138,1,2,15,0,2,7,1,293,1,2,4,3,9,0,0
30,OLT,"SCOALA CU CLASELE I-VIII VOINEASA",373,VOINEASA,130062,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:59:43",692,692,0,480,474,0,6,766,286,471,9,43,0,0,14,1,0,2,1,406,0,1,0,0,3,0,0
30,OLT,"SCOALA CU CLS.I-IV BROSTENI",206,GĂVĂNEŞTI,130302,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:13",303,303,0,210,201,0,9,334,124,206,4,36,0,0,4,0,2,1,1,155,0,1,0,0,6,0,0
30,OLT,"SCOALA DOBRUN",189,DOBRUN,126825,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:18:01",552,552,0,371,343,0,28,607,236,354,17,20,0,0,19,0,0,4,0,303,0,0,0,0,8,0,0
30,OLT,"ŞCOALA DUMITRU POPOVICI",325,ŞERBĂNEŞTI,129246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:59:42",801,801,0,564,536,0,28,882,347,498,37,70,1,1,38,1,1,5,4,347,8,3,4,1,11,1,2
30,OLT,"ŞCOALA DUMITRU POPOVICI",324,ŞERBĂNEŞTI,129246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:05:09",809,809,0,565,542,0,23,891,326,519,46,87,3,1,26,3,4,6,0,369,1,1,3,6,9,0,0
30,OLT,"SCOALA GEN.CLASELE I-VIII SCORNICESTI",112,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:00:08",1918,1918,0,1159,1121,0,38,2020,861,1150,9,36,0,0,13,0,2,2,0,1091,0,2,0,0,4,0,0
30,OLT,"SCOALA GENERALA",317,STOICĂNEŞTI,129111,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:39",1093,1093,0,737,737,0,0,1208,471,691,46,52,9,3,27,1,4,4,5,558,5,6,1,5,8,2,1
30,OLT,"SCOALA GENERALA",318,STOICĂNEŞTI,129111,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:21:51",860,860,0,565,565,0,0,948,383,530,35,57,3,0,24,3,0,0,3,410,3,22,0,2,3,0,0
30,OLT,"ŞCOALA GENERALĂ",333,TESLUI,129380,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:27:09",1285,1285,0,934,866,0,68,1416,482,921,13,85,2,4,62,5,14,9,12,643,44,7,2,7,20,4,1
30,OLT,"ŞCOALA GENERALĂ",248,MILCOV,127563,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:26:54",212,212,0,206,161,0,45,233,27,200,6,13,1,0,9,0,4,3,0,163,1,0,1,0,4,1,0
30,OLT,"ȘCOALA GENERALĂ",359,VÂLCELE,129987,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:49:18",619,619,0,446,406,0,40,686,240,412,34,61,1,0,29,0,9,6,0,286,3,11,0,1,3,0,2
30,OLT,"SCOALA GENERALA BARASTI",251,MORUNGLAV,127625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:45:57",276,276,0,232,200,0,32,300,73,212,15,25,1,0,2,0,0,1,0,175,1,0,1,4,2,0,0
30,OLT,"SCOALA GENERALA BECHET",134,BOBICEŞTI,125873,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:54",293,293,0,300,293,0,7,323,128,187,8,10,1,1,2,0,1,2,0,165,2,1,0,0,2,0,0
30,OLT,"SCOALA GENERALA CHINTESTI",135,BOBICEŞTI,125873,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:47:20",220,220,0,146,141,0,5,241,95,138,8,34,2,0,10,0,0,0,2,88,0,0,0,1,1,0,0
30,OLT,"SCOALA GENERALA CHIȚEASCA",114,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:27:36",384,384,0,327,294,0,33,423,96,315,12,24,2,1,22,6,3,1,0,241,5,4,0,3,2,1,0
30,OLT,"ŞCOALA GENERALĂ CLASELE I-IV.",128,BĂRĂŞTI,125757,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:56:41",344,344,0,385,280,0,105,449,64,353,32,48,0,1,10,0,4,4,1,259,1,2,3,0,16,2,2
30,OLT,"ŞCOALA GENERALĂ CLASELE I-VIII",129,BĂRĂŞTI,125757,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:48:57",618,618,0,822,452,0,370,924,102,786,36,116,3,2,8,6,0,6,2,575,1,0,2,4,22,31,8
30,OLT,"ŞCOALA GENERALĂ CRUŞOVU",139,BRASTAVĂŢU,125962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:15:42",846,846,0,537,528,0,9,932,395,495,42,59,3,0,36,3,5,8,6,327,10,5,1,6,17,3,6
30,OLT,"SCOALA GENERALA CU CLASELE I-IV",102,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:42",422,422,0,313,282,0,31,459,146,293,20,30,2,1,21,0,0,8,2,225,0,0,1,0,3,0,0
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV GUBANDRU",123,BALDOVINEŞTI,125677,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:15",95,95,0,73,57,0,16,105,32,72,1,6,1,0,0,2,1,0,0,61,0,0,0,0,1,0,0
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV PRISEACA",282,PRISEACA,128436,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:02:04",1300,1300,0,921,831,0,90,1422,501,798,123,211,4,4,58,10,9,9,7,347,63,3,5,6,57,2,3
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII",247,MILCOV,127563,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:47",532,532,0,350,326,0,24,607,257,326,24,52,2,2,19,2,3,10,7,217,2,3,0,1,6,0,0
30,OLT,"SCOALA GENERALA CU CLASELE I-VIII ALIMANESTI",237,IZVOARELE,127386,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:35:52",1824,1824,0,1166,1150,0,16,2007,841,1093,73,208,5,0,41,1,4,9,0,723,5,10,5,7,74,0,1
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BALDOVINEŞTI",122,BALDOVINEŞTI,125677,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:21:36",477,477,0,324,288,0,36,527,203,309,15,26,1,1,25,4,1,4,3,199,7,5,0,1,24,6,2
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",138,BRASTAVĂŢU,125962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:12:35",1311,1311,0,846,804,0,42,1446,600,786,60,88,1,3,42,5,19,11,2,581,2,8,3,4,13,2,2
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",137,BRASTAVĂŢU,125962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:34:08",1203,1203,0,780,676,0,104,1322,542,716,64,82,3,4,40,7,13,5,5,522,3,8,4,3,11,3,3
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII DRĂGHICENI",191,DRĂGHICENI,125490,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:18:50",1517,1517,0,1164,1052,0,112,1670,506,1105,59,149,2,0,35,3,4,4,1,890,1,5,1,6,4,0,0
30,OLT,"ŞCOALA GENERALĂ GOSTAVĂŢU",213,GOSTAVĂŢU,127144,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:47:26",1229,1229,0,827,775,0,52,1350,526,774,50,115,3,2,27,3,8,6,7,526,44,3,3,3,18,1,5
30,OLT,"ŞCOALA GENERALĂ GRECI",271,"OSICA DE SUS",127983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:44",761,761,0,568,544,0,24,825,257,495,73,61,0,0,25,0,0,0,0,409,0,0,0,0,0,0,0
30,OLT,"ŞCOALA GENERALĂ I-IV",361,VERGULEASA,129816,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:17:37",547,547,0,330,310,0,20,606,276,312,18,54,0,1,17,0,5,1,0,223,0,6,2,1,2,0,0
30,OLT,"ŞCOALA GENERALĂ I-IV SATU NOU",217,GRĂDINARI,127171,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:20:20",224,224,0,210,210,0,0,244,34,191,19,30,1,1,15,2,1,3,1,126,1,3,0,3,4,0,0
30,OLT,"SCOALA GENERALA MĂRGINENI",117,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:14",1486,1486,0,1246,1106,0,140,1635,389,1220,26,95,5,2,51,5,8,6,2,1015,4,2,3,3,17,1,1
30,OLT,"SCOALA GENERALA MARIA TUDORACHE",157,COLONEŞTI,126228,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:40:45",321,321,0,258,213,0,45,367,109,258,0,0,0,0,0,0,0,0,0,256,0,0,0,0,2,0,0
30,OLT,"SCOALA GENERALA MORUNESTI",252,MORUNGLAV,127625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:50:44",452,452,0,345,319,0,26,497,152,326,19,23,2,0,17,0,1,1,3,266,8,1,0,0,3,1,0
30,OLT,"SCOALA GENERALA MOVILENI ( GRADINITA)",254,MOVILENI,127689,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:09",648,648,0,413,410,0,3,713,300,397,16,65,0,0,12,1,4,3,0,303,2,1,1,1,3,1,0
30,OLT,"SCOALA GENERALA NEGRENI",119,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:22",949,949,0,619,598,0,21,1043,424,583,36,74,1,2,41,3,2,6,3,429,1,7,0,5,9,0,0
30,OLT,"ŞCOALA GENERALĂ NR.1",293,RUSĂNEŞTI,128588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:50:04",1213,1213,0,752,736,0,16,1306,554,699,53,107,3,3,45,2,2,6,2,493,4,9,5,0,17,1,0
30,OLT,"SCOALA GENERALA NR 1 IANCU JIANU",226,"IANCU JIANU",127288,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:13:00",1411,1411,0,729,711,0,18,1560,830,684,45,64,2,0,19,2,3,7,13,515,5,2,2,5,40,5,0
30,OLT,"ŞCOALA GENERALĂ NR. 2",270,"OSICA DE SUS",127983,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:37:57",1283,1283,0,903,887,0,16,1411,508,863,40,155,0,0,0,0,0,0,0,601,0,0,0,107,0,0,0
30,OLT,"ŞCOALA GENERALĂ NR.2",294,RUSĂNEŞTI,128588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:23:58",1184,1184,0,696,651,0,45,1306,610,621,75,73,0,0,41,2,0,0,0,483,5,0,0,2,15,0,0
30,OLT,"ȘCOALA GENERALĂ PROFA",311,SPINENI,128962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:47",392,392,0,284,212,0,72,392,108,275,9,26,0,1,17,3,1,1,2,198,14,4,3,3,0,0,2
30,OLT,"ŞCOALA GENERALĂ SALCIA",308,SLĂTIOARA,125374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:59:23",328,328,0,231,212,0,19,356,125,213,18,19,1,1,14,2,9,2,8,142,3,4,0,1,7,0,0
30,OLT,"ŞCOALA GENERALĂ SINEŞTI",110,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:36:53",1514,1514,0,1171,1137,0,34,1666,544,1073,49,306,0,0,63,1,9,6,4,655,4,3,4,3,15,0,0
30,OLT,"SCOALA GENERALA TONESTI",239,LELEASCA,127411,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:51:46",262,262,0,263,195,0,68,288,25,245,16,18,1,2,10,0,3,2,3,195,0,4,0,1,6,0,0
30,OLT,"ŞCOALA GENERALĂ URSA",208,GÂRCOV,125588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:18:24",641,641,0,438,408,0,30,708,270,419,19,46,4,0,14,3,10,2,4,236,37,0,3,4,56,0,0
30,OLT,"ŞCOALA GENERALĂ VĂLENI",356,VĂLENI,129763,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:03:40",769,769,0,618,557,0,61,847,229,586,32,102,3,0,39,3,0,3,5,329,4,4,2,11,77,4,0
30,OLT,"ŞCOALA GENERALĂ VĂLENI",355,VĂLENI,129763,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:42:40",767,767,0,576,493,0,83,839,263,539,37,71,3,2,47,1,3,6,5,286,2,5,3,5,96,1,3
30,OLT,"SCOALA GENERLA BIRCII",113,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:35:10",880,880,0,698,647,0,51,886,188,664,34,54,1,2,58,2,13,5,2,505,5,4,0,0,9,3,1
30,OLT,"SCOALA GIMANZIALA NICOLAE MARINEANU",150,CEZIENI,126102,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:22:37",903,903,0,740,643,0,97,999,259,696,44,57,3,1,18,4,2,3,1,590,1,2,4,2,6,0,2
30,OLT,"SCOALA GIMNAZIALA",321,STREJEŞTI,129139,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:13:12",1251,1251,0,1027,944,0,83,1375,348,938,89,119,4,4,33,1,12,5,5,720,4,9,7,4,11,0,0
30,OLT,"SCOALA GIMNAZIALA",350,"VALEA MARE",129656,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:02:33",558,558,0,367,349,0,18,620,253,355,12,91,0,2,8,1,7,6,2,222,2,0,2,2,10,0,0
30,OLT,"SCOALA GIMNAZIALA",256,"NICOLAE TITULESCU",127714,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:26:05",916,916,0,678,560,0,118,1005,325,647,31,84,1,1,27,0,5,2,1,504,6,2,1,1,11,0,1
30,OLT,"SCOALA GIMNAZIALA",336,"TIA MARE",129460,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:33",973,973,0,636,625,0,11,1071,426,600,36,60,3,0,26,5,5,9,4,424,1,4,0,3,56,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ",279,POBORU,128301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:22:04",542,542,0,415,369,0,46,601,186,385,30,43,2,1,29,4,4,6,4,272,1,8,0,2,6,0,3
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",223,IANCA,127251,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:23:33",1004,1004,0,766,696,0,70,1102,336,633,133,59,10,1,13,1,3,11,4,498,5,1,6,3,12,4,2
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",224,IANCA,127251,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:20:03",965,965,0,761,607,0,154,1061,300,696,65,63,9,0,12,0,7,9,4,559,1,2,3,2,19,3,3
30,OLT,"ȘCOALA GIMNAZIALĂ BÎRZA",131,BÂRZA,125846,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:39:55",871,871,0,585,566,0,19,964,379,540,45,66,2,2,26,3,4,4,5,409,4,3,4,4,2,0,2
30,OLT,"SCOALA GIMNAZIALĂ BRANEȚ",132,BÂRZA,125846,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:03:36",1213,1213,0,827,821,0,6,1336,512,764,60,104,3,0,37,4,0,0,8,588,0,0,0,6,14,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ BREBENI",144,BREBENI,125999,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:54:27",1285,1285,0,966,897,0,69,1391,425,896,70,330,3,2,86,2,10,12,8,392,17,7,8,8,9,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ BUZEŞTI",160,CORBU,126326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:47:29",478,478,0,439,397,0,42,532,93,418,21,51,1,1,15,3,3,7,1,317,2,4,1,2,7,1,2
30,OLT,"SCOALA GIMNAZIALA CALUI",146,CĂLUI,130295,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:43",715,715,0,489,470,0,19,794,305,436,53,61,0,0,22,1,0,1,1,337,2,0,1,1,8,0,1
30,OLT,"ŞCOALA GIMNAZIALĂ CELEIU",89,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:24:56",1354,1354,0,750,743,0,7,1493,743,734,16,63,4,4,27,4,10,10,4,531,11,5,15,4,36,3,3
30,OLT,"SCOALA GIMNAZIALĂ CEPARI",149,CÂRLOGANI,126166,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:49",659,659,0,420,408,0,12,726,306,401,19,54,0,0,14,3,3,3,1,312,1,1,1,0,7,0,1
30,OLT,"ŞCOALA GIMNAZIALĂ CEPEŞTI",168,CUNGREA,126503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 10:25:03",613,613,0,467,434,0,33,673,200,451,16,72,0,0,15,0,1,5,2,313,2,3,2,1,35,0,0
30,OLT,"SCOALA GIMNAZIALĂ CÎRLOGANI",148,CÂRLOGANI,126166,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:17:51",1119,1119,0,688,679,0,9,1229,541,657,31,56,1,0,12,0,0,5,1,567,1,3,2,1,7,0,1
30,OLT,"ŞCOALA GIMNAZIALĂ, COMUNA VULTUREȘTI",379,VULTUREŞTI,130231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:38:11",565,565,0,357,297,0,60,624,267,341,16,41,0,0,9,0,2,3,2,271,1,4,0,1,5,2,0
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",40,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:20:55",1612,1612,0,762,754,0,8,1779,1017,741,21,138,7,4,55,20,25,8,16,379,15,7,6,7,37,1,16
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",39,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:11:22",1279,1279,0,578,567,0,11,1421,843,560,18,95,7,5,54,19,19,21,13,257,14,6,9,2,30,5,4
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",41,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:16:25",1531,1531,0,773,760,0,13,1695,922,754,19,98,5,1,61,20,21,36,19,400,15,10,9,2,51,0,6
30,OLT,"ŞCOALA GIMNAZIALĂ CORBU",159,CORBU,126326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:10:39",842,842,0,589,547,0,42,913,324,556,33,61,2,0,27,2,5,1,2,435,3,5,2,0,8,0,3
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",163,COTEANA,126380,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:21:41",816,816,0,657,591,0,66,900,243,630,27,31,2,1,33,0,12,12,2,511,5,6,1,1,12,1,0
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",162,COTEANA,126380,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:35:52",910,910,0,672,604,0,68,938,266,650,22,45,1,1,45,10,2,7,0,527,1,2,4,1,4,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII DOBROTEASA",187,DOBROTEASA,126772,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:11:42",845,845,0,665,561,0,104,912,247,621,44,126,0,2,35,0,8,13,2,417,4,3,1,1,7,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ DIDU",316,STOENEŞTI,129095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:21:36",831,831,0,504,455,0,49,916,412,470,34,82,0,3,16,5,11,0,6,336,0,0,1,1,9,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ DOBA",278,PLEŞOIU,128221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:36:33",1106,1106,0,870,764,0,106,1213,343,824,46,98,2,1,31,3,14,8,5,635,1,6,3,1,14,0,2
30,OLT,"ŞCOALA GIMNAZIALĂ DOBRICENI",228,"IANCU JIANU",127288,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:15:06",771,771,0,426,405,0,21,848,422,396,30,40,2,0,14,2,5,8,2,303,2,1,1,2,14,0,0
30,OLT,"SCOALA GIMNAZIALA DOBROSLOVENI",183,DOBROSLOVENI,126718,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:34",1086,1086,0,698,686,0,12,1200,502,577,121,168,0,2,26,2,10,4,6,318,2,7,1,6,22,1,2
30,OLT,"ȘCOALA GIMNAZIALĂ DRANOVĂȚU",202,GĂNEASA,127064,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:18:11",851,851,0,639,598,0,41,929,290,611,28,75,3,1,24,6,0,2,2,476,1,9,1,0,9,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ DUMITRU BUZDUN",80,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:31:24",1136,1136,0,670,630,0,40,1255,588,636,31,88,3,7,22,10,16,18,16,385,10,3,5,4,45,3,1
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",20,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:15:35",1152,1152,0,581,570,0,11,1269,688,555,26,98,1,4,28,19,19,27,11,289,8,4,8,8,20,7,4
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",21,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:35:04",1121,1121,0,515,502,0,13,1235,720,492,23,79,4,5,36,10,13,12,17,272,7,4,6,1,21,3,2
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",19,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:50:42",1530,1530,0,778,764,0,14,1692,914,752,26,130,1,4,68,21,27,15,13,386,15,10,8,10,38,4,2
30,OLT,"ŞCOALA GIMNAZIALĂ FĂGEŢELU",192,FĂGEŢELU,126905,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:21",412,412,0,374,247,0,127,452,78,343,31,77,1,1,12,4,3,2,8,203,4,0,2,3,21,1,1
30,OLT,"SCOALA GIMNAZIALA FARCASELE",199,FĂRCAŞELE,127019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:39:53",683,683,0,408,396,0,12,752,350,374,28,54,0,1,13,1,4,2,1,271,0,9,1,4,11,0,2
30,OLT,"ŞCOALA GIMNAZIALĂ FLORIAN DIȚULEASA VITĂNEȘTI",297,SÂRBII-MĂGURA,130366,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:03:39",825,825,0,573,503,0,70,911,338,544,29,55,0,0,43,0,0,0,0,430,0,3,6,0,7,0,0
