precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRISTEA AURELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA CĂLIN-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OLÁH EMESE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOC EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi","NAŞ SORIN-VALERIU-PARTIDUL S.O.S. ROMÂNIA-voturi","IACOB DAN-MIHAI-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BĂLTĂREŢU VIOREL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STRUGARIU RAMONA-VICTORIA-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","SĂRMAŞ IOAN-SABIN-voturi","VAMOŞ SORIN-VIRGIL-voturi"
13,CLUJ,"ŞCOALA ” N.TITULESCU”",116,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PART,PRCNCT,P,P_SV,"2024-06-10 15:21:28",1584,1552,6,26,0,752,725,1,26,0,740,12,1738,986,45,23,75,331,1,4,44,17,192,8
13,CLUJ,"ŞCOALA ” N.TITULESCU”",115,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:00",1806,1773,13,16,4,871,851,0,16,4,860,11,1983,1112,41,36,60,328,9,2,61,27,291,5
13,CLUJ,"ŞCOALA ”OCTAVIAN GOGA”",96,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:14",1353,1341,2,10,0,564,554,0,10,0,554,10,1474,910,26,36,36,284,5,0,26,9,123,9
13,CLUJ,"ŞCOALA ”OCTAVIAN GOGA”",95,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:07:19",1418,1398,7,11,2,625,612,0,11,2,612,13,1583,958,24,29,74,254,4,3,28,13,178,5
13,CLUJ,"ŞCOALA ”OCTAVIAN GOGA”",97,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:07",1556,1520,23,13,0,625,611,1,13,0,616,9,1700,1075,32,19,25,302,4,1,33,14,184,2
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",181,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:54:38",1618,1613,1,4,0,738,734,0,4,0,725,13,1814,1076,44,48,39,313,8,3,33,7,227,3
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",182,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:19:43",1926,1907,5,6,8,892,878,0,6,8,884,8,2104,1212,35,30,58,381,15,3,34,18,304,6
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",184,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:33:05",1771,1749,9,2,11,781,768,0,2,11,772,9,1951,1170,24,37,82,309,13,5,38,14,247,3
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",183,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:47",1819,1795,7,17,0,869,852,0,17,0,863,6,2108,1239,43,59,69,360,7,5,38,13,263,6
13,CLUJ,"UNIVERSITATEA ”BABES-BOLYAI” - FACULTATEA DE ŞTIINŢE ECONOMICE ŞI GESTIUNEA AFACERILOR,",122,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-11 10:41:59",1809,1771,18,20,0,780,760,0,20,0,772,8,1996,1216,37,39,49,345,5,2,36,23,232,4
13,CLUJ,"UNIVERSITATEA ”BABES-BOLYAI” - FACULTATEA DE ŞTIINŢE ECONOMICE ŞI GESTIUNEA AFACERILOR,",123,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:14:24",1812,1791,6,13,2,793,778,0,13,2,786,7,2007,1214,43,17,69,336,3,0,55,26,234,3
