precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.9 ”NOROCEL” SALA B",42,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:21",1968,1956,1,11,0,840,829,0,11,0,815,25,2100,1260,257,244,114,52,116,19,13
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:24",1557,1553,1,0,3,642,638,1,0,3,607,35,1711,1069,242,179,62,42,61,10,11
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVĂLARI",498,UDEŞTI,150588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:01",927,921,2,4,0,406,402,0,4,0,372,34,1015,609,76,162,93,25,12,3,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL PODENI",245,BUNEŞTI,147465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:12",510,505,0,5,0,243,238,0,5,0,235,8,560,317,70,121,27,3,10,3,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RAŞCA",406,MOLDOVIŢA,149539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:39",689,679,0,7,3,427,417,0,7,3,407,20,746,319,240,125,21,6,14,0,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RUSCA, SAT RUSCA, NR. 59A",285,DORNA-ARINI,148131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:43",643,639,0,1,3,438,434,0,1,3,422,16,807,369,304,82,15,7,5,2,7
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL STULPICANI",471,STULPICANI,150356,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:32",1073,1070,1,1,1,624,622,0,1,1,585,39,1180,556,450,90,28,7,7,2,1
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL ”VOINICEL” DEIA",329,FRUMOSU,148729,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:11",619,593,0,4,22,446,420,0,4,22,425,21,700,254,261,132,17,5,4,6,0
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL VORONET",164,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:54",702,693,0,9,0,387,378,0,9,0,338,28,820,454,190,68,40,13,20,3,4
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CĂSUȚA PITICILOR”- CORP B",163,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:30",1057,1045,0,12,0,476,464,0,12,0,440,34,1151,677,144,161,63,28,35,7,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",92,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:55",995,987,0,5,3,398,390,0,5,3,387,11,1200,802,52,229,39,23,34,8,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",93,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:52",1022,1017,0,5,0,420,415,0,5,0,409,11,1200,780,57,241,40,17,43,7,4
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",94,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:27",899,885,3,5,6,405,394,0,5,6,395,10,1000,595,65,230,37,19,38,3,3
35,SUCEAVA,"GRADINIŢA CU PROGRAM PRELUNGIT NR.1 ”GULIVER”",24,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:49",1199,1188,2,9,0,549,540,0,9,0,535,14,1300,751,165,192,53,19,85,13,8
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3 ”SCUFIȚA ROȘIE”",124,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:45",1057,1044,0,7,6,552,539,0,7,6,535,17,1200,648,209,223,45,9,38,5,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7 ”ABC ”",19,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:17",1496,1487,0,9,0,568,559,0,9,0,550,18,1600,1032,161,237,45,13,71,17,6
35,SUCEAVA,"GRADINITA CU PROGRAM PRELUNGIT PINOCHIO",114,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:24",1737,1712,9,15,1,742,726,0,15,1,710,32,2000,1258,301,281,54,28,33,8,5
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT MOARA NICA, COMUNA MOARA , JUDEȚUL SUCEAVA",395,MOARA,149414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:06",1783,1749,5,1,28,988,959,0,1,28,944,44,1800,812,559,228,60,21,59,8,9
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 1 STRAJA",463,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:21",1284,1259,0,3,22,745,720,0,3,22,711,34,1400,655,232,396,43,23,14,1,2
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 2 STRAJA",466,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:27",996,986,0,8,2,557,547,0,8,2,539,18,1135,578,127,318,77,10,4,1,2
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 3 STRAJA",464,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:17",1128,1099,0,9,20,661,632,0,9,20,636,25,1200,539,189,353,66,10,11,4,3
35,SUCEAVA,"GRĂDINIȚA MIRONU",516,"VALEA MOLDOVEI",150891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:10:27",1763,1729,1,15,18,1171,1138,0,15,18,979,187,1896,730,155,600,191,18,3,12,0
35,SUCEAVA,"GRĂDINIŢA NOUĂ BIVOLĂRIE",200,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:16",909,909,0,0,0,374,374,0,0,0,362,12,1102,728,222,70,44,10,4,8,4
35,SUCEAVA,"GRĂDINIŢA NR. 4 „VALEA SEACĂ”",77,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:06",1267,1265,1,0,1,687,686,0,0,1,664,23,1400,713,331,147,64,22,91,7,2
35,SUCEAVA,"GRĂDINIŢA ”POD DABÎCA”",536,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:43",1074,1069,0,2,3,536,531,0,2,3,507,29,1180,644,98,312,47,22,21,4,3
35,SUCEAVA,"HOTEL BRADUL",118,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:52",801,787,4,10,0,401,391,0,10,0,393,8,900,499,148,162,27,15,25,8,8
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA A",25,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:05",1456,1452,0,4,0,618,614,0,4,0,589,29,1600,982,178,226,44,24,97,9,11
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA B",26,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:26",1678,1669,0,9,0,693,684,0,9,0,673,20,1800,1107,200,274,61,24,91,14,9
35,SUCEAVA,"LICEUL TEHHNOLOGIC ”ION NISTOR” VICOVU DE SUS-CORPUL 4",194,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:06",1091,1091,0,0,0,477,477,0,0,0,462,15,1200,723,265,131,34,14,11,5,2
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",138,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:42",1972,1962,0,2,8,835,825,0,2,8,811,24,2000,1165,143,553,64,10,34,2,5
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",139,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:08",1827,1821,0,0,6,724,718,0,0,6,685,39,2200,1476,130,455,50,7,29,4,10
35,SUCEAVA,"LICEUL TEHNOLOGIC LIVIU SUHAR IACOBENI CORP A STR. MINELOR NR 17 COMUNA IACOBENI JUDETUL SUCEAVA",362,IACOBENI,149138,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:54",554,536,0,5,13,338,320,0,5,13,326,12,586,248,109,181,12,7,11,2,4
35,SUCEAVA,"LICEUL TEHNOLOGIC MIHAI EMINESCU DUMBRAVENI",297,DUMBRĂVENI,148426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:49",1883,1872,0,3,8,890,879,0,3,8,857,33,2000,1110,155,529,101,27,33,7,5
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICANOR MOROȘAN” PÎRTEȘTII DE JOS",424,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:38:32",1620,1575,1,11,33,926,882,0,11,33,894,32,1700,774,352,286,80,16,119,5,36
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICOLAI NANU” BROŞTENI",131,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:31",1402,1389,1,9,3,629,616,1,9,3,598,31,1500,871,236,269,38,9,16,22,8
35,SUCEAVA,"LICEUL TEHNOLOGIC NR. 1",67,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:45",850,841,1,7,1,350,342,0,7,1,333,17,1100,750,157,87,29,6,47,2,5
35,SUCEAVA,"LICEUL TEHNOLOGIC ”OLTEA DOAMNA”",141,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:42",1181,1169,2,9,1,570,560,0,9,1,547,23,1289,719,230,257,33,14,10,1,2
35,SUCEAVA,"LICEUL TEHNOLOGIC ”OLTEA DOAMNA” ȘCOALA PRIMARĂ - CORP C",142,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:28",1002,992,0,7,3,516,506,0,7,3,502,14,1092,576,177,259,22,15,24,3,2
35,SUCEAVA,"LICEUL TEHNOLOGIC TOMŞA VODĂ SOLCA",191,"ORAŞ SOLCA",146708,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:10",1058,1044,0,9,5,551,537,0,9,5,520,31,1200,649,107,308,34,15,38,17,1
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",379,MARGINEA,149290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:34",1739,1732,1,0,6,828,821,1,0,6,776,52,1904,107,386,122,194,14,26,30,4
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",378,MARGINEA,149290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:22",1692,1689,0,0,3,807,804,0,0,3,742,65,1900,1093,325,145,215,17,23,14,3
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",377,MARGINEA,149290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:41",1697,1690,0,1,6,738,731,0,1,6,684,54,1900,1162,297,152,162,21,34,13,5
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI HREAŢCA (IMOBIL PROPRIETATEA SOCIETĂŢII COOPERATIVE ”VULTURUL PLEŞUV” VULTUREŞTI)",544,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:50",343,331,0,9,3,218,206,0,9,3,212,6,400,182,50,135,18,7,0,1,1
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI JACOTA",545,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:02",138,124,0,12,2,94,80,0,12,2,87,7,150,56,21,58,5,3,0,0,0
35,SUCEAVA,PRIMARIA,221,BILCA,147036,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:25",1191,1172,0,2,17,563,544,0,2,17,525,38,1280,717,322,125,36,32,7,1,2
35,SUCEAVA,"PRIMĂRIA BROŞTENI",130,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:16",812,803,2,6,1,475,468,0,6,1,457,18,900,425,171,202,23,8,13,31,9
35,SUCEAVA,"PRIMĂRIA BURDUJENI",60,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:23",1349,1335,0,13,1,606,592,0,13,1,586,20,1546,936,224,150,64,56,63,16,13
35,SUCEAVA,"PRIMĂRIA COM MOLDOVA SULIȚA",401,MOLDOVA-SULIŢA,149502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:39",1017,990,0,0,27,590,563,0,0,27,544,46,1123,533,308,170,46,8,8,2,2
35,SUCEAVA,"PRIMARIA COMUNEI CIPRIAN PORUMBESCU",259,"CIPRIAN PORUMBESCU",151567,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:08",1749,1747,0,2,0,756,754,0,2,0,704,52,1921,1165,45,588,36,17,9,7,2
35,SUCEAVA,"PRIMĂRIA COMUNEI CRUCEA SALĂ FESTIVITĂȚI",272,CRUCEA,147884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:56",1180,1172,0,2,6,643,635,0,2,6,610,23,1292,659,88,352,125,15,19,5,6
35,SUCEAVA,"PRIMĂRIA COMUNEI DORNA CANDRENILOR",286,"DORNA CANDRENILOR",148202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:50",1708,1684,0,9,15,1076,1052,0,9,15,1047,29,1927,851,218,667,63,43,36,7,13
35,SUCEAVA,"PRIMĂRIA COMUNEI DORNEȘTI",289,DORNEŞTI,148293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:32",1817,1788,0,7,22,932,903,0,7,22,877,55,1950,1018,297,308,89,113,48,17,5
35,SUCEAVA,"PRIMARIA COMUNEI DRĂGOIEŞTI",291,DRĂGOIEŞTI,148328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:35",289,274,0,11,4,289,274,0,11,4,259,30,500,211,66,113,40,9,24,6,1
35,SUCEAVA,"PRIMĂRIA COMUNEI DRĂGUŞENI",294,DRĂGUŞENI,148382,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:25",1811,1735,2,7,67,935,861,0,7,67,885,50,1976,1041,174,592,42,23,44,7,3
35,SUCEAVA,"PRIMĂRIA COMUNEI HORODNICENI",356,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:07",867,838,0,7,22,529,500,0,7,22,505,24,957,428,298,108,37,15,18,4,25
35,SUCEAVA,"PRIMĂRIA COMUNEI STRAJA",465,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:57",1163,1135,0,11,17,674,646,0,11,17,651,23,1300,626,180,397,49,9,12,3,1
35,SUCEAVA,"PRIMĂRIA COMUNEI UDEŞTI",495,UDEŞTI,150588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:37",1973,1965,1,4,3,976,969,0,4,3,899,77,2169,1193,327,312,140,27,68,13,12
35,SUCEAVA,"PRIMĂRIA COMUNEI VOLOVĂŢ",541,VOLOVĂŢ,151120,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:20",941,938,0,0,3,439,436,0,0,3,419,20,1000,561,113,230,44,16,14,2,0
35,SUCEAVA,"PRIMĂRIA DOLHEŞTI",280,DOLHEŞTI,148097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:17",1385,1342,2,8,33,785,743,1,8,33,762,23,1468,683,57,611,41,31,17,4,1
35,SUCEAVA,"PRIMARIA ILISESTI",366,ILIŞEŞTI,147660,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:16",2016,1984,2,6,24,1096,1066,0,6,24,1046,50,2000,904,376,459,126,21,44,11,9
35,SUCEAVA,"PRIMARIA IZVOARELE SUCEVEI",373,"IZVOARELE SUCEVEI",149183,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:17",414,401,0,2,11,414,401,0,2,11,381,33,770,356,164,168,20,8,13,7,1
35,SUCEAVA,"PRIMARIA MALINI",381,MĂLINI,149316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:10",1289,1275,0,10,4,844,831,0,10,3,782,62,1487,643,180,518,41,17,20,3,3
35,SUCEAVA,"PRIMĂRIA MUNICIPIULUI SUCEAVA",1,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:44:08",1755,1738,3,13,1,855,841,0,13,1,818,37,1900,1045,285,258,74,25,145,14,17
35,SUCEAVA,"PRIMĂRIA ORAŞULUI FRASIN",151,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:13",1318,1307,3,8,0,583,575,0,8,0,575,8,1400,817,185,165,153,22,41,5,4
35,SUCEAVA,"PRIMĂRIA ORAŞULUI SOLCA",190,"ORAŞ SOLCA",146708,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:41",988,983,2,2,1,451,448,0,2,1,432,19,1056,605,94,251,26,11,31,17,2
35,SUCEAVA,"PRIMĂRIA POIENI-SOLCA",429,POIENI-SOLCA,151585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:35",1735,1707,0,13,15,815,787,0,13,15,765,50,1901,1086,287,415,36,5,12,7,3
35,SUCEAVA,"PRIMARIA RADAUTI",100,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:18:38",1908,1892,9,7,0,701,694,0,7,0,670,31,2000,1299,275,265,47,24,46,5,8
35,SUCEAVA,"PUNCT DOCUMENTAR NICOALE ISTRATI",360,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:11",420,403,0,5,12,219,202,0,5,12,211,8,443,224,137,42,16,1,13,1,1
35,SUCEAVA,"SALĂ DE FESTIVITĂȚI A PRIMĂRIEI FRUMOSU",328,FRUMOSU,148729,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:22",1825,1788,0,2,35,1193,1156,0,2,35,1158,35,1935,742,876,204,34,16,19,5,4
35,SUCEAVA,"SALĂ DE FESTIVITĂŢI CLIT",209,ARBORE,146860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:07",1066,1066,0,0,0,544,544,0,0,0,519,25,1130,586,76,370,55,2,11,4,1
35,SUCEAVA,"SALA DE ŞEDINŢE A CONSILIULUI LOCAL ULMA",506,ULMA,150702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:15",355,353,0,1,1,214,212,0,1,1,210,4,404,190,82,101,14,5,4,3,1
35,SUCEAVA,"SALA DE SEDINTE A CONSILIULUI LOCAL VERESTI",531,VEREŞTI,151022,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:37",952,949,0,3,0,524,521,0,3,0,450,74,1200,676,80,254,95,5,11,4,1
35,SUCEAVA,"SALA DE SPECTACOLE",403,MOLDOVIŢA,149539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:41",1834,1832,0,2,0,1043,1041,0,2,0,993,50,2015,972,277,539,98,18,3,53,5
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI SALA A",252,CALAFINDEŞTI,147580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:33",1006,994,0,3,9,600,588,0,3,9,565,35,1100,500,348,154,26,6,28,1,2
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI- SALA B",253,CALAFINDEŞTI,147580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:08",1019,1013,1,0,5,623,618,0,0,5,581,42,1200,577,341,167,24,10,32,5,2
35,SUCEAVA,"SALA MICĂ A CĂMINULUI CULTURAL IASLOVĂŢ",364,IASLOVĂŢ,151442,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:54",1701,1699,0,2,0,710,708,0,2,0,672,38,1824,1114,217,350,60,22,18,5,0
35,SUCEAVA,"SALA POLIVALENTĂ CIUMÂRNA",524,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:27",387,384,0,3,0,202,199,0,3,0,189,13,400,198,136,23,18,7,3,1,1
35,SUCEAVA,"SCOALA ANTOCENI",311,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:51",263,252,0,5,6,147,136,0,5,6,141,6,320,173,60,55,12,1,8,5,0
35,SUCEAVA,"ȘCOALA BOTOȘ",258,CIOCĂNEŞTI,151451,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:43",328,318,0,6,4,237,227,0,6,4,230,7,373,136,152,41,13,7,13,1,3
35,SUCEAVA,"ȘCOALA CACICA",249,CACICA,147526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:47",1103,1083,1,7,12,569,549,1,7,12,545,24,1200,607,199,281,22,16,21,6,0
35,SUCEAVA,"ŞCOALA CĂLINEŞTI-VASILACHE",276,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:28",173,166,0,7,0,93,86,0,7,0,92,1,177,84,59,21,7,3,2,0,0
35,SUCEAVA,"ŞCOALA COTÎRGAŞI NR.1",133,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:13",1051,1033,0,9,9,672,654,0,9,9,647,18,1100,435,308,255,32,17,16,9,10
35,SUCEAVA,"ŞCOALA CU CLASELE I - IV",546,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:24",206,190,0,15,1,136,120,0,15,1,131,5,200,64,14,97,11,4,4,1,0
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV BOTOŞANIŢA MICĂ",338,GRĂMEŞTI,148916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:57",199,189,0,8,2,138,128,0,8,2,122,16,239,101,68,44,5,1,2,2,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV COTU BAII",302,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:15",760,758,0,2,0,383,381,0,2,0,353,30,850,467,93,189,35,13,20,0,3
35,SUCEAVA,"SCOALA CU CLASELE I-IV COVERCA",415,PANACI,149682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:55",650,646,0,4,0,361,357,0,4,0,353,8,694,333,106,204,13,9,18,3,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV FANTANA MARE",301,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:05",881,873,1,0,7,522,514,1,0,7,476,46,970,448,150,246,33,20,18,6,3
35,SUCEAVA,"SCOALA CU CLASELE I-IV GURA HAITII",479,"ŞARU DORNEI",150445,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:42",471,461,0,7,3,313,303,0,7,3,303,10,534,221,138,134,12,1,18,0,0
35,SUCEAVA,"SCOALA CU CLASELE I - IV ” ILIE GRAMADA”",469,STROIEŞTI,150310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:35",586,580,0,6,0,362,356,0,6,0,340,22,692,330,220,78,22,11,8,1,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV MARGINE",535,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:28",765,751,0,3,11,402,388,0,3,11,384,18,850,448,46,294,16,11,12,5,0
35,SUCEAVA,"ȘCOALA CU CLASELE I-IV PĂLTINIȘ",417,PANACI,149682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:07",271,271,0,0,0,124,124,0,0,0,118,6,319,195,71,42,3,2,0,0,0
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV POJORÎTA",430,POJORÂTA,149931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:40",780,764,1,6,9,529,513,1,6,9,509,20,857,328,252,194,18,12,25,3,5
35,SUCEAVA,"SCOALA CU CLASELE I-IV PRAXIA",303,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:34:02",129,123,0,6,0,63,57,0,6,0,62,1,135,72,32,18,5,4,1,2,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV SARISORU MARE",480,"ŞARU DORNEI",150445,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:58",436,424,2,9,1,290,280,0,9,1,284,6,500,210,91,153,16,6,14,3,1
35,SUCEAVA,"SCOALA CU CLASELE I-IV SPĂTĂREȘTI",304,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:51:31",397,392,0,5,0,186,181,0,5,0,182,4,432,246,32,108,15,11,12,2,2
35,SUCEAVA,"SCOALA CU CLASELE I-VIII IOAN VICOVEANU",532,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:37",1345,1321,0,5,19,690,666,0,5,19,663,27,1450,760,139,364,98,15,27,13,7
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 2 MARGINEA",376,MARGINEA,149290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:36",1653,1640,1,9,3,795,783,0,9,3,739,56,1800,1005,360,164,140,20,37,10,8
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 3 MARGINEA",380,MARGINEA,149290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:23",1948,1931,0,8,9,929,912,0,8,9,877,52,2110,1181,443,152,205,21,43,7,6
