precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","BLOCUL SUVERANIST ROMÂN-voturi","PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OLTENILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","DAN AURELIAN-LEONARD-voturi"
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",122,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:42:36",1420,1412,2,6,0,615,609,0,6,0,601,14,1500,885,85,93,271,3,3,6,10,8,2,4,74,24,15,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",120,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 14:51:48",1623,1604,9,10,0,665,655,0,10,0,645,20,1700,1035,85,82,301,0,5,6,6,10,1,4,100,20,17,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",121,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:49:23",1362,1329,24,9,0,549,540,0,9,0,531,18,1400,851,87,79,214,0,2,6,4,5,3,7,85,13,19,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL DUMITRU” (FOSTA NR. 18)",49,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:41:56",1009,998,3,8,0,450,442,0,8,0,442,8,1300,850,69,68,163,1,1,8,5,6,3,4,82,10,18,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",129,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:12:52",1640,1611,18,10,1,683,672,0,10,1,651,32,1700,1017,87,107,276,1,1,7,3,5,5,3,107,18,22,9
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",131,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:18:45",1479,1470,3,6,0,624,615,3,6,0,611,13,1600,976,74,107,290,0,4,7,0,0,0,8,89,21,11,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",130,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:04",1499,1492,5,2,0,643,641,0,2,0,629,14,1700,1057,87,88,277,0,1,0,5,10,9,4,103,15,22,8
17,DOLJ,"ȘCOALA GIMNAZIALĂ SF. GHEORGHE (FOSTA ȘCOALĂ CU CLASELE I-VIII, NR. 23",132,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:29:03",1111,1066,37,8,0,479,471,0,8,0,466,13,1200,721,51,87,196,3,1,3,2,9,8,1,60,23,14,8
17,DOLJ,"ȘCOALA GIMNAZIALĂ SF. GHEORGHE (FOSTA ȘCOALĂ CU CLASELE I-VIII, NR. 23)",133,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:20",1488,1465,15,6,2,699,691,0,6,2,676,23,1600,901,116,109,277,1,2,10,4,5,5,2,97,14,24,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”TRAIAN” (FOSTA NR. 2)",126,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:25:37",941,928,2,10,1,424,413,0,10,1,420,4,1000,576,74,65,147,1,0,2,8,2,1,1,85,12,16,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”TRAIAN” (FOSTA NR.2)",127,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:32",1106,1087,11,8,0,522,514,0,8,0,516,6,1100,578,101,48,203,3,3,5,5,4,2,2,103,6,23,8
17,DOLJ,"ŞCOALA PRIMARĂ IZVORUL RECE – STRUCTURĂ A ŞCOLII GIMNAZIALE ”DECEBAL” (FOSTĂ NR.12)",173,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:00:49",655,649,1,5,0,266,261,0,5,0,262,4,800,534,30,58,127,1,1,1,0,5,3,4,13,14,4,1
17,DOLJ,"SUCURSALA REGIONALĂ CF CRAIOVA",141,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:26",1408,1399,2,7,0,545,538,0,7,0,532,13,1500,955,67,66,272,0,2,5,5,4,2,4,63,20,7,15
17,DOLJ,"SUCURSALA REGIONALĂ CF CRAIOVA",140,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:45:38",1240,1227,1,11,1,553,541,0,11,1,532,21,1400,847,68,76,255,1,0,3,1,4,3,4,86,10,10,11
17,DOLJ,"UNIVERSITATEA DE MEDICINA SI FARMACIE, (SEDIUL NOU)",48,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:12:06",1487,1442,7,38,0,600,562,0,38,0,580,20,1700,1100,70,81,253,0,4,4,1,8,5,9,107,15,16,7
17,DOLJ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE, (SEDIUL VECHI)",34,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:56",1063,1035,4,5,19,468,444,1,5,18,463,5,1200,732,79,85,158,0,1,5,9,3,7,7,66,11,20,12
17,DOLJ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE, (SEDIUL VECHI)",33,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:38:42",1026,985,11,10,20,422,392,0,10,20,409,13,1200,778,48,76,191,0,2,2,4,3,4,1,57,6,12,3
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",9,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:15",912,894,10,8,0,402,394,0,8,0,393,9,1100,698,58,66,157,2,0,7,1,4,1,5,71,9,9,3
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",10,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:59:49",932,908,17,7,0,468,461,0,7,0,459,9,1100,632,79,86,158,2,5,4,4,1,3,6,74,10,22,5
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",8,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:55:40",1618,1602,4,12,0,641,629,0,12,0,629,12,1600,930,105,81,238,1,7,1,2,11,2,4,129,11,24,13
