precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","SIMÓ ZOLTÁN-voturi"
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",84,"ORAŞ VLĂHIŢA",83749,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:10",1593,1579,6,5,3,1013,1001,4,5,3,957,56,1800,787,14,23,14,12,289,603,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MIRON CRISTEA” TOPLIŢA",57,"MUNICIPIUL TOPLIŢA",83632,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:03:28",1521,1510,0,1,10,675,664,0,1,10,629,46,1700,1025,44,177,245,78,80,2,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MIRON CRISTEA” TOPLIŢA",58,"MUNICIPIUL TOPLIŢA",83632,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:13:43",1535,1523,0,0,12,721,709,0,0,12,694,20,1700,979,50,255,217,68,96,2,6
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",54,"MUNICIPIUL ODORHEIU SECUIESC",83133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:02",1414,1411,0,1,2,680,677,0,1,2,671,9,1600,920,9,11,15,2,592,41,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",52,"MUNICIPIUL ODORHEIU SECUIESC",83133,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:13",1471,1460,2,8,1,695,686,0,8,1,683,12,1600,905,4,3,17,7,616,33,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",55,"MUNICIPIUL ODORHEIU SECUIESC",83133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:52",1468,1462,3,3,0,720,717,0,3,0,705,15,1600,880,12,8,15,3,632,32,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",53,"MUNICIPIUL ODORHEIU SECUIESC",83133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:01",1455,1443,9,3,0,747,744,0,3,0,727,20,1600,853,7,14,14,2,643,42,5
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC” GOAGIU",96,AVRĂMEŞTI,83847,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:21",535,531,0,4,0,284,280,0,4,0,256,28,600,316,12,6,17,4,197,18,2
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”NAGY IMRE”",6,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:46",1582,1561,8,13,0,717,703,1,13,0,712,5,1600,883,30,32,32,19,514,74,11
21,HARGHITA,"ŞCOALA GIMNAZIALĂ „NAGY IMRE” MIERCUREA-CIUC",5,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:52",1501,1487,1,12,1,710,697,0,12,1,700,10,1600,890,20,26,53,27,518,52,4
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”NAGY IMRE” MIERCUREA-CIUC",4,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:32",1510,1481,20,8,1,703,694,0,8,1,687,16,1600,897,14,27,50,17,512,64,3
21,HARGHITA,"ȘCOALA GIMNAZIALĂ NR.4 PLĂIEȘII DE SUS",212,"PLĂIEŞII DE JOS",85289,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:54",640,627,4,8,1,304,295,0,8,1,268,36,700,396,3,14,27,3,214,4,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ORBÁN BALÁZS”",44,"MUNICIPIUL ODORHEIU SECUIESC",83133,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:13:27",1341,1327,2,11,1,602,590,0,11,1,584,17,1600,998,3,6,11,3,522,31,8
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ORBÁN BALÁZS”",46,"MUNICIPIUL ODORHEIU SECUIESC",83133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:39",1138,1129,3,6,0,637,628,3,6,0,627,10,1200,563,7,3,4,1,579,29,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ORBÁN BALÁZS”",45,"MUNICIPIUL ODORHEIU SECUIESC",83133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:03",1132,1124,3,5,0,503,498,0,5,0,481,22,1200,697,5,7,12,2,432,22,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” CRISTURU SECUIESC",76,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:10",1223,1216,6,1,0,559,558,0,1,0,533,26,1300,741,16,13,29,11,345,118,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” CRISTURU SECUIESC",77,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:54",1541,1524,8,5,4,896,887,0,5,4,858,38,1600,704,14,23,26,11,606,177,1
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” MIERCUREA-CIUC",8,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:13",1342,1322,4,13,3,485,470,0,13,2,470,15,1600,1115,13,14,28,30,348,35,2
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” MIERCUREA-CIUC",7,"MUNICIPIUL MIERCUREA-CIUC",83320,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:13:23",1431,1377,17,11,26,612,574,1,11,26,581,17,1600,1002,18,29,23,25,423,57,6
21,HARGHITA,"ŞCOALA GIMNAZIALĂ SÂNCRĂIENI",236,SÂNCRĂIENI,85680,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:32",1161,1134,2,4,21,617,592,0,4,21,584,33,1300,683,4,6,14,5,533,18,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ SÂNCRĂIENI",237,SÂNCRĂIENI,85680,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:20",991,976,3,0,12,540,528,0,0,12,530,10,1050,510,6,3,5,3,482,28,3
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”SFÂNTU ANDREI ”SĂRMAȘ",232,SĂRMAŞ,85528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:59",1066,1051,3,0,12,565,553,0,0,12,547,18,1100,535,49,131,216,70,71,3,7
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SF. ILIE” TOPLIŢA",63,"MUNICIPIUL TOPLIŢA",83632,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:08:02",1018,1010,0,8,0,431,423,0,8,0,405,26,1100,669,28,161,88,46,77,2,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SF. ILIE” ZENCANI",67,"MUNICIPIUL TOPLIŢA",83632,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:03:39",1529,1521,1,7,0,677,670,0,7,0,635,42,1600,923,29,225,196,72,106,1,6
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „SIKLODY LORINC” DITRĂU",134,DITRĂU,84344,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:39:31",1577,1552,0,0,25,822,797,0,0,25,758,39,1600,803,7,6,16,4,665,54,6
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SUKOSD FERENC” OCNA DE JOS",218,PRAID,85341,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:14",1203,1181,4,6,12,612,594,0,6,12,572,40,1300,688,14,11,31,14,441,57,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SZEKELY MOZES” OCNA DE SUS",219,PRAID,85341,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:33:12",1234,1192,3,3,36,551,512,0,3,36,521,30,1250,699,15,6,23,11,440,25,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”TAMASI ARON” LUPENI",173,LUPENI,84825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:35",1626,1608,0,4,14,1153,1135,0,4,14,1108,45,1700,547,16,10,23,7,1026,20,6
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TAMÁSI ÁRON, VLĂHIŢA",85,"ORAŞ VLĂHIŢA",83749,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:32",1074,1070,2,1,1,540,537,1,1,1,526,14,2400,1860,6,7,9,3,289,196,16
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TAMÁSI ÁRON, VLĂHIŢA",86,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:25",1162,1152,3,3,4,543,535,1,3,4,515,28,2400,1857,11,13,16,5,255,212,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”TARISZNYÁS MÁRTON” VALEA STRÂMBĂ",260,SUSENI,85920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:01",1112,1109,1,2,0,461,459,0,2,0,429,32,1100,639,2,8,7,14,304,93,1
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”TEODOR CHINDEA” VOȘLĂBENI",285,VOŞLĂBENI,86339,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:17:44",1021,955,2,14,50,655,590,1,14,50,617,38,949,294,21,101,306,57,80,49,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ TULGHEŞ",271,TULGHEŞ,86133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:47",1335,1328,1,4,2,546,540,0,4,2,513,33,1400,854,22,44,235,71,135,5,1
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TUZSON JÁNOS NR.2 CASINU NOU",210,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:27",537,533,0,4,0,252,248,0,4,0,238,14,600,348,1,4,9,6,213,5,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ VALEA LUI PAVEL",124,CORUND,84175,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:38",295,281,1,7,6,168,155,0,7,6,163,5,300,132,1,3,5,4,149,0,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”VASKERTES”",28,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:49",1623,1596,10,12,5,687,668,2,12,5,673,14,1800,1113,15,24,38,10,497,85,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”VASKERTES”",30,"MUNICIPIUL GHEORGHENI",83561,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:33:05",1820,1791,17,5,7,838,827,0,5,6,801,31,2000,1162,8,20,30,7,613,119,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”VASKERTES”",29,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:38",1600,1589,0,8,3,605,594,0,8,3,583,22,1600,995,16,29,35,8,417,75,3
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”XÁNTUS JÁNOS” HARGHITA-BĂI MIERCUREA-CIUC",24,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:02",192,173,3,16,0,93,77,0,16,0,90,3,400,307,2,1,4,1,77,5,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”XANTUS JANOS” MIERCUREA-CIUC",20,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:11:22",1227,1213,7,7,0,593,586,0,7,0,573,20,1300,707,11,7,13,4,493,42,3
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ZOLD PETER SICULENI",253,SICULENI,85626,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:46",1040,989,0,0,51,701,650,0,0,51,657,44,1200,499,8,14,15,5,605,9,1
21,HARGHITA,"SCOALA PRIMARA",195,MIHĂILENI,85074,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:12",514,491,6,5,12,349,332,0,5,12,324,25,600,251,3,7,16,12,231,55,0
21,HARGHITA,"SCOALA PRIMARA",194,MIHĂILENI,85074,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:49",502,475,1,10,16,297,270,1,10,16,281,16,500,203,4,5,5,6,219,39,3
21,HARGHITA,"ȘCOALA PRIMARĂ",148,FRUMOASA,84415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:14",909,906,0,0,3,503,500,0,0,3,468,35,1000,497,9,5,15,1,387,51,0
21,HARGHITA,"ȘCOALA PRIMARĂ ALDEA",182,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:34:57",330,320,7,3,0,93,90,0,3,0,85,8,400,307,2,1,6,3,70,3,0
21,HARGHITA,"ȘCOALA PRIMARĂ BĂDENI",183,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:10:11",165,156,2,7,0,109,102,0,7,0,105,4,200,91,1,1,0,1,95,5,2
21,HARGHITA,"ȘCOALA PRIMARĂ ”BENEDEK ELEK”",246,SÂNSIMION,85840,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:15:40",902,867,0,14,21,580,545,0,14,21,542,38,950,370,5,8,7,0,507,13,2
21,HARGHITA,"SCOALA PRIMARĂ BULGĂRENI",175,LUPENI,84825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:24",237,225,0,5,7,160,148,0,5,7,157,3,300,140,1,1,1,1,153,0,0
21,HARGHITA,"ŞCOALA PRIMARĂ CECHEŞTI",94,AVRĂMEŞTI,83847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:13",534,526,2,6,0,308,300,2,6,0,273,35,600,292,8,8,14,2,225,16,0
21,HARGHITA,"ŞCOALA PRIMARĂ CHILENI",258,SUSENI,85920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:25",627,622,0,5,0,292,287,0,5,0,277,15,700,408,9,8,8,1,190,59,2
21,HARGHITA,"ȘCOALA PRIMARĂ COMĂNEȘTI",185,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:48",193,185,0,8,0,69,61,0,8,0,68,1,200,131,0,0,4,1,63,0,0
21,HARGHITA,"ŞCOALA PRIMARĂ COMIAT",170,"LUNCA DE SUS",84754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:37:05",308,300,1,7,0,161,154,0,7,0,151,10,300,139,6,5,9,5,119,7,0
21,HARGHITA,"ȘCOALA PRIMARĂ DAIA",279,ULIEŞ,86222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:51",232,227,2,3,0,87,83,1,3,0,78,9,250,163,3,10,6,2,55,2,0
21,HARGHITA,"SCOALA PRIMARĂ DELNIŢA",207,PĂULENI-CIUC,83375,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:04",639,635,3,1,0,392,390,1,1,0,382,10,700,308,5,6,10,2,332,25,2
21,HARGHITA,"ȘCOALA PRIMARĂ DIN SUBPĂDURE",23,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:17",479,467,4,7,1,223,215,0,7,1,215,8,500,277,4,8,10,4,164,23,2
21,HARGHITA,"ȘCOALA PRIMARĂ DR.PATAKI JÓZSEF NR.3 IACOBENI",211,"PLĂIEŞII DE JOS",85289,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:12",291,290,0,1,0,137,136,0,1,0,125,12,300,163,1,1,8,1,111,3,0
21,HARGHITA,"ŞCOALA PRIMARĂ FIRTĂNUŞ",95,AVRĂMEŞTI,83847,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:02:56",283,279,3,1,0,111,109,1,1,0,101,10,300,189,3,3,8,6,74,7,0
21,HARGHITA,"ȘCOALA PRIMARĂ FUNDOAIA",233,SĂRMAŞ,85528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:46",505,499,0,3,3,331,325,0,3,3,317,14,600,269,35,81,126,60,10,0,5
21,HARGHITA,"SCOALA PRIMARA GAÁL TAMÁS, BORZONT",155,JOSENI,84558,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:33",712,699,5,0,8,381,373,0,0,8,359,22,800,419,3,1,12,2,336,5,0
21,HARGHITA,"ȘCOALA PRIMARĂ GHIPEȘ",186,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:01:23",170,166,0,4,0,95,91,0,4,0,87,8,200,105,3,1,4,2,75,2,0
21,HARGHITA,"ŞCOALA PRIMARA GURA VAII RECE",168,"LUNCA DE JOS",84656,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:36:28",895,887,1,6,1,499,492,0,6,1,464,35,950,451,5,5,13,2,384,54,1
21,HARGHITA,"ȘCOALA PRIMARĂ ”ION CREANGĂ” IZVORU MUREȘULUI",286,VOŞLĂBENI,86339,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:58:20",667,623,1,10,33,457,414,0,10,33,442,15,800,343,9,9,110,40,268,2,4
21,HARGHITA,"ȘCOALA PRIMARĂ KÖLLŐ MIKLÓS",114,CIUMANI,84086,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:36",1342,1303,3,1,35,736,700,0,1,35,706,30,1400,664,13,7,21,5,525,133,2
21,HARGHITA,"ȘCOALA PRIMARĂ KÖLLŐ MIKLÓS",115,CIUMANI,84086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:35",1155,1132,2,1,20,656,635,0,1,20,634,22,1323,667,7,5,20,6,492,102,2
21,HARGHITA,"ŞCOALA PRIMARĂ LIBAN",259,SUSENI,85920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:09",65,56,1,8,0,29,21,0,8,0,25,4,200,171,4,0,2,0,14,5,0
21,HARGHITA,"ŞCOALĂ PRIMARĂ MEDIŞORU MARE",264,ŞIMONEŞTI,85984,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:03",84,75,2,7,0,48,41,0,7,0,42,6,200,152,1,2,3,0,30,6,0
21,HARGHITA,"ŞCOALA PRIMARĂ - MUREŞ SAT",257,SUSENI,85920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:18",705,703,0,2,0,366,364,0,2,0,343,23,800,434,6,3,5,2,242,84,1
21,HARGHITA,"ŞCOALA PRIMARĂ PÁLSZEG SÂNTIMBRU",248,SÂNTIMBRU,86519,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:10",754,731,1,0,22,435,413,0,0,22,408,27,800,365,3,5,6,3,372,12,7
21,HARGHITA,"ŞCOALA PRIMARĂ PĂLTINIŞ-CIUC",172,"LUNCA DE SUS",84754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:21",432,426,2,4,0,205,201,0,4,0,198,7,500,295,4,2,8,3,165,16,0
21,HARGHITA,"SCOALA PRIMARĂ PĂULENI",178,LUPENI,84825,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:15",295,285,2,3,5,176,168,0,3,5,169,7,300,124,2,0,5,1,160,1,0
21,HARGHITA,"ȘCOALA PRIMARĂ PETRENI",188,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:57:14",152,147,0,5,0,93,88,0,5,0,78,15,200,107,2,1,1,1,66,7,0
21,HARGHITA,"ȘCOALA PRIMARĂ PLATONEȘTI",235,SĂRMAŞ,85528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:46",384,373,0,4,7,236,225,0,4,7,234,2,500,264,30,75,99,29,0,1,0
21,HARGHITA,"ŞCOALA PRIMARA PUNTEA LUPULUI II",166,"LUNCA DE JOS",84656,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:09:57",121,114,0,7,0,85,78,0,7,0,84,1,200,115,2,1,2,2,71,6,0
21,HARGHITA,"ŞCOALA PRIMARĂ PUTNA",272,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:02",447,437,0,8,2,225,215,0,8,2,220,5,500,275,9,13,123,42,29,2,2
21,HARGHITA,"ȘCOALA PRIMARĂ RAREȘ",189,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:24:23",113,107,1,5,0,68,63,0,5,0,66,2,200,132,2,1,1,1,61,0,0
21,HARGHITA,"ŞCOALA PRIMARĂ RECEA",274,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:12:03",209,199,0,7,3,87,77,0,7,3,72,15,300,213,5,5,28,15,18,0,1
21,HARGHITA,"SCOALA PRIMARĂ ŞOIMENI",208,PĂULENI-CIUC,83375,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:50",554,547,3,4,0,351,347,0,4,0,330,21,600,249,5,5,11,5,257,46,1
21,HARGHITA,"ȘCOALĂ PRIMARĂ SOLYOMKO",284,VĂRŞAG,86311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:43:04",270,264,4,0,2,152,150,0,0,2,146,6,300,148,3,5,5,2,131,0,0
21,HARGHITA,"ŞCOALA PRIMARĂ ”SZÉKELY JÁNOS” IZVOARE",290,ZETEA,86366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:12",344,330,8,6,0,133,127,0,6,0,121,12,400,267,3,3,2,4,103,5,1
21,HARGHITA,"ȘCOALA PRIMARA SZILÁGYI",116,CIUMANI,84086,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:10",1132,1109,3,1,19,647,628,0,1,18,625,22,1200,553,11,25,10,11,468,100,0
21,HARGHITA,"SCOALA PRIMARA TIRNOVITA",100,BRĂDEŞTI,83151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:12",619,616,1,2,0,380,378,0,2,0,357,23,700,320,3,3,9,1,330,9,2
21,HARGHITA,"ŞCOALA PRIMARĂ TOFĂLĂU ZETEA",289,ZETEA,86366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:35",1147,1139,1,4,3,615,608,0,4,3,572,43,1200,585,7,4,7,2,546,2,4
21,HARGHITA,"ŞCOALA PRIMARĂ VALEA FRUMOASĂ",273,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:10",562,557,0,4,1,200,195,0,4,1,177,23,600,400,6,9,71,24,63,3,1
21,HARGHITA,"SCOLA GIMNAZIALA FRÁTER GYÖRGY",224,REMETEA,85412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:36",1367,1325,2,0,40,840,800,0,0,40,820,20,1500,660,4,3,9,2,783,18,1
21,HARGHITA,"SEDIU ADMINISTRATIV",161,LELICENI,86479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:52",936,933,1,2,0,562,560,0,2,0,493,69,1000,438,11,9,20,10,424,12,7
21,HARGHITA,"SEDIU CLUBUL SPORTIV ŞCOLAR",35,"MUNICIPIUL ODORHEIU SECUIESC",83133,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:42:43",1561,1552,4,5,0,682,677,0,5,0,601,81,1600,918,23,11,34,4,480,34,15
21,HARGHITA,"SEDIU COMPOSESORAT INLÃCENI",91,ATID,83785,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:20:45",122,116,0,6,0,63,57,0,6,0,60,3,200,137,1,0,1,0,56,1,1
21,HARGHITA,"SEDIUL ASOCIAȚIEI ”CSÍKSOMLYÓ” MIERCUREA-CIUC",21,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:25",1849,1838,0,11,0,967,956,0,11,0,935,32,1900,933,9,19,14,4,794,77,18
21,HARGHITA,"SEDIUL CONSILIULUI LOCAL",75,"ORAŞ BORSEC",83491,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:40",1353,1340,1,0,12,804,793,0,0,11,778,26,1300,496,15,21,162,22,541,14,3
21,HARGHITA,"SEDIUL NOU AL PRIMĂRIEI",68,"ORAŞ BĂILE TUŞNAD",83428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:04",1366,1326,11,8,21,871,834,8,8,21,807,59,1450,580,29,57,34,10,605,61,11
21,HARGHITA,"SEDIUL PRIMĂRIEI",162,LUETA,84629,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:18",1451,1447,1,2,1,619,616,0,2,1,578,41,1600,981,7,12,20,9,515,13,2
21,HARGHITA,"SEDIUL PRIMĂRIEI AVRĂMEŞTI",93,AVRĂMEŞTI,83847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:00",854,847,2,5,0,474,469,0,5,0,444,30,900,426,11,4,14,6,373,36,0
21,HARGHITA,"SEDIUL PRIMĂRIEI LUETA",163,LUETA,84629,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:48",1564,1562,0,0,2,727,725,0,0,2,688,39,1700,973,10,10,16,8,623,16,5
21,HARGHITA,"TEATRUL MUNICIPAL ”CSIKI JÁTÉKSZÍN” MIERCUREA-CIUC",1,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:04",1778,1712,51,15,0,691,676,0,15,0,675,16,2000,1309,33,65,49,23,440,53,12
