precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUPŞA OVIDIU-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONSTANTINESCU HORIA-MIRON-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIŢAC VERGIL-PARTIDUL NAȚIONAL LIBERAL-voturi","CRUCERU VICTOR-PARTIDUL ROMÂNIA MARE-voturi","BÎLBĂ ADRIAN-PARTIDUL ECOLOGIST ROMÂN-voturi","ESERGHEP GIHAN-ERDAL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MITULESCU MARIUS-AURELIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CEZARA-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ION STELIAN-CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BERECHET VALENTIN-voturi","OVANESIAN FELICIA-NADINA-voturi","PRISĂCARU SORIN-voturi","POPESCU GEORGE-ANDREI-voturi","VOINEAGU EUGEN-voturi"
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 31",87,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:17",1204,1197,0,7,0,384,377,0,7,0,355,29,1300,916,70,101,83,5,3,5,22,4,37,5,14,0,4,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 31",86,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:49",1174,1167,0,7,0,444,437,0,7,0,421,16,1300,863,82,107,107,7,5,8,18,3,54,5,14,0,8,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 33 ”ANGHEL SALIGNY”",64,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:59",1378,1373,3,2,0,645,643,0,2,0,630,15,1500,855,70,122,228,4,8,16,8,5,116,8,30,4,7,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 33 ”ANGHEL SALIGNY”",62,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:21",1532,1528,0,4,0,657,653,0,4,0,648,9,1700,1043,90,145,203,10,14,12,15,12,97,5,29,2,8,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 33 ”ANGHEL SALIGNY”",61,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:54",1176,1168,0,8,0,486,478,0,8,0,472,14,1300,814,45,115,152,1,8,7,18,5,79,7,21,3,7,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 33 ”ANGHEL SALIGNY”",63,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:32",888,881,3,4,0,408,404,0,4,0,397,11,1000,592,37,90,134,2,6,11,10,8,84,7,0,1,3,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 37",66,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:33",1185,1171,3,11,0,534,520,3,11,0,513,18,1300,766,68,137,144,6,15,7,23,7,71,4,20,7,1,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 37",67,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:38",1166,1161,0,5,0,543,538,0,5,0,528,15,1300,757,44,133,157,6,11,10,24,8,89,7,30,2,6,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 37",65,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:32",1104,1100,0,4,0,485,481,0,4,0,468,17,1200,715,46,113,152,7,13,7,16,5,74,7,20,1,5,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 38 ”DIMITRIE CANTEMIR”",143,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:20",862,856,0,6,0,385,379,0,6,0,374,11,900,515,41,101,70,5,9,5,5,4,93,6,22,1,6,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 38 ”DIMITRIE CANTEMIR”",142,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:00:29",882,872,5,5,0,406,401,0,5,0,398,8,1000,594,28,82,119,2,8,6,10,6,101,5,28,0,3,0
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 39 ”NICOLAE TONITZA”",107,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:12",1719,1711,0,8,0,798,790,0,8,0,791,7,1900,1102,86,164,241,7,17,14,13,15,151,8,52,3,9,11
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 39 ”NICOLAE TONITZA”",104,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:38",1698,1689,1,8,0,790,782,0,8,0,785,5,1900,1110,91,196,200,9,7,18,24,10,155,9,51,3,8,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 39 ”NICOLAE TONITZA”",105,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:00",1422,1416,0,6,0,659,653,0,6,0,628,31,1600,941,71,148,179,1,12,10,10,8,119,11,39,8,8,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 39 ”NICOLAE TONITZA”",106,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:14:19",1608,1599,0,8,1,698,689,0,8,1,638,60,1800,1102,90,124,202,10,12,0,0,10,136,9,30,5,10,0
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 3 ”CIPRIAN PORUMBESCU”",189,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:32:08",1078,1049,19,10,0,516,506,0,10,0,499,7,1200,684,43,75,191,6,13,9,9,4,96,18,24,2,3,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 3 ”CIPRIAN PORUMBESCU”",188,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:26",1181,1153,18,10,0,518,508,0,10,0,510,8,1300,782,40,90,183,1,12,8,14,4,101,12,32,3,9,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 3 ”CIPRIAN PORUMBESCU”",187,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:51:52",1308,1294,1,13,0,642,628,1,13,0,628,14,1400,758,30,120,196,3,21,10,22,9,155,16,34,2,5,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",81,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:58",770,766,0,4,0,289,285,0,4,0,280,9,900,611,27,92,46,3,6,1,10,6,49,7,18,7,3,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",77,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:33",770,764,0,6,0,316,310,0,6,0,307,8,801,486,57,74,78,6,5,7,9,6,46,7,9,0,2,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",79,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:53",1487,1484,0,3,0,621,618,0,3,0,599,19,1600,978,77,143,157,1,8,9,25,12,97,10,38,8,10,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",78,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-11 21:00:27",1329,1325,0,4,0,547,543,0,4,0,521,23,1500,956,77,122,135,4,11,7,12,4,109,6,17,7,5,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",82,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:26",1119,1117,0,2,0,303,301,0,2,0,290,13,1200,897,49,98,47,5,1,6,30,4,33,2,5,2,5,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",80,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 16:28:55",737,732,0,5,0,288,283,0,5,0,275,9,800,512,26,84,66,2,4,6,16,4,43,3,15,4,1,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 40 ”AUREL VLAICU”",76,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:11",1531,1517,3,11,0,562,551,0,11,0,539,15,1700,1138,74,140,120,16,5,8,25,12,79,8,30,10,9,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 43 ”FERDINAND”",195,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:10",642,629,7,6,0,331,325,0,6,0,320,11,700,369,27,45,108,2,13,9,7,1,89,5,10,0,2,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.5 ”NICOLAE IORGA”",197,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:34",714,699,0,10,5,350,335,0,10,5,339,11,995,645,27,61,122,0,10,4,7,2,74,6,21,3,1,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.5 ”NICOLAE IORGA”",198,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:34",471,450,1,8,12,221,203,0,6,12,202,4,800,594,20,38,51,1,0,6,5,5,52,7,13,1,2,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.5 ”NICOLAE IORGA”",196,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-11 14:21:23",1369,1358,0,8,3,648,637,0,8,3,637,11,1700,1052,63,81,253,1,20,15,9,4,136,10,29,4,6,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.6 ”NICOLAE TITULESCU”",161,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:24",867,860,0,7,0,418,411,0,7,0,412,6,900,482,43,63,111,6,14,9,4,4,109,12,25,3,5,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.6 ”NICOLAE TITULESCU”",162,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:52:39",1027,1016,1,10,0,488,478,0,10,0,477,2,1100,610,56,92,148,2,11,8,13,2,102,7,25,1,5,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.6 ”NICOLAE TITULESCU”",164,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:19",1061,1051,1,8,1,497,487,1,8,1,480,17,1200,703,40,80,186,4,17,7,10,4,100,5,21,3,2,1
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.6 ”NICOLAE TITULESCU”",163,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:19",935,927,3,5,0,466,461,0,5,0,457,9,1000,534,35,84,137,0,8,10,7,5,129,3,25,5,6,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 7 ”REMUS OPREANU”",159,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:30",1376,1362,10,3,1,601,597,0,3,1,569,32,1500,899,40,104,198,6,15,9,6,11,110,13,33,5,9,10
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 7 ”REMUS OPREANU”",160,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:56:59",1131,1126,0,5,0,492,487,0,5,0,480,12,1200,708,42,79,112,2,9,11,6,10,129,19,48,1,10,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 7 ”REMUS OPREANU”",157,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:33:17",715,708,0,7,0,298,291,0,7,0,297,1,797,499,27,54,68,0,6,5,6,4,97,8,12,0,8,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 7 ”REMUS OPREANU”",158,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:33",1184,1178,2,4,0,517,513,0,4,0,502,15,1300,783,37,100,142,4,27,9,7,10,129,9,20,1,4,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 7 ”REMUS OPREANU”",156,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,P,P_SV,"2024-06-10 19:36:59",1234,1223,4,7,0,535,528,0,7,0,523,12,1300,765,39,74,188,2,10,7,3,2,151,10,25,4,3,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 8",97,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:09",1486,1478,0,8,0,640,632,0,8,0,624,16,1600,960,82,149,163,3,8,5,15,6,140,8,33,4,4,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 8",99,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:06",1622,1608,6,8,0,744,736,0,8,0,738,6,1800,1056,85,148,234,6,10,11,19,11,161,9,21,5,6,12
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 8",98,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:39:05",1500,1496,0,4,0,636,632,0,4,0,615,21,1600,964,63,107,162,4,21,11,18,11,154,18,32,5,5,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 8",96,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 17:25:00",1746,1739,1,6,0,707,701,0,6,0,688,19,1900,1193,83,139,173,2,16,10,24,17,152,14,42,3,8,5
14,CONSTANŢA,"SCOALA GIMNAZIALA ”SPECTRUM” (ŞCOALA NR.27)",169,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:42",1297,1287,0,10,0,628,618,0,10,0,611,17,1400,772,45,132,180,2,13,15,8,8,140,18,33,3,13,1
14,CONSTANŢA,"SCOALA GIMNAZIALA ”SPECTRUM” (ŞCOALA NR.27)",170,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:34",1460,1450,3,7,0,616,609,0,7,0,603,13,1600,984,72,103,182,6,11,10,11,11,138,16,30,0,8,5
14,CONSTANŢA,"ŞCOALA NR. 29 ”MIHAI VITEAZU”",155,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:49:41",622,613,1,8,0,294,286,0,8,0,288,6,700,406,26,72,85,2,10,3,7,2,56,6,12,1,3,3
14,CONSTANŢA,"TOMIS PLUS SRL",209,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,P,P_SV,"2024-06-10 18:58:34",2106,2050,43,13,0,992,978,1,13,0,966,26,2100,1108,71,161,333,5,22,8,17,8,256,10,53,5,14,3
14,CONSTANŢA,"UNIVERSITATEA ”ANDREI ŞAGUNA”",207,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:56",718,711,0,6,1,323,316,0,6,1,317,6,800,477,29,65,85,0,6,9,3,4,80,5,25,3,2,1
14,CONSTANŢA,"UNIVERSITATEA ”OVIDIUS”",192,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:50:00",978,970,0,8,0,399,391,0,8,0,398,1,1200,801,39,58,114,1,10,10,17,8,104,3,21,1,6,6
14,CONSTANŢA,"UNIVERSITATEA ”OVIDIUS”",191,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:39",1594,1578,8,8,0,726,718,0,8,0,699,27,1700,974,65,129,231,3,11,13,6,10,179,7,30,4,6,5
14,CONSTANŢA,"UNIVERSITATEA ”OVIDIUS”",193,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,P,P_SV,"2024-06-10 17:04:08",1071,1040,14,7,10,491,474,0,7,10,454,21,1200,725,50,91,158,7,4,4,5,6,97,2,21,3,4,2
14,CONSTANŢA,"UNIVERSITATEA ”OVIDIUS”",194,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:40",963,953,0,10,0,398,388,0,10,0,385,13,1300,902,42,65,126,1,7,4,9,2,82,4,35,1,3,4
