precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"GRADINITA DIN CADRUL SCOLII GIMNAZIALE GOESTI",533,LUNGANI,97722,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:35",699,673,0,2,24,400,374,0,2,24,375,25,800,400,28,25,312,1,5,2,2,0,0
24,IAŞI,"GRADINITA GISTESTI",287,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:25",1440,1412,0,7,21,672,644,0,7,21,630,36,1500,834,224,75,226,41,21,16,6,18,3
24,IAŞI,"GRADINITA NR. 1",265,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:42",1077,1067,0,8,2,455,445,0,8,2,427,16,1200,756,191,51,110,6,23,24,3,16,3
24,IAŞI,"GRĂDINIŢA NR.1 FÂNTÂNELE",455,FÂNTÂNELE,100317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:21:51",1582,1546,0,3,33,1026,990,0,3,33,928,98,1700,674,376,91,434,2,6,11,4,0,4
24,IAŞI,"GRĂDINIŢA NR. 2, PĂŞCĂNENI",457,FOCURI,97063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:33",1526,1524,0,0,2,716,714,0,0,2,636,78,1700,986,204,51,341,2,22,13,1,0,2
24,IAŞI,"GRADINITA VATRA",268,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:47",1415,1393,0,7,15,601,579,0,7,15,568,33,1500,899,208,56,162,24,32,40,8,37,1
24,IAŞI,"GRUP ŞCOLAR COZMESTI",413,COZMEŞTI,96593,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:39",1878,1826,0,33,19,686,634,0,33,19,627,59,1900,1214,300,79,206,4,17,20,1,0,0
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",283,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:59",1053,1046,2,5,0,461,456,0,5,0,447,14,1100,639,182,45,124,6,22,33,6,25,4
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",282,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:41",1199,1190,0,8,1,501,492,0,8,1,486,15,1300,799,222,51,129,15,8,26,7,25,3
24,IAŞI,"GRUP SCOLAR SCHEIA",683,ŞCHEIA,99290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:21",902,892,0,10,0,482,472,0,10,0,456,26,1000,518,151,26,245,4,5,22,2,1,0
24,IAŞI,"IMOBIL ACHIȚEI-VALEA ADÂNCĂ",556,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:30",1315,1305,3,7,0,631,623,1,7,0,620,10,1400,770,180,59,71,16,23,241,7,9,14
24,IAŞI,"IMOBIL ACHIȚEI-VALEA ADÂNCĂ",555,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:17:58",1727,1711,6,10,0,860,850,0,10,0,840,20,1700,840,192,95,117,15,46,307,6,16,46
24,IAŞI,"IMOBIL CRESA",535,MĂDÂRJAC,97777,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:35",1162,1100,0,11,51,816,754,0,11,51,670,79,1300,546,58,137,351,20,19,75,4,3,3
24,IAŞI,"IMOBIL PROPRIETATE PRIVATA VRABIE CALIPSA",783,VOINEŞTI,100219,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:20:59",112,109,0,3,0,51,48,0,3,0,40,11,200,149,24,3,12,0,1,0,0,0,0
24,IAŞI,"LICEUL MIRON COSTIN",281,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:22",1170,1162,0,8,0,498,490,0,8,0,483,15,1300,802,201,52,144,6,14,23,0,39,4
24,IAŞI,"LICEUL MIRON COSTIN",280,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:08",1203,1195,2,6,0,465,459,0,6,0,452,13,1300,835,210,38,148,14,18,0,1,22,1
24,IAŞI,"LICEUL ”PROF. MIHAI DUMITRIU”-CORP E",753,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:55",1715,1706,1,8,0,636,628,0,8,0,625,9,1900,1253,265,45,84,13,24,155,4,12,23
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”- CORP E",752,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:10",1749,1735,3,10,1,922,911,0,10,1,902,20,1900,965,418,90,93,19,30,191,7,24,30
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”-CORP E",754,"VALEA LUPULUI",100353,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:07",1806,1792,6,7,1,983,975,0,7,1,962,21,1900,917,498,59,97,22,23,208,9,11,35
24,IAŞI,"LICEUL TEHNOLOGIC BRAESTI",357,BRĂEŞTI,96058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:03",942,870,0,27,45,564,492,0,27,45,540,24,1000,436,27,36,454,1,7,13,1,1,0
24,IAŞI,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ŢIBANA",717,ŢIBANA,99673,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:09",736,731,0,4,1,310,305,0,4,1,290,20,800,490,80,46,129,1,9,16,1,0,8
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",173,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:07",1592,1585,0,7,0,276,269,0,7,0,271,5,1800,1524,78,34,52,2,18,60,4,1,22
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",169,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:40",1598,1584,1,5,8,190,177,0,5,8,189,1,1800,1600,57,21,33,4,11,46,0,3,14
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",170,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:55",1488,1482,1,5,0,29,24,0,5,0,26,3,1600,1571,4,5,5,0,2,8,0,0,2
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",172,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:40",1627,1618,0,9,0,186,177,0,9,0,179,4,1800,1614,44,27,37,5,10,32,3,4,17
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",171,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:59",1483,1475,0,8,0,305,297,0,8,0,283,22,1600,1295,68,35,66,6,18,51,3,8,28
24,IAŞI,"LICEUL TEHNOLOGIC DUMESTI",444,DUMEŞTI,96940,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:22",1324,1307,2,10,5,716,701,0,10,5,663,53,1400,684,241,53,201,5,19,126,12,2,4
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",564,MOGOŞEŞTI,98113,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:25",1029,1023,1,5,0,512,507,0,5,0,487,25,1100,588,204,59,187,1,13,17,2,2,2
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",563,MOGOŞEŞTI,98113,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:35",1367,1360,1,3,3,711,705,0,3,3,664,47,1500,789,257,65,277,1,27,27,2,3,5
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",97,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:01",936,928,0,7,1,344,336,0,7,1,336,8,1000,252,92,33,87,13,22,57,3,3,26
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",96,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:05",975,969,0,6,0,440,434,0,6,0,425,15,1100,660,95,53,121,5,16,87,3,6,39
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",94,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:11",915,906,2,6,1,314,307,0,6,1,302,12,1000,686,75,43,60,8,17,60,4,4,31
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",95,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:55",1268,1262,0,6,0,480,474,0,6,0,468,12,1400,920,122,53,91,12,36,108,4,6,36
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",66,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:13",1187,1177,0,10,0,502,492,0,10,0,476,26,1300,798,98,55,126,12,21,99,9,9,47
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",69,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:49",1222,1217,0,5,0,522,517,0,5,0,501,21,1300,778,132,74,111,12,14,105,2,11,40
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",68,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:50",1128,1121,0,7,0,457,450,0,7,0,415,42,1200,743,101,49,84,18,13,88,4,12,46
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",67,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:34",1393,1388,0,5,0,480,475,0,5,0,455,22,1500,1023,100,53,104,9,32,106,4,11,36
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”NICOLAE IORGA”",273,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:51",1407,1402,0,5,0,516,511,0,5,0,500,16,1500,984,212,66,128,5,22,35,3,26,3
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”NICOLAE IORGA”",274,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:43",1718,1709,1,8,0,845,837,0,8,0,810,35,1900,1055,364,66,202,13,39,77,5,35,9
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP A",29,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:14",1480,1372,52,56,0,646,590,0,56,0,570,13,1500,917,141,61,94,18,30,146,9,12,59
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",78,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:58",635,631,0,4,0,255,251,0,4,0,246,9,700,445,60,24,68,7,10,50,1,6,20
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",80,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:14",1090,1085,1,4,0,386,382,0,4,0,362,20,1200,818,74,37,91,8,21,87,2,10,32
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",82,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:57",1114,1107,2,5,0,451,446,0,5,0,432,19,1200,749,93,50,110,14,23,92,2,12,36
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",81,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:13",1248,1248,0,0,0,415,415,0,0,0,407,8,1400,985,116,50,82,4,21,76,6,5,47
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",79,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:59",1012,1004,2,6,0,355,349,0,6,0,338,17,1100,745,84,37,84,6,26,68,5,12,16
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",83,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:44",1163,1158,0,5,0,430,425,0,5,0,407,23,1300,870,89,55,91,11,20,93,2,9,37
24,IAŞI,"LICEUL TEHNOLOGIC HÂRLĂU",292,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:10",1826,1814,1,8,3,474,463,0,8,3,448,26,2000,1526,140,67,130,5,26,68,2,6,4
24,IAŞI,"LICEUL TEHNOLOGIC HÎRLĂU",291,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:15",1544,1535,0,9,0,380,371,0,9,0,350,30,1700,1320,144,47,90,3,21,41,0,3,1
24,IAŞI,"LICEUL TEHNOLOGIC LESPEZI",520,LESPEZI,97606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:01",769,760,0,3,6,392,383,0,3,6,364,26,800,408,138,59,116,3,15,29,1,3,0
24,IAŞI,"LICEUL TEHNOLOGIC LUNGANI",531,LUNGANI,97722,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:37",922,899,0,10,13,433,410,0,10,13,410,22,1001,569,58,40,282,2,11,14,1,1,1
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",180,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:27",886,879,0,7,0,334,327,0,7,0,320,14,1000,666,73,33,94,16,13,63,0,4,24
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",178,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:19",863,858,0,5,0,296,291,0,5,0,277,16,1000,704,64,34,71,6,24,53,3,4,18
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",177,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:34",919,911,0,8,0,350,342,0,8,0,338,12,1000,650,82,60,72,4,17,76,6,2,19
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",179,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:47",758,750,0,8,0,271,263,0,8,0,266,5,800,529,54,35,44,7,16,76,3,11,20
24,IAŞI,"LICEUL TEHNOLOGIC PLUGARI",586,PLUGARI,98337,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:44",1572,1493,0,6,73,699,620,0,6,73,679,20,1600,901,568,61,27,0,9,5,4,2,3
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",44,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:48",1245,1184,56,5,0,483,478,0,5,0,469,14,1300,817,99,76,72,16,29,127,5,2,43
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",46,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:38",1428,1417,0,11,0,600,589,0,11,0,580,20,1500,898,170,56,91,12,23,155,2,10,61
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",45,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:23",943,937,0,6,0,368,362,0,6,0,359,9,1000,632,97,51,62,6,32,75,3,1,32
24,IAŞI,"LICEUL TEHNOLOGIC VLADENI",770,VLĂDENI,100148,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:13",1370,1357,0,0,13,688,675,0,0,13,666,22,1500,812,338,74,208,0,14,22,3,2,5
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",133,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:20",1532,1529,0,3,0,176,173,0,3,0,170,6,1700,1524,44,10,43,3,11,35,1,2,21
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",134,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:43",1520,1514,0,6,0,201,195,0,6,0,196,5,1700,1499,36,19,64,8,3,42,5,0,19
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",136,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:00",1251,1241,0,10,0,490,480,0,10,0,471,19,1400,910,97,42,113,12,28,125,9,10,35
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",135,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:52",1560,1553,0,7,0,213,206,0,7,0,209,4,1700,1487,52,26,37,8,7,62,4,3,10
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",137,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:14",1399,1393,0,6,0,285,279,0,6,0,272,13,1500,1215,70,28,62,9,11,72,0,4,16
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",132,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:35",1420,1411,0,9,0,259,250,0,9,0,249,10,1600,1341,62,43,53,5,11,52,3,2,18
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",138,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:40",1430,1426,0,4,0,230,226,0,4,0,208,22,1600,1370,50,30,44,3,11,44,2,7,17
24,IAŞI,"LICEUL TEORETIC DE INFORMATICĂ ”GRIGORE MOISIL”",39,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:22:14",2350,1852,258,240,0,957,717,0,240,0,934,23,2000,1036,189,72,141,31,41,312,11,16,121
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",240,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:51",1335,1324,1,10,0,509,499,0,10,0,498,11,1400,885,126,59,83,13,19,125,10,6,57
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",237,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:52",1273,1263,0,10,0,525,515,0,10,0,506,11,1400,883,152,45,92,11,21,116,2,11,56
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",239,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:23",1118,1109,1,8,0,497,489,0,8,0,476,21,1200,703,131,54,107,10,7,119,8,7,33
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",238,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:26",1312,1303,2,7,0,507,500,0,7,0,491,16,1400,893,120,57,77,13,18,139,3,10,54
24,IAŞI,"LICEUL TEORETIC ”ION NECULCE”",317,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:05",1616,1581,1,6,28,764,734,0,6,24,726,34,1600,840,348,63,205,5,25,63,4,4,9
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",91,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:31",1159,1152,1,6,0,563,557,0,6,0,550,13,1300,737,129,62,133,20,15,125,6,7,53
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",93,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:42",1375,1368,0,7,0,556,549,0,7,0,538,18,1500,944,131,84,85,22,21,132,5,7,51
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",89,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:29",1015,1009,0,6,0,375,369,0,6,0,361,14,1100,725,92,42,83,10,17,76,6,5,30
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",90,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:05",1326,1322,1,3,0,528,525,0,3,0,516,12,1400,872,133,48,131,15,24,109,3,6,47
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",92,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:31",1244,1239,0,5,0,460,455,0,5,0,440,20,1400,940,122,51,104,8,17,90,3,13,32
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",49,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:42",1086,1053,24,9,0,486,477,0,9,0,470,14,1200,716,106,60,115,23,9,103,8,7,39
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",51,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:06",1155,1080,68,7,0,495,486,2,7,0,477,10,1200,713,119,49,104,11,12,122,11,13,36
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",50,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:28",570,531,13,26,0,266,240,0,26,0,249,17,600,334,65,31,48,7,11,50,6,4,27
24,IAŞI,"PRIMARIA COMUNEI TOMESTI",704,TOMEŞTI,95293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:03",1383,1379,0,4,0,575,571,0,4,0,555,20,1500,925,197,60,87,15,40,117,5,10,24
24,IAŞI,"PT 27 - TATARASI",259,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:52:28",1652,1644,0,8,0,15,7,0,8,0,15,0,1800,1785,1,2,4,1,0,4,1,1,1
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",117,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:53",1093,1085,1,7,0,310,303,0,7,0,300,10,1200,890,62,41,65,9,15,79,7,6,16
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",116,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:32",1356,1347,2,7,0,419,412,0,7,0,378,41,1500,1081,91,67,68,9,27,75,10,5,26
24,IAŞI,"SALA DE CONFERINȚĂ",624,REDIU,95239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:10",975,966,1,8,0,567,559,0,8,0,553,14,1100,532,139,55,142,14,17,114,34,6,32
24,IAŞI,"SALA DE CONFERINȚĂ",623,REDIU,95239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:57",1460,1447,1,9,3,827,815,0,9,3,795,32,1600,773,243,50,200,18,23,141,43,3,74
24,IAŞI,"SALĂ DE EDUCAȚIE FIZICĂ ȘCOLARĂ",368,CIOHORĂNI,100362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:17",1466,1451,1,4,10,682,668,0,4,10,597,85,1600,918,140,67,281,10,10,85,2,1,1
24,IAŞI,"SALA DE SPORT -MIROSLAVA",546,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:28",1999,1987,0,12,0,1047,1035,0,12,0,1025,22,2000,953,347,204,74,8,39,303,4,8,38
24,IAŞI,"SALA DE SPORT SINEŞTI",663,SINEŞTI,99058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:37",1294,1262,0,4,28,647,615,0,4,28,609,38,1400,753,440,27,89,1,12,36,2,1,1
24,IAŞI,"SAT BADENI, SEDIU SCOALA BADENI",658,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:53",1027,1024,0,3,0,491,488,0,3,0,448,43,1100,609,281,48,72,0,12,24,5,1,5
24,IAŞI,"SAT FETESTI, SEDIU SCOALA COORD.",659,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:01",1092,1091,0,0,1,468,467,0,0,1,444,24,1200,732,257,96,38,0,20,32,0,0,1
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA VECHE SCOBINTI",656,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:35",1334,1328,1,5,0,556,551,0,5,0,520,36,1400,844,289,127,52,3,19,21,1,4,4
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA ZVARICI- SCOBINTI",657,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:06",259,247,0,12,0,129,117,0,12,0,123,6,300,171,73,14,22,0,6,6,2,0,0
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA REDIU",661,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:08:09",285,285,0,0,0,112,112,0,0,0,104,8,300,188,61,22,13,1,5,1,1,0,0
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA STICLARIA",660,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:15",1277,1268,0,9,0,600,591,0,9,0,548,52,1400,800,363,87,63,1,13,17,0,3,1
