precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"SCOALA GIMNAZIALA BOSIA-CORP B",744,UNGHENI,96003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:37",700,698,0,2,0,398,396,0,2,0,370,20,800,410,147,87,83,0,15,32,1,1,4
24,IAŞI,"ȘCOALA GIMNAZIALĂ BUDA",521,LESPEZI,97606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:18",862,850,0,6,6,438,426,0,6,6,394,44,900,462,169,50,112,0,16,45,2,0,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ BUDĂI",306,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:10",823,802,2,5,14,359,340,0,5,14,334,25,900,541,217,27,52,1,10,20,1,1,5
24,IAŞI,"SCOALA GIMNAZIALA BUZNEA",511,"ION NECULCE",95499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:17",1495,1486,3,4,2,686,679,1,4,2,654,32,1600,914,116,113,355,10,20,33,1,3,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",123,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:13",1032,1024,1,7,0,291,284,0,7,0,278,13,1100,809,67,28,55,7,21,68,5,6,21
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",125,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:58",988,983,2,3,0,371,368,0,3,0,361,10,1100,729,70,66,89,7,25,66,0,10,28
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",120,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:43",1021,1006,8,7,0,485,478,0,7,0,477,8,1100,615,109,48,84,8,18,158,4,8,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",124,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:30",704,700,0,4,0,165,161,0,4,0,157,8,800,635,45,29,23,1,17,33,3,3,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",122,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:19",963,949,9,5,0,405,400,0,5,0,383,17,1000,600,99,30,59,6,15,118,1,5,50
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",121,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:04",1218,1211,0,7,0,56,49,0,7,0,56,0,1300,1244,12,8,12,1,6,12,1,1,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CARMEN SYLVA”",118,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:43",1264,1236,7,20,1,517,496,0,20,1,501,16,1400,883,131,62,115,7,16,109,5,16,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CARMEN SYLVA”",119,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:57",1019,941,54,20,4,437,413,0,20,4,425,11,1000,563,103,38,99,4,17,107,8,11,38
24,IAŞI,"SCOALA GIMNAZIALĂ CHIȘCĂRENI",689,ŞIPOTE,99370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:19",1196,1193,1,2,0,560,557,1,2,0,523,37,1300,740,125,21,345,0,7,22,2,0,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ CIORTEȘTI",369,CIORTEŞTI,96192,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:14",786,786,0,0,0,370,370,0,0,0,342,28,900,530,271,11,40,2,10,3,3,1,1
24,IAŞI,"SCOALA GIMNAZIALA CIUREA",375,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:38",1192,1189,0,2,1,487,484,0,2,1,470,17,1400,913,95,64,185,8,44,59,1,4,10
24,IAŞI,"SCOALA GIMNAZIALA CIUREA",374,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:21",1270,1262,1,5,2,528,521,0,5,2,485,24,1300,791,98,64,203,4,30,70,1,5,10
24,IAŞI,"SCOALA GIMNAZIALA CLASELE I-VIII BALS",329,BALŞ,100273,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:27",1240,1207,0,2,31,686,653,0,2,31,625,61,1400,714,75,73,436,0,25,14,1,0,1
24,IAŞI,"SCOALA GIMNAZIALA CLASELE I-VIII BOURENI",330,BALŞ,100273,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:38",1436,1398,0,7,31,751,713,0,7,31,679,72,1500,749,147,103,360,4,28,26,5,1,5
24,IAŞI,"SCOALA GIMNAZIALA COGEASCA",529,LEŢCANI,97679,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:26",1593,1591,0,2,0,804,802,0,2,0,729,75,1700,896,336,64,163,6,67,69,4,11,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” COMANDOR ALEXANDRU CĂTUNEANU” LUNCA CETĂŢUII",382,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:14",1802,1797,0,2,3,798,793,0,2,3,788,10,1800,1002,179,60,215,25,39,219,5,8,38
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” COMANDOR ALEXANDRU CĂTUNEANU” LUNCA CETĂŢUII",379,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:03",1894,1885,4,1,4,773,768,0,1,4,754,19,2100,1327,148,103,253,16,44,138,6,14,32
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” COMANDOR ALEXANDRU CĂTUNEANU” LUNCA CETĂŢUII",381,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:31",1832,1824,5,1,2,921,918,0,1,2,877,36,2000,1087,183,85,360,16,43,142,6,13,29
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” COMANDOR ALEXANDRU CĂTUNEANU” LUNCA CETĂŢUII",380,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:05",1910,1903,2,4,1,871,864,2,4,1,846,25,2100,1229,217,94,208,22,41,222,7,16,19
24,IAŞI,"ȘCOALA GIMNAZIALĂ ” COMANDOR ALEXANDRU CĂTUNEANU” LUNCA CETĂȚUII",383,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:49",1775,1766,1,7,1,885,877,0,7,1,851,34,1800,915,217,97,271,23,46,137,9,19,32
24,IAŞI,"SCOALA GIMNAZIALĂ ”CONSTANTIN TEODORESCU” RAZBOIENI",516,"ION NECULCE",95499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:58",1733,1705,0,15,13,963,935,0,15,13,890,73,1900,937,212,105,438,27,29,52,7,10,10
24,IAŞI,"SCOALA GIMNAZIALA CONTESTI",756,"VALEA SEACĂ",99968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:19",1459,1456,0,1,2,741,738,0,1,2,698,43,1600,859,88,69,462,2,36,25,3,13,0
24,IAŞI,"SCOALA GIMNAZIALA ”COSTACHE ANTONIU”TIGANASI",736,ŢIGĂNAŞI,99879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:39",1163,1160,1,2,0,611,608,1,2,0,576,35,1300,689,59,83,356,2,34,39,0,2,1
24,IAŞI,"SCOALA GIMNAZIALĂ COSTULENI",399,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:25",1243,1237,0,6,0,621,615,0,6,0,587,34,1400,779,254,67,239,1,15,8,2,1,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ COVASNA",400,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:31",907,899,0,8,0,436,428,0,8,0,406,30,962,526,205,61,127,2,8,1,2,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",402,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:36",1211,1207,0,4,0,88,84,0,4,0,85,3,1300,1212,50,10,18,0,2,4,1,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",403,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:34",1458,1452,0,6,0,140,134,0,6,0,131,9,1600,1460,97,15,19,0,0,0,0,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",401,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:17:52",1331,1325,0,6,0,170,164,0,6,0,166,4,1500,1330,114,9,29,0,10,3,1,0,0
24,IAŞI,"SCOALA GIMNAZIALA COZMESTI",675,STOLNICENI-PRĂJESCU,99165,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:38",755,752,0,3,0,310,307,0,3,0,286,24,800,490,73,44,140,4,8,13,3,1,0
24,IAŞI,"SCOALA GIMNAZIALA COZMESTI",674,STOLNICENI-PRĂJESCU,99165,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:23",926,920,0,6,0,430,424,0,6,0,399,31,1000,570,88,73,211,2,10,8,2,3,2
24,IAŞI,"SCOALA GIMNAZIALA CRUCEA",532,LUNGANI,97722,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:35",1291,1286,0,5,0,625,620,0,5,0,526,99,1400,775,77,52,393,1,1,1,1,0,0
24,IAŞI,"SCOALA GIMNAZIALA DELENI",430,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:38",1622,1613,0,9,0,682,673,0,9,0,633,40,1800,1118,420,56,85,12,32,24,1,0,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",203,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:45",704,700,1,3,0,152,149,0,3,0,147,5,800,647,53,24,20,0,18,20,4,2,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",201,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:46",954,950,0,4,0,314,310,0,4,0,308,6,1000,686,64,46,55,9,15,72,7,9,31
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",202,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:38",886,880,0,6,0,306,300,0,6,0,296,6,1000,694,67,44,49,8,36,65,4,6,17
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",204,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:08",1449,1438,3,8,0,420,412,0,8,0,414,6,1600,1180,85,53,53,13,20,92,0,5,93
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",205,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:18",977,973,0,4,0,262,258,0,4,0,247,15,1100,838,51,41,47,5,14,57,4,2,26
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",206,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:21",829,825,0,4,0,375,371,0,4,0,365,10,900,525,101,51,70,8,20,76,5,2,32
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",209,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:53",1393,1384,2,7,0,590,583,0,7,0,572,18,1500,910,138,69,117,22,27,121,7,6,65
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",207,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:38",995,990,1,4,0,373,369,0,4,0,360,13,1100,727,82,44,63,11,27,87,2,7,37
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",208,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:25",1196,1190,0,6,0,507,501,0,6,0,494,13,1300,793,129,63,92,17,15,109,1,8,60
24,IAŞI,"ŞCOALA GIMNAZIALĂ DOMNIŢA",719,ŢIBANA,99673,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:22",1148,1144,0,3,1,369,365,0,3,1,324,34,1291,933,101,55,128,5,26,6,3,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ ”DR. PETRU BRÂNZEI” JIGORENI",731,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:36",555,550,0,5,0,244,239,0,5,0,227,17,600,256,109,14,71,0,1,27,5,0,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",633,RUGINOASA,98774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:44",1171,1156,1,7,7,684,669,1,7,7,638,46,1300,616,190,76,318,2,16,31,3,1,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",634,RUGINOASA,98774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:00",874,859,1,7,7,503,489,0,7,7,466,37,900,397,145,62,219,2,18,13,4,1,2
24,IAŞI,"SCOALA GIMNAZIALA DUMITRESTII GALATII",650,"SCHITU DUCA",98827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:50",522,508,0,5,9,332,318,0,5,9,301,31,600,268,205,19,37,3,1,34,1,1,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",3,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:42",1266,1260,0,6,0,564,558,0,6,0,543,21,1400,836,102,41,179,14,18,138,3,8,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",4,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:20:21",1037,1031,1,5,0,418,413,0,5,0,412,6,1200,777,104,45,85,4,22,91,12,9,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",6,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:19",1419,1409,1,9,0,593,584,0,9,0,578,15,1500,907,141,52,135,18,22,136,9,4,61
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",5,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:19",1458,1450,1,6,1,554,547,0,6,1,535,18,1600,1047,148,74,114,13,19,119,5,6,37
24,IAŞI,"SCOALA GIMNAZIALA FARCASENI",681,STRUNGA,99209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:57",845,835,0,3,7,314,304,0,3,7,282,27,900,591,78,24,158,0,11,10,1,0,0
24,IAŞI,"SCOALA GIMNAZIALA FARCASENI",680,STRUNGA,99209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:14",811,806,0,2,3,289,284,0,2,3,260,29,900,611,67,28,129,1,13,18,3,1,0
24,IAŞI,"SCOALA GIMNAZIALA FEREDENI",432,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:02",607,603,0,3,1,282,278,0,3,1,253,29,700,418,185,23,29,0,10,3,2,0,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",110,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:24",1515,1509,0,5,1,526,520,0,5,1,510,16,1700,1174,131,64,118,10,17,101,6,9,54
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",108,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:30",1651,1649,0,2,0,523,521,0,2,0,523,0,1800,1277,137,64,110,17,15,118,9,8,45
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",113,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:48",1579,1572,1,6,0,429,423,0,6,0,407,18,1700,1271,99,36,82,16,12,105,6,11,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",107,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:55",1575,1570,0,5,0,407,402,0,5,0,395,12,1700,1293,99,54,87,5,25,84,1,9,31
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",111,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:57",1515,1508,0,7,0,570,563,0,7,0,559,11,1700,1130,167,57,137,16,20,113,4,7,38
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",114,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:41",1515,1510,1,4,0,527,523,0,4,0,506,21,1700,1173,126,62,98,5,17,110,16,17,55
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",115,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:26",1577,1569,1,7,0,547,540,0,7,0,534,13,1700,1153,130,76,110,14,21,133,2,7,41
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",109,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:05",1483,1468,0,15,0,559,544,0,15,0,534,10,1468,924,131,54,132,16,12,127,3,13,46
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",112,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:06",1566,1563,0,3,0,578,575,0,3,0,560,18,1700,1122,142,67,115,17,19,128,11,11,50
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",105,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:04",973,969,0,4,0,416,412,0,4,0,405,11,1100,684,86,36,101,14,22,102,3,5,36
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",103,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:15",1125,1121,0,4,0,448,444,0,4,0,429,19,1200,752,121,69,101,7,16,78,7,6,24
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",98,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:59",995,991,0,4,0,388,384,0,4,0,352,36,1100,712,83,62,74,6,20,66,5,9,27
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",101,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:24",1042,1037,0,5,0,408,403,0,5,0,392,16,1200,792,89,50,95,11,13,93,2,8,31
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",104,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:13",1064,1057,0,6,1,438,431,0,6,1,425,13,1200,762,118,54,103,14,20,65,3,8,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",102,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:52",1055,1047,0,8,0,425,417,0,8,0,409,16,1100,675,114,42,109,10,19,78,2,6,29
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",106,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:12",953,948,0,5,0,389,384,0,5,0,381,8,1000,611,85,56,88,11,18,82,5,2,34
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",100,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:59",937,931,2,4,0,321,317,0,4,0,311,10,1000,679,57,28,79,8,17,77,2,7,36
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",99,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:44",1064,1062,2,0,0,492,492,0,0,0,468,24,1200,708,107,37,111,14,23,119,9,12,36
24,IAŞI,"SCOALA GIMNAZIALA GH. CIOBANU ANDRIESENI",321,ANDRIEŞENI,95667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:11",1334,1318,0,5,11,781,765,0,5,11,730,51,1400,619,321,29,325,1,16,31,2,2,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",160,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:14",1632,1628,0,4,0,461,457,0,4,0,458,3,1800,1339,122,53,70,11,25,117,4,15,41
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",157,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:12",1513,1506,0,7,0,17,10,0,7,0,16,1,1700,1683,5,1,4,2,1,1,0,1,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",158,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:13",1513,1510,1,2,0,301,299,0,2,0,296,5,1700,1399,70,22,50,13,11,89,7,4,30
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",155,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:09",1562,1547,3,12,0,604,592,0,12,0,556,22,1700,1122,111,67,116,16,33,141,4,8,60
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",161,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:50",1637,1632,0,5,0,417,412,0,5,0,404,13,1800,1383,93,50,89,14,12,90,7,9,40
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",156,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:24",1537,1534,1,2,0,480,477,1,2,0,467,13,1700,1220,124,42,90,19,21,110,9,8,44
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",159,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:46",1640,1632,0,8,0,291,283,0,8,0,282,9,1800,1509,66,21,39,7,8,89,2,0,50
24,IAŞI,"ŞCOALA GIMNAZIALĂ GÎRBEŞTI",720,ŢIBANA,99673,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:26",894,894,0,0,0,328,328,0,0,0,304,24,1000,672,131,27,118,1,13,10,4,0,0
24,IAŞI,"SCOALA GIMNAZIALA GLAVANESTI",323,ANDRIEŞENI,95667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:26",536,528,0,8,0,285,277,0,8,0,268,17,600,315,65,21,146,1,8,23,2,1,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ GLODENII GÎNDULUI",729,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:37",1079,1070,0,3,6,369,360,0,3,6,339,30,1200,831,154,56,96,9,7,15,2,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ GLODENII GÎNDULUI",728,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:20",1091,1085,0,3,3,390,384,0,3,3,351,39,1100,710,164,59,72,0,15,35,6,0,0
24,IAŞI,"SCOALA GIMNAZIALA GOLAIESTI",458,GOLĂIEŞTI,97090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:23",1605,1568,1,8,28,963,926,1,8,28,904,59,1700,737,476,50,306,0,19,49,2,1,1
24,IAŞI,"SCOALA GIMNAZIALA GRAJDURI CORP A",470,GRAJDURI,97241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:14",1450,1449,1,0,0,295,295,0,0,0,236,59,1600,1305,53,28,131,0,5,4,9,4,2
24,IAŞI,"SCOALA GIMNAZIALA GRAJDURI CORP A",469,GRAJDURI,97241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:42",1160,1159,0,1,0,245,244,0,1,0,221,24,1300,1055,56,26,95,2,9,18,14,0,1
24,IAŞI,"SCOALA GIMNAZIALA ”GRIGORE URECHE” CEPLENITA",364,CEPLENIŢA,96147,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:49",1123,1118,1,3,1,474,469,1,3,1,440,29,1200,723,195,115,94,0,10,22,4,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ GURA BOHOTIN",466,GORBAN,97189,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:42",394,388,1,1,4,228,222,1,1,4,213,15,400,172,99,10,65,1,7,30,0,0,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ GURA BOHOTIN",465,GORBAN,97189,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:31",649,635,0,10,4,355,341,0,10,4,333,22,700,345,155,6,142,3,5,21,1,0,0
