precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POGAR LAURENŢIU-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FECHET MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","MARGINĂ GELU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BREAHNĂ-PRAVĂŢ IONELA-CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","DÂRLEA ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi","GRIGOROAIA CORNEL-VIOREL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","MELINTE ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MOGHIOR MARIUS-CĂTĂLIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"SCOALA PRIMARA NR 3 SCURTA",483,ORBENI,23948,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:49",825,810,0,11,4,419,404,0,11,4,395,24,900,481,3,40,26,309,10,0,5,2
4,BACĂU,"ŞCOALA PRIMARĂ NR.3 VALEA SEACĂ",630,"VALEA SEACĂ",26083,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:08",762,747,0,5,10,376,361,0,5,10,340,36,800,424,1,19,12,292,15,0,1,0
4,BACĂU,"ŞCOALA PRIMARĂ ORĂŞA",419,LIVEZI,23289,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:24",669,662,0,4,3,405,398,0,4,3,361,44,700,295,5,72,29,115,43,1,73,23
4,BACĂU,"ŞCOALA PRIMARĂ PRĂJOAIA",421,LIVEZI,23289,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:19",791,787,1,3,0,374,370,1,3,0,336,38,900,526,5,145,32,54,44,2,51,3
4,BACĂU,"ŞCOALA PRIMARA SATUL DRĂGEŞTI",606,TĂTĂRĂŞTI,25745,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:09:15",309,298,0,10,1,219,208,0,10,1,203,16,300,81,0,76,10,110,1,0,5,1
4,BACĂU,"ŞCOALA PRIMARA SATUL GHERDANA",607,TĂTĂRĂŞTI,25745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:03",276,268,0,7,1,177,169,0,7,1,167,10,300,123,1,47,7,106,3,0,3,0
4,BACĂU,"ŞCOALA PRIMARA SATUL GIURGENI",608,TĂTĂRĂŞTI,25745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:32:40",193,186,0,6,1,139,132,0,6,1,134,5,200,61,3,28,7,89,4,2,0,1
4,BACĂU,"ŞCOALA PRIMARĂ SATUL POIENI",550,ROŞIORI,24999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:14",279,272,1,6,0,160,154,0,6,0,151,9,304,144,2,23,16,74,5,1,6,24
4,BACĂU,"ŞCOALA PRIMARĂ SATUL VALEA MARE",551,ROŞIORI,24999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:31",510,494,2,10,4,293,279,0,10,4,277,16,500,207,2,25,82,126,8,1,18,15
4,BACĂU,"ŞCOALA PRIMARĂ SATU NOU",310,COLONEŞTI,21891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:25",277,272,0,5,0,144,139,0,5,0,132,12,300,156,0,36,13,82,0,0,0,1
4,BACĂU,"ŞCOALA PRIMARĂ SCĂRIGA",422,LIVEZI,23289,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:44",455,453,0,2,0,240,238,0,2,0,221,19,479,239,0,100,18,75,6,1,19,2
4,BACĂU,"ȘCOALA PRIMARĂ VALEA BOȚULUI",345,FILIPENI,22488,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:41",255,246,0,5,4,144,135,0,5,4,135,9,300,156,0,45,4,82,2,0,2,0
4,BACĂU,"ŞCOALA RĂCĂTĂU",390,HORGEŞTI,22941,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:07:56",937,932,0,5,0,469,464,0,5,0,437,32,1000,531,1,31,45,238,14,3,101,4
4,BACĂU,"ŞCOALA RECEA",391,HORGEŞTI,22941,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 09:41:54",680,673,0,6,1,364,357,0,6,1,329,35,700,336,2,43,46,158,10,0,67,3
4,BACĂU,"ŞCOALA RUŞI CIUTEA",410,"LETEA VECHE",20359,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:30",682,668,0,14,0,408,394,0,14,0,384,24,728,320,7,69,41,190,31,15,23,8
4,BACĂU,"ŞCOALA SATUL BĂHNĂŞENI",508,PÂRJOL,24338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:34",681,671,0,9,1,350,340,0,9,1,328,22,700,350,3,64,23,39,38,4,154,3
4,BACĂU,"ŞCOALA SATUL BĂRNEŞTI",509,PÂRJOL,24338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:03",186,176,0,10,0,84,74,0,10,0,79,5,200,116,1,34,9,24,3,1,7,0
4,BACĂU,"ŞCOALA SATUL BĂRTĂŞEŞTI",619,UNGURENI,25932,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:21",326,324,0,2,0,132,130,0,2,0,120,12,400,268,0,50,1,69,0,0,0,0
4,BACĂU,"ŞCOALA SATUL BĂSEŞTI",510,PÂRJOL,24338,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:52",426,418,0,6,2,165,157,0,6,2,151,14,500,335,5,44,35,36,15,0,14,2
4,BACĂU,"ŞCOALA SATUL BOGDAN VODĂ",569,SĂUCEŞTI,25228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:54",691,685,0,5,1,395,389,0,5,1,373,22,700,305,3,65,40,200,26,4,32,3
4,BACĂU,"ŞCOALA SATUL BUCŞEŞTI",523,PODURI,24631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:12",1293,1280,1,9,3,607,594,1,9,3,570,37,1400,793,4,76,79,364,26,9,7,5
4,BACĂU,"ŞCOALA SATUL CĂDĂRĂŞTI",485,PALANCA,23975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:00",88,81,0,7,0,44,37,0,7,0,43,1,100,56,2,10,3,26,1,1,0,0
4,BACĂU,"ŞCOALA SATUL CERNU",524,PODURI,24631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:08",1185,1171,1,7,6,525,512,0,7,6,485,40,1241,716,6,28,38,388,21,2,1,1
4,BACĂU,"ŞCOALA SATUL CHITICENI",577,SECUIENI,25362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:41",159,150,0,7,2,95,86,0,7,2,90,5,200,105,0,50,10,23,6,0,1,0
4,BACĂU,"ŞCOALA SATUL CÎMPENI",511,PÂRJOL,24338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:21",484,471,0,6,7,209,196,0,6,7,195,14,500,291,3,79,38,37,13,3,18,4
4,BACĂU,"ŞCOALA SATUL COCIU",450,MOTOŞENI,23494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:37",212,206,0,6,0,126,120,0,6,0,118,8,300,174,1,10,9,90,2,1,3,2
4,BACĂU,"SCOALA SATUL CRĂIEŞTI",585,STĂNIŞEŞTI,25521,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:27:20",405,390,2,7,6,191,178,0,7,6,180,11,400,209,2,18,12,111,7,0,28,2
4,BACĂU,"ŞCOALA SATUL DIENEŢ",498,PÂNCEŞTI,24187,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:26",534,522,1,3,8,272,261,0,3,8,249,23,600,328,1,72,15,134,5,2,15,5
4,BACĂU,"ŞCOALA SATUL FÎNTÎNELE",451,MOTOŞENI,23494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:51",506,500,0,6,0,257,251,0,6,0,239,18,600,343,1,18,24,183,5,2,6,0
4,BACĂU,"ŞCOALA SATUL FUNDENI",578,SECUIENI,25362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:24",321,294,0,27,0,228,201,0,27,0,212,16,300,72,1,92,20,83,13,2,0,1
4,BACĂU,"ŞCOALA SATUL GALBENI",460,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:09",1215,1211,2,0,2,550,548,0,0,2,521,29,1300,750,25,138,44,108,12,13,98,83
4,BACĂU,"ŞCOALA SATUL GLODIŞOARELE",579,SECUIENI,25362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:35",174,165,0,5,4,165,156,0,5,4,149,16,300,135,1,108,15,21,1,0,3,0
4,BACĂU,"ŞCOALA SATUL GURA VĂII",536,RACOVA,24711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:44",999,990,0,5,4,495,486,0,5,4,458,37,1100,605,0,253,100,22,15,6,60,2
4,BACĂU,"ŞCOALA SATUL HĂINEALA",512,PÂRJOL,24338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:17",209,199,0,8,2,83,73,0,8,2,80,3,280,197,1,51,9,14,3,1,1,0
4,BACĂU,"ŞCOALA SATUL LĂRGUŢA",461,"NICOLAE BĂLCESCU",23715,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:40:29",165,161,0,4,0,92,88,0,4,0,86,6,200,108,5,41,6,21,0,0,9,4
4,BACĂU,"ŞCOALA SATUL PÎRJOL",507,PÂRJOL,24338,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:37",761,752,1,6,2,257,249,0,6,2,242,15,800,543,5,108,28,48,12,4,34,3
4,BACĂU,"ŞCOALA SATUL PODURI",522,PODURI,24631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:32",1112,1094,1,11,6,537,519,1,11,6,523,14,1200,663,4,87,49,333,27,4,8,11
4,BACĂU,"ŞCOALA SATUL PODURI",521,PODURI,24631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:36",1134,1113,0,17,4,536,515,0,17,4,518,18,1200,664,5,117,46,295,32,3,5,15
4,BACĂU,"ŞCOALA SATUL POIANA",452,MOTOŞENI,23494,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:43",241,234,0,6,1,136,129,0,6,1,129,7,300,164,2,8,7,109,3,0,0,0
4,BACĂU,"ŞCOALA SATUL PROHOZEŞTI",525,PODURI,24631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:23",780,769,0,10,1,398,387,0,10,1,375,23,800,397,6,34,26,257,18,6,1,27
4,BACĂU,"ŞCOALA SATUL SCHINENI",570,SĂUCEŞTI,25228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:51",721,716,3,2,0,325,322,1,2,0,315,10,800,475,5,49,35,193,9,7,14,3
4,BACĂU,"ŞCOALA SATUL ŞENDREŞTI",453,MOTOŞENI,23494,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:25",269,262,0,6,1,174,167,0,6,1,169,5,300,126,2,14,11,130,7,0,5,0
4,BACĂU,"ŞCOALA SATUL ŞERBEŞTI",572,SĂUCEŞTI,25228,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:44",511,509,0,2,0,267,265,0,2,0,253,14,600,333,1,20,49,162,8,1,11,1
4,BACĂU,"ŞCOALA SATUL SIRETU",571,SĂUCEŞTI,25228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:46",636,628,0,4,4,296,288,0,4,4,290,6,776,480,0,34,52,183,8,0,11,2
4,BACĂU,"ŞCOALA SATUL SLOBOZIA NOUĂ",588,STĂNIŞEŞTI,25521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:28",619,611,0,4,4,284,276,0,4,4,269,15,700,416,1,26,10,223,7,0,1,1
4,BACĂU,"ŞCOALA SATUL ŢEPOAIA",454,MOTOŞENI,23494,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:31:36",403,396,0,5,2,251,244,0,5,2,230,14,400,149,3,36,6,172,12,1,0,0
4,BACĂU,"ŞCOALA SATUL VALEA ŞOSII",526,PODURI,24631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:39",960,946,0,8,6,453,439,0,8,6,426,27,1100,647,4,23,34,346,10,2,2,5
4,BACĂU,"SCOALA SCARLAT LONGHIN DOFTEANA",329,DOFTEANA,22380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:11",1618,1596,0,1,21,794,772,0,1,21,773,21,1800,1006,5,118,67,474,36,8,56,9
4,BACĂU,"SCOALA SCARLAT LONGHIN DOFTEANA",330,DOFTEANA,22380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:59",1176,1136,1,19,20,552,527,0,5,20,524,28,1300,748,2,102,53,314,23,5,23,2
4,BACĂU,"ŞCOALA SIRETU",411,"LETEA VECHE",20359,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:35",531,512,2,17,0,341,324,0,17,0,333,8,600,259,4,45,31,209,14,5,21,4
4,BACĂU,"ŞCOALA SOHODOR",392,HORGEŞTI,22941,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:05:22",1147,1138,0,9,0,598,589,0,9,0,550,40,1300,710,0,175,18,285,5,0,23,44
4,BACĂU,"ŞCOALA SOMUŞCA",307,CLEJA,21855,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:18:16",1178,1170,3,5,0,498,490,3,5,0,437,61,1300,800,27,144,45,74,11,73,56,7
4,BACĂU,"ŞCOALA ŞTEFAN CEL MARE ZEMEŞ",639,ZEMEŞ,26289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:42",657,655,0,2,0,343,341,0,2,0,327,16,700,357,3,181,43,69,22,4,5,0
4,BACĂU,"ŞCOALA ŞTEFAN CEL MARE ZEMEŞ",638,ZEMEŞ,26289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:31",1102,1098,0,1,3,602,598,0,1,3,579,23,1200,598,0,312,51,158,40,6,9,3
4,BACĂU,"ŞCOALA ”ŞTEFAN LUCHIAN”",129,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:05",1150,1143,1,6,0,506,500,0,6,0,481,25,1300,794,4,204,52,128,50,15,23,5
4,BACĂU,"ŞCOALA „ŞTEFAN LUCHIAN”",130,"MUNICIPIUL MOINEŞTI",20876,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:23",1129,1119,0,10,0,534,524,0,10,0,502,32,1200,666,7,203,65,123,59,18,26,1
4,BACĂU,"ŞCOALA ŞUPAN",200,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:44",1430,1423,0,6,1,620,613,0,6,1,591,29,1600,980,0,289,78,156,53,2,11,2
4,BACĂU,"ŞCOALA TĂVĂDĂRĂŞTI",328,"DEALU MORII",22237,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:55:44",264,247,0,7,10,161,144,0,7,10,156,5,300,139,2,17,9,117,0,0,10,1
4,BACĂU,"ŞCOALA TEMELIA",378,"GURA VĂII",20607,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:09",792,784,1,3,4,290,282,1,3,4,271,19,900,610,2,46,16,194,7,1,4,1
4,BACĂU,"ŞCOALA TRISTAN TZARA",137,"MUNICIPIUL MOINEŞTI",20876,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:30",1258,1254,4,0,0,508,508,0,0,0,492,16,1400,892,1,163,66,158,65,20,13,6
4,BACĂU,"ŞCOALA TRISTAN TZARA",136,"MUNICIPIUL MOINEŞTI",20876,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:24",1226,1184,5,3,34,515,477,1,3,34,491,24,1300,785,5,177,33,173,56,18,22,7
4,BACĂU,"ŞCOALA VALEA MICĂ",308,CLEJA,21855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:19",572,570,0,2,0,243,241,0,2,0,224,19,616,373,13,42,44,37,13,16,54,5
4,BACĂU,"ŞCOALA VĂLENI",495,PARINCEA,24089,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:01",436,425,0,9,2,160,149,0,9,2,150,10,500,340,7,40,6,86,2,4,4,1
4,BACĂU,"ŞCOALA VERMEŞTI",206,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:49",1043,1037,0,6,0,416,410,0,6,0,403,13,1100,684,2,174,66,102,40,8,10,1
4,BACĂU,"SCOALA VIFORENI",622,UNGURENI,25932,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:49:42",364,358,0,3,3,197,191,0,3,3,190,7,400,203,2,38,5,140,0,1,2,2
4,BACĂU,"ŞCOALA VRÂNCENI",303,CĂIUŢI,21757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:09",296,289,0,7,0,157,150,0,7,0,142,15,300,143,5,37,20,70,2,1,7,0
4,BACĂU,"SCOALA VULTURENI",636,VULTURENI,26118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:01:04",374,362,0,6,6,247,235,0,6,6,236,11,400,153,10,46,13,64,5,1,97,0
4,BACĂU,"SEDIUL PRIMARIEI COMUNEI HURUIESTI, JUDETUL BACAU",394,HURUIEŞTI,23047,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:31",116,115,0,1,0,57,56,0,1,0,55,2,200,143,0,21,4,27,2,0,1,0
4,BACĂU,"SERA BORZEŞTI",177,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:31",771,759,2,7,3,268,258,0,7,3,262,6,1048,780,1,73,44,106,7,6,14,11
4,BACĂU,"ŞOALA GENERALĂ CU CLASELE I-VIII SĂNDULENI",560,SĂNDULENI,25148,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:17",1607,1601,0,3,3,729,723,0,3,3,684,45,1800,1071,2,115,0,474,63,5,20,5
4,BACĂU,"UNIVERSITATEA ”VASILE ALECSANDRI” - CANTINĂ STUDENȚEASCĂ",90,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:54",836,826,4,6,0,319,313,0,6,0,306,13,900,581,5,107,21,78,19,12,57,7
4,BACĂU,"UNIVERSITATEA ”VASILE ALECSANDRI” - CORPUL A",89,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:29",941,931,4,6,0,380,374,0,6,0,372,8,1000,620,6,146,33,99,15,16,52,5
