precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA PUSL + PRO ROMÂNIA-voturi"
34,SIBIU,"PRIMARIA COMUNEI CRISTIAN",266,CRISTIAN,143487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:21",1319,1284,2,24,9,834,802,0,24,8,748,86,1610,776,35,90,91,4,58,8,2,18,26,414,2
34,SIBIU,"PRIMĂRIA COMUNEI JINA",283,JINA,144713,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:36",1488,1447,0,8,33,944,903,0,8,33,891,53,1600,656,8,120,320,3,367,2,8,45,13,4,1
34,SIBIU,"PRIMĂRIA COMUNEI LUDOȘ",295,LUDOŞ,144866,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:34",592,533,7,37,15,265,213,0,37,15,229,36,581,316,22,39,127,0,27,0,3,6,3,0,2
34,SIBIU,"PRIMĂRIA COMUNEI MIHĂILENI",303,MIHĂILENI,145042,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:41",241,231,0,4,6,171,161,0,4,6,151,20,260,89,3,25,11,1,69,1,0,1,35,5,0
34,SIBIU,"PRIMARIA COMUNEI PĂUCA",317,PĂUCA,145220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:37",636,624,1,1,10,229,218,0,1,10,214,4,680,462,12,28,105,2,20,0,0,6,15,9,17
34,SIBIU,"PRIMĂRIA HOGHILAG",275,HOGHILAG,144615,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:45",1061,1042,2,5,12,546,527,2,5,12,489,57,1150,604,7,81,19,2,319,2,4,24,27,1,3
34,SIBIU,"PRIMĂRIA MARPOD",296,MARPOD,144893,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:01",616,582,11,19,4,391,367,1,19,4,358,33,650,259,9,24,51,2,241,2,3,5,4,9,8
34,SIBIU,"PRIMĂRIA ORAȘULUI DUMBRĂVENI",189,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:39",1190,1160,7,8,15,571,547,1,8,15,551,20,1300,729,32,51,175,38,197,1,8,8,24,16,1
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",196,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:37",966,931,3,25,7,528,495,1,25,7,475,20,1000,505,16,147,180,1,80,1,6,9,30,4,1
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",195,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:24",813,790,3,15,5,465,442,3,15,5,443,22,870,405,26,119,178,1,68,0,9,10,25,5,2
34,SIBIU,"PRIMARIA ROSIA",335,ROŞIA,145408,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:53",1279,1266,5,1,7,711,703,0,1,7,590,115,1400,695,36,131,74,1,249,37,28,15,8,8,3
34,SIBIU,"PRIMĂRIA TILIŞCA",374,TILIŞCA,145907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:25",836,786,3,27,20,630,582,1,27,20,600,30,860,230,20,55,240,0,198,2,7,10,31,27,10
34,SIBIU,"PUNCT DE LUCRU PRIMĂRIE (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL ALMA VII)",308,MOŞNA,145104,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:08",333,320,7,6,0,152,141,5,6,0,139,13,350,198,3,28,77,1,14,1,3,1,6,3,2
34,SIBIU,"SALA DE FESTIVITĂȚI",233,"AXENTE SEVER",144116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:22",1036,1027,0,8,1,489,480,0,8,1,478,10,1100,611,12,45,272,1,106,1,3,19,16,1,2
34,SIBIU,"SALA DE SPORT A ȘCOLII GIMNAZIALE PORUMBACU DE JOS",324,"PORUMBACU DE JOS",145293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:55",937,894,0,21,22,640,597,0,21,22,594,46,950,310,15,83,221,0,207,4,4,7,33,9,11
34,SIBIU,"SALA MARE FOSTĂ PRIMĂRIE",256,BRĂDENI,144376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:15",416,389,0,23,4,249,222,0,23,4,218,24,430,188,6,46,74,0,66,1,1,11,12,1,0
34,SIBIU,"SALA MARE-PRIMĂRIE",255,BRĂDENI,144376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:58:43",825,776,2,45,2,498,450,1,45,2,434,64,850,352,8,28,181,1,189,0,3,8,9,6,1
34,SIBIU,"SALA SPORT",380,VURPĂR,145998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:35",1300,1296,1,3,0,667,664,0,3,0,593,74,1420,753,13,121,164,1,244,0,2,9,4,32,3
34,SIBIU,"SALĂ SPORT",367,"ŞURA MARE",145765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:33",1751,1734,3,7,7,1031,1016,1,7,7,976,55,1900,869,66,84,480,2,197,7,8,22,57,45,8
34,SIBIU,"SALĂ SPORT",366,"ŞURA MARE",145765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:08:32",1804,1764,15,17,8,1083,1055,3,17,8,1058,25,1860,777,132,174,383,6,231,6,13,23,6,77,7
34,SIBIU,"SC AUTOMECANICA SA",130,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:49",559,552,0,7,0,269,262,0,7,0,254,15,650,375,9,21,96,15,25,5,49,5,23,6,0
34,SIBIU,"SC HULA VECHE SRL",114,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:28:05",1223,1213,1,5,4,580,571,0,5,4,551,29,1300,720,37,56,122,45,75,6,132,8,43,25,2
34,SIBIU,"ȘCOALA GENERALĂ”MIHAI VITEAZU”ȘELIMBĂR, CORP B",355,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:22",1911,1865,25,21,0,976,955,0,21,0,951,25,2040,1064,119,86,237,8,149,13,7,30,215,77,10
34,SIBIU,"ŞCOALA GENERALĂ SĂCEL",210,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:04",459,455,1,3,0,263,260,0,3,0,239,24,500,237,20,64,102,2,30,1,0,2,12,4,2
34,SIBIU,"SCOALA GIMAZIALA DAIA",338,ROŞIA,145408,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:54",843,819,8,12,4,509,493,0,12,4,485,24,910,401,45,77,83,0,209,7,19,5,15,21,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ",381,VURPĂR,145998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:30",893,893,0,0,0,404,404,0,0,0,373,31,983,579,13,95,126,0,106,0,1,3,8,21,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ",249,BLĂJEL,144303,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:51",356,343,1,4,8,246,233,1,4,8,232,14,380,134,4,9,0,9,34,2,5,5,162,2,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ",149,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:15",1335,1325,1,7,2,525,517,0,7,1,490,35,1450,925,16,55,209,1,30,4,144,9,14,6,2
34,SIBIU,"ȘCOALA GIMNAZIALĂ APOLDU DE JOS",225,"APOLDU DE JOS",143922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:51",830,806,2,15,7,531,509,0,15,7,502,29,890,359,17,62,129,0,245,4,3,9,22,10,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ ”AUREL DECEI” GURA RÂULUI",273,"GURA RÂULUI",144599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:42",1454,1398,1,10,45,1117,1062,0,10,45,1054,63,1580,463,59,253,318,3,231,18,13,85,52,16,6
34,SIBIU,"SCOALA GIMNAZIALA AVRIG",160,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:11",1478,1471,5,2,0,750,748,0,2,0,712,38,1600,850,40,125,233,2,185,10,5,11,84,13,4
34,SIBIU,"ŞCOALA GIMNAZIALA AVRIG",161,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:49",1182,1155,3,18,6,673,665,0,2,6,638,35,1300,627,28,113,240,2,152,3,3,11,67,14,5
34,SIBIU,"ȘCOALA GIMNAZIALĂ AXENTE SEVER",232,"AXENTE SEVER",144116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:23",1034,1013,1,7,13,430,410,0,7,13,403,27,1100,670,14,40,189,3,98,1,9,10,31,5,3
34,SIBIU,"ŞCOALA GIMNAZIALA BOGATU-ROMÂN",318,PĂUCA,145220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:29",360,353,0,4,3,191,184,0,4,3,188,3,390,199,6,13,124,0,34,2,0,4,5,0,0
34,SIBIU,"SCOALA GIMNAZIALA BOIAN",237,BAZNA,144152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:25",1158,1134,1,6,17,596,573,0,6,17,523,73,1230,561,8,71,311,2,95,3,8,6,16,3,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ BRATEIU",253,BRATEIU,144349,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:39",869,858,2,2,7,421,412,0,2,7,351,70,950,529,7,72,159,3,60,1,10,9,24,1,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ BUZD",254,BRATEIU,144349,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:46",1017,1014,0,3,0,512,509,0,3,0,445,67,1090,578,7,87,242,2,56,1,8,6,27,7,2
34,SIBIU,"SCOALA GIMNAZIALA CAŞOLŢ",336,ROŞIA,145408,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:38",757,739,9,7,2,415,406,0,7,2,388,27,820,381,23,44,29,3,177,5,53,8,27,18,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ CHIRPĂR",262,CHIRPĂR,144456,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:25",999,983,0,15,1,415,399,0,15,1,385,30,1080,665,13,65,115,2,109,1,2,18,56,4,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ CIREŞARII",139,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:24",1284,1271,2,11,0,541,529,1,11,0,529,12,1400,859,37,48,159,25,76,3,106,7,50,14,4
34,SIBIU,"ȘCOALA GIMNAZIALĂ CLASELE I-IV ȘURA MICĂ",370,"ŞURA MICĂ",145792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:52",968,949,7,5,7,590,578,1,5,6,568,22,1040,450,57,63,246,1,95,3,4,11,69,15,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",142,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:04",1284,1277,0,2,5,481,474,0,2,5,463,11,1450,976,16,26,157,16,88,3,111,7,32,6,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",144,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:04",1130,1116,3,10,1,463,452,0,10,1,450,13,1250,787,18,43,125,23,69,3,120,6,35,8,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",141,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:46",1161,1155,0,5,1,438,432,0,5,1,426,12,1350,912,30,43,133,15,53,1,90,7,37,14,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",143,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:21",1287,1281,2,3,1,482,478,0,3,1,456,26,1450,968,22,41,146,16,72,6,93,9,35,14,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",146,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:48",1037,1032,0,5,0,444,439,0,5,0,424,20,1200,0,21,30,142,21,65,4,98,8,25,9,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",145,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:16",1260,1254,1,5,0,505,500,0,5,0,487,18,1400,895,13,40,158,19,82,5,102,4,53,10,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ COPŞA MICĂ, STRADA COLONIA LABORATOR, NR.45",185,"ORAŞ COPŞA MICĂ",143771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:48",1443,1434,0,7,2,624,615,0,7,2,576,24,1590,31,14,126,281,5,123,0,1,16,5,4,1
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”CORNELIU PĂCURARIU” MICĂSASA",300,MICĂSASA,144991,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:20",1147,1067,0,39,41,820,740,0,39,41,765,48,1180,367,21,57,282,5,327,3,5,15,40,6,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ COVEŞ",157,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:36",521,517,1,3,0,241,237,1,3,0,222,19,570,329,12,42,127,0,29,1,0,3,5,1,2
34,SIBIU,"SCOALA GIMNAZIALA , CRISTIAN",268,CRISTIAN,143487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:57",1279,1250,9,18,2,828,808,0,18,2,794,33,1350,523,99,113,138,5,193,7,3,8,91,128,9
34,SIBIU,"ȘCOALA GIMNAZIALĂ CRISTIAN-CORP IV, ȘCOALA ROMÂNEASCĂ",267,CRISTIAN,143487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:38",1241,1218,8,13,2,747,732,0,13,2,692,53,1340,593,67,89,182,3,90,9,9,13,135,87,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ CURCIU",271,DÂRLOS,144553,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:22",790,766,0,22,2,402,378,0,22,2,378,24,950,548,11,55,249,1,27,4,8,6,6,6,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",150,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:42",1183,1172,2,9,0,397,388,0,9,0,381,16,1250,853,29,40,191,5,64,2,2,11,23,12,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",151,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:15",1052,1043,3,6,0,467,459,2,6,0,446,21,1140,673,45,39,225,10,70,2,4,15,29,7,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ GEORGE POPA",133,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:14",1377,1368,2,7,0,633,626,0,7,0,596,37,1450,817,26,57,210,27,52,10,143,10,48,9,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ GEORGE POPA",132,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:25:54",937,932,1,4,0,428,424,0,4,0,402,26,1000,572,36,50,90,18,59,1,70,13,46,19,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ GEORGE POPA",131,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:38:22",1257,1247,6,2,2,606,604,0,2,0,571,33,1350,746,39,47,136,29,76,7,151,5,64,14,3
34,SIBIU,"SCOALA GIMNAZIALA HOSMAN",313,NOCRICH,145140,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:42",752,732,6,11,3,390,372,4,11,3,329,43,820,448,13,51,38,5,179,0,2,11,7,23,0
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”IOAN BAN - DASCĂLU”, POIANA SIBIULUI, NR. 1332",322,"POIANA SIBIULUI",145275,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:59",967,947,0,8,12,482,462,0,8,12,424,58,1040,558,10,41,125,0,207,1,0,19,19,2,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ ”IOAN MORARU” DÎRLOS",270,DÂRLOS,144553,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:29",1069,1053,1,15,0,492,477,0,15,0,463,29,1431,939,14,143,175,3,86,2,15,8,11,5,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",25,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:14",1655,1643,4,8,0,799,791,0,8,0,776,23,1809,1010,205,75,130,19,115,21,7,29,139,24,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",26,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:20",1492,1480,6,6,0,728,722,0,6,0,705,22,1628,895,166,72,116,12,107,13,22,20,104,49,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",23,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:21",1577,1564,9,4,0,540,535,1,4,0,515,25,1728,1188,156,65,84,2,66,8,16,16,70,24,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",24,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:38",1738,1718,15,5,0,668,659,4,5,0,646,22,1897,1229,182,78,116,2,89,8,19,20,90,27,15
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",62,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:49",1422,1377,33,12,0,724,710,2,12,0,701,23,1549,825,194,65,138,3,68,10,14,9,171,23,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",63,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:07",1195,1170,15,9,1,566,553,3,9,1,550,16,1300,734,152,30,130,2,64,8,8,11,123,18,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",64,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:48",1190,1141,43,6,0,602,594,2,6,0,585,13,1299,701,171,39,122,2,63,3,7,6,160,2,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ JINA BĂIEŞI",284,JINA,144713,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:38",1200,1198,0,0,2,641,639,0,0,2,453,188,1300,659,16,70,44,4,179,1,3,128,3,3,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",110,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:01",1243,1227,2,10,4,513,498,1,10,4,455,58,1300,787,39,37,93,45,71,3,89,16,50,9,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ `MIHAI VITEAZU~ ŞELIMBĂR",356,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:55",1905,1858,24,22,1,1047,1024,0,22,1,1031,16,2020,973,134,129,266,8,186,17,11,21,203,44,12
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZU” ȘELIMBĂR",359,ŞELIMBĂR,143557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:20",1114,1073,9,32,0,596,564,0,32,0,591,5,1160,564,87,38,146,5,55,6,8,12,210,16,8
34,SIBIU,"ȘCOALA GIMNAZIALĂ NEMȘA",309,MOŞNA,145104,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:34",496,489,2,5,0,261,256,0,5,0,251,10,540,279,5,89,88,2,37,5,4,14,7,0,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",95,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:31",963,951,5,7,0,367,360,0,7,0,360,7,1050,683,89,26,69,2,74,1,7,11,62,17,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",94,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:20",1231,1221,5,5,0,521,516,0,5,0,505,16,1340,819,162,38,86,4,73,1,3,10,84,35,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",93,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:32",1286,1282,0,4,0,541,537,0,4,0,526,15,1410,869,154,56,79,4,104,2,9,10,79,20,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",92,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:44",1274,1263,2,9,0,522,513,0,9,0,512,10,1400,878,142,49,80,5,94,5,5,14,91,19,8
34,SIBIU,"ȘCOALA GIMNAZIALĂ NOIȘTAT",281,IACOBENI,144651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:26",458,457,0,1,0,202,201,0,1,0,187,15,540,338,0,14,40,0,121,2,2,1,0,6,1
34,SIBIU,"SCOALA GIMNAZIALA NOU",339,ROŞIA,145408,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:36:01",1411,1403,1,0,7,859,851,1,0,7,766,90,1540,681,31,140,190,0,354,5,16,12,8,9,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",52,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:06",1475,1464,4,7,0,624,616,1,7,0,600,20,1610,990,157,51,106,4,99,5,12,8,118,36,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",53,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:02",1668,1641,14,13,0,834,820,1,13,0,813,21,1825,991,217,72,153,1,108,10,13,12,180,38,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",51,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:07",1400,1395,1,4,0,633,629,0,4,0,618,15,1535,902,179,44,100,7,109,8,11,7,120,20,13
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",50,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:02",1379,1366,10,3,0,629,626,0,3,0,614,15,1526,897,175,48,120,2,81,1,11,13,132,24,7
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",4,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:45",1525,1514,5,6,0,637,631,0,6,0,619,18,1658,1021,150,58,100,8,81,12,16,15,142,31,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",5,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:52",1718,1697,10,11,0,726,715,0,11,0,696,30,1892,1166,197,62,131,7,98,7,19,18,121,24,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",3,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:29",1762,1722,30,10,0,744,733,1,10,0,728,16,1937,1193,205,51,134,2,99,7,18,14,145,43,10
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.10",6,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:52",1268,1255,9,4,0,533,528,1,4,0,529,4,1387,854,158,31,94,2,42,5,9,11,143,24,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 10 CU STRUCTURA GRADINIŢA CU PROGRAM PRELUNGIT NR. 20",2,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:27",1854,1824,17,13,0,713,698,2,13,0,687,26,2017,1304,209,59,136,5,101,5,22,8,95,41,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 10 CU STRUCTURA GRADINIŢA CU PROGRAM PRELUNGIT NR. 20",1,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:55",1937,1916,17,4,0,656,652,0,4,0,630,26,2103,1447,176,72,114,2,69,10,18,20,116,27,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",13,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:38",1173,1166,0,7,0,459,452,0,7,0,441,18,1279,820,122,43,83,0,75,3,10,3,71,25,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",14,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:16",1196,1185,1,9,1,542,532,0,9,1,521,21,1297,755,179,43,92,2,84,6,9,16,66,23,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",12,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:47",1023,1016,4,3,0,454,451,0,3,0,435,15,1128,674,137,35,97,4,53,4,8,8,72,13,4
