precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL CONSERVATOR DEMOCRAT-voturi","PACT PENTRU GALAȚI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","BĂDIŢĂ RAABIS-ŞTEFAN-voturi","DERMENGI MIHAI-voturi"
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",61,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:36",1866,1857,0,9,0,207,198,0,9,0,198,9,2000,1793,108,16,13,5,1,9,15,2,6,5,7,1,7,0,1,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",44,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:59:52",1952,1926,0,6,20,782,756,0,6,20,749,33,2000,1218,394,48,84,12,2,24,64,3,4,1,73,4,21,6,3,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",45,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:25:28",1784,1767,1,6,10,107,91,0,6,10,100,7,2000,1893,48,13,13,0,0,6,8,1,1,0,7,0,2,1,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",46,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:24:11",2014,1964,0,28,22,614,586,0,6,22,591,23,2000,1386,268,51,65,0,4,19,68,4,6,8,61,4,19,1,7,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",69,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:20:24",1886,1879,0,7,0,661,654,0,7,0,628,33,2000,1339,352,50,51,7,3,32,35,2,4,1,47,2,32,2,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",67,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:23",1774,1768,1,5,0,669,664,0,5,0,640,29,2000,1331,365,73,46,7,2,20,30,0,2,5,45,1,28,0,10,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",68,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:54:10",1787,1779,2,6,0,701,695,0,6,0,685,16,2000,1299,338,67,73,9,2,18,48,5,8,4,69,6,26,4,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 24 (ȘCOALA GENERALĂ NR. 24)",47,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:43:04",1509,1491,9,9,0,605,596,0,9,0,588,17,1600,995,240,37,72,4,1,11,62,8,2,4,130,3,7,0,5,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",35,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:14:52",1455,1449,0,6,0,576,570,0,6,0,559,17,1600,1024,245,72,47,11,4,17,38,2,3,5,72,7,24,2,5,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",36,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:11:07",1240,1212,1,11,16,482,455,0,11,16,468,14,1601,1119,190,42,58,6,2,15,45,3,3,9,63,2,16,2,7,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",34,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:18:39",1660,1659,0,0,1,550,549,0,0,1,547,3,2000,1450,285,35,39,4,3,21,41,1,5,1,77,0,21,4,6,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",2,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:16",1085,1080,0,5,0,436,431,0,5,0,425,11,1200,764,184,34,47,4,4,9,41,5,4,4,64,2,14,3,4,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",1,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:53:40",1653,1633,15,4,1,459,454,0,4,1,441,18,1600,1141,189,36,50,3,5,14,45,2,1,5,66,0,10,2,10,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",5,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:56:47",1277,1265,5,6,1,490,483,0,6,1,471,19,1200,710,210,28,38,3,5,13,62,2,3,5,74,3,15,2,2,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",3,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:40",1182,1166,11,5,0,517,512,0,5,0,492,25,1200,683,195,33,60,7,1,10,58,8,6,3,90,3,10,0,7,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",4,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:42:21",1017,993,14,10,0,439,427,2,10,0,428,11,1200,761,168,32,59,5,0,3,49,5,1,5,78,3,12,3,2,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",6,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:46:07",1235,1195,35,4,1,475,470,0,4,1,457,18,1200,725,239,37,39,5,2,11,48,0,0,3,56,2,10,0,2,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",7,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:59",900,890,5,5,0,382,377,0,5,0,364,13,800,423,191,24,34,3,2,6,26,1,2,2,54,0,9,2,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",64,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:06:38",1840,1832,2,6,0,607,601,0,6,0,585,21,1999,1393,332,62,37,11,3,25,31,0,5,0,37,3,23,4,7,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",63,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:47",1827,1818,1,8,0,512,504,0,8,0,500,12,2000,1488,291,49,33,9,2,10,31,0,4,5,34,3,19,1,4,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",65,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:00:17",1872,1864,0,8,0,726,718,0,8,0,685,6,2000,1283,416,46,58,8,4,20,34,0,7,7,44,2,29,1,4,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",66,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:21:58",1819,1810,1,8,0,717,709,0,8,0,695,22,2000,1283,400,66,56,7,3,12,54,3,5,5,42,1,24,2,6,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",147,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:50",1279,1272,0,7,0,459,452,0,7,0,444,15,1600,1141,276,44,29,5,0,12,29,2,2,6,15,0,11,0,5,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",148,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:22",1267,1259,0,8,0,453,445,0,8,0,432,21,1200,747,239,39,35,6,0,23,34,0,2,7,19,1,16,1,9,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",145,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:33:33",1349,1345,0,4,0,538,534,0,4,0,529,9,1600,1062,330,42,39,3,2,14,36,2,4,4,20,1,24,1,4,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",146,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:40",1567,1560,0,7,0,496,489,0,7,0,486,10,1600,1104,296,39,31,8,2,16,33,0,3,3,35,2,12,1,1,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",85,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:33",1562,1556,1,5,0,642,637,0,5,0,618,24,1600,958,329,61,52,3,3,21,53,0,3,3,53,2,20,2,9,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",82,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:14:53",1481,1474,0,6,1,549,542,0,6,1,535,14,1600,244,301,46,41,6,0,21,43,0,5,7,36,1,11,1,9,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:21",1653,1648,1,4,0,677,673,0,4,0,658,18,1601,925,374,57,56,5,2,32,37,0,2,4,55,6,15,2,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",81,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:55:29",1520,1513,0,7,0,637,630,0,7,0,608,19,1600,970,353,45,52,6,0,6,36,1,8,5,60,0,16,2,8,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",83,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:20:16",1439,1432,2,5,0,543,538,0,5,0,520,23,1600,1057,298,45,50,7,1,10,38,0,4,1,47,0,8,3,6,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",97,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:01:28",1533,1523,7,3,0,591,588,0,3,0,577,14,1600,1009,308,49,48,10,1,14,41,6,1,5,60,0,19,1,7,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",99,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:14:44",1479,1472,1,6,0,582,576,0,6,0,560,20,1600,1018,288,51,58,3,0,15,47,0,1,6,51,4,23,3,3,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",100,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:47",1297,1290,2,5,0,492,487,0,5,0,483,9,1200,701,258,24,49,7,2,9,54,1,3,4,44,2,8,0,8,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",98,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:17:23",1453,1435,2,16,0,572,556,0,16,0,560,12,1609,1037,303,49,45,3,2,27,45,1,4,10,36,1,22,0,8,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",94,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:05:38",1668,1652,1,15,0,725,720,0,5,0,697,24,2000,1278,386,46,58,8,2,32,45,3,3,2,54,3,41,3,7,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",93,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:34",1208,1203,0,5,0,428,423,0,5,0,415,13,1200,772,222,27,51,6,0,9,29,1,1,0,37,2,11,2,9,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",92,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:27:21",1456,1448,3,5,0,613,608,0,5,0,593,20,1600,987,331,44,50,7,3,23,46,2,2,2,38,6,26,0,9,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",121,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:18:02",1609,1595,1,13,0,621,608,0,13,0,603,18,1617,996,358,46,51,7,6,9,37,2,0,3,41,0,27,2,8,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",123,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:38:27",1807,1798,0,8,1,689,680,0,8,1,662,27,2000,1309,409,58,54,9,1,11,41,2,0,2,58,5,11,1,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",122,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:01:09",1813,1813,0,0,0,724,724,0,0,0,699,25,2000,1276,387,52,73,5,3,25,51,2,7,0,52,1,30,0,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL”- ȘCOALA GENERALĂ NR. 41)",124,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:52:34",1857,1851,0,6,0,724,718,0,6,0,699,25,2000,1276,367,44,68,10,4,21,52,4,3,4,72,2,29,1,11,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",118,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:27:42",1618,1612,0,5,1,652,646,0,5,1,623,25,1600,948,312,42,57,10,0,17,60,4,4,21,65,2,14,7,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",120,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:03:58",1279,1271,1,7,0,490,483,0,7,0,472,18,1200,710,265,33,39,7,2,11,34,3,4,2,46,3,12,1,5,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",119,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:42:53",1525,1518,2,5,0,671,666,0,5,0,655,16,1600,929,343,39,60,6,4,11,72,1,2,3,85,2,14,2,5,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",132,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:02:40",1414,1401,2,11,0,565,554,0,11,0,550,15,1600,1035,273,47,45,6,6,13,61,3,6,5,62,4,9,0,2,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",131,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:41:49",1285,1273,1,11,0,459,448,0,11,0,444,15,1600,1141,260,29,37,3,2,9,40,3,1,1,33,0,12,2,6,6
18,GALAŢI,"STAȚIE DE POMPARE APE UZATE S.C. APĂ-CANAL S.A.",73,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:58:58",488,480,0,8,0,182,174,0,8,0,175,7,500,318,82,17,13,7,0,8,13,0,4,3,10,0,15,0,2,1
18,GALAŢI,"UNIVERSITATEA ”DUNĂREA DE JOS” GALAȚI (UNIVERSITATEA GALAŢI)",37,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:14:27",1362,1335,8,5,14,509,490,0,5,14,506,3,1600,1091,227,35,54,7,1,20,51,3,4,3,82,1,10,0,0,8
