precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"ŞCOALA PRIMARĂ ”ION BĂLTEANU”, GLIGANU DE SUS",451,ROCIU,18475,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:36:24",532,509,0,13,10,365,342,0,13,10,348,17,550,185,161,74,103,0,0,5,5
3,ARGEŞ,"ŞCOALA PRIMARĂ LĂUNELE",325,CUCA,16132,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:39:26",486,470,0,16,0,303,287,0,16,0,284,19,514,211,111,40,114,0,3,12,4
3,ARGEŞ,"ŞCOALA PRIMARĂ LUNCA",241,BOTENI,14673,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:26",484,471,0,5,8,343,330,0,5,8,331,12,600,257,213,68,21,1,2,19,7
3,ARGEŞ,"ŞCOALA PRIMARĂ MĂCĂI",324,CUCA,16132,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:44",504,473,2,28,1,347,316,2,28,1,331,16,514,167,169,35,102,1,4,11,9
3,ARGEŞ,"ŞCOALA PRIMARĂ MALU VÂNĂT",382,MERIŞANI,17101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:56",718,714,0,3,1,436,432,0,3,1,395,41,810,374,260,29,88,0,3,4,11
3,ARGEŞ,"ȘCOALA PRIMARĂ ” MIHAI EMINESCU”",245,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:31",864,852,0,12,0,541,529,0,12,0,526,15,872,331,322,74,58,3,3,32,34
3,ARGEŞ,"SCOALA PRIMARA MLACI",258,"BUGHEA DE JOS",14922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:47",602,597,0,4,1,418,413,0,4,1,393,25,668,250,289,26,26,1,27,21,3
3,ARGEŞ,"ŞCOALA PRIMARĂ MOŞTENI-GRECI",243,BOŢEŞTI,14726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:46",247,241,0,6,0,172,166,0,6,0,160,12,254,82,73,15,36,6,0,26,4
3,ARGEŞ,"ŞCOALA PRIMARĂ MUSTĂTEŞTI",510,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:40",1080,1067,0,13,0,657,644,0,13,0,625,32,1181,524,328,117,82,4,10,54,30
3,ARGEŞ,"ŞCOALA PRIMARĂ NR.1 JUGUR",435,"POIENARII DE MUSCEL",17968,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:47",870,841,0,4,25,535,506,0,4,25,512,23,953,418,223,98,150,0,6,25,10
3,ARGEŞ,"ŞCOALA PRIMARA NR.2 PĂULEASCA",385,MICEŞTI,17209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:20",891,881,0,3,7,689,679,0,3,7,628,61,979,290,302,118,17,136,9,28,18
3,ARGEŞ,"ŞCOALA PRIMARĂ OARJA SAT",417,OARJA,17824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:43",823,803,0,1,19,526,506,0,1,19,503,23,853,327,299,131,14,1,3,28,27
3,ARGEŞ,"ŞCOALĂ PRIMARĂ RICHIŢELE DE SUS",305,COCU,15652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:20",299,290,0,9,0,203,194,0,9,0,189,14,280,77,32,57,20,0,2,75,3
3,ARGEŞ,"ŞCOALA PRIMARĂ RUDENI",487,ŞUICI,19141,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:43:52",639,630,0,5,4,454,445,0,5,4,431,20,712,258,314,22,76,0,1,11,7
3,ARGEŞ,"ŞCOALA PRIMARĂ ŞTEFĂNEŞTI",170,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:53",1433,1418,3,6,6,766,755,0,6,5,744,22,1562,796,404,101,69,6,42,78,44
3,ARGEŞ,"ŞCOALA PRIMARĂ ŢIGĂNEŞTI- LINIE",187,"ORAŞ TOPOLOVENI",13757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:49:19",613,607,0,6,0,405,399,0,6,0,389,16,700,295,246,33,49,9,6,33,13
3,ARGEŞ,"ŞCOALA PRIMARĂ VALEA CALULUI",488,ŞUICI,19141,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:39",88,82,0,6,0,54,48,0,6,0,51,3,97,43,38,2,7,0,0,2,2
3,ARGEŞ,"ŞCOALA PRISLOP",346,DRĂGANU,16506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:22",524,523,0,1,0,314,313,0,1,0,304,10,565,251,159,64,24,2,7,29,19
3,ARGEŞ,"ŞCOALA PRODANI-CONTAINER MODULAR",519,VEDEA,19793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:37",572,547,5,11,9,403,383,0,11,9,379,24,630,227,132,62,111,1,6,45,22
3,ARGEŞ,"ŞCOALA PURCĂRENI",437,POPEŞTI,18162,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:06",537,533,0,4,0,340,336,0,4,0,322,18,579,239,208,21,71,2,4,12,4
3,ARGEŞ,"ŞCOALA ”RADU GOLESCU” GOLEȘTI",172,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:42:14",1018,1010,0,6,2,462,454,0,6,2,435,27,1111,649,235,67,56,1,14,45,17
3,ARGEŞ,"SCOALA RADU NEGRU",277,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:24",524,518,0,4,2,308,302,0,4,2,296,12,800,492,127,56,74,3,5,23,8
3,ARGEŞ,"SCOALA RINCACIOV",279,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:12",524,517,0,7,0,302,295,0,7,0,282,20,800,498,164,46,37,2,3,16,14
3,ARGEŞ,"ŞCOALA SĂTIC",457,RUCĂR,18527,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:46",117,106,0,10,1,80,69,0,10,1,78,2,106,26,20,10,12,0,0,32,4
3,ARGEŞ,"ŞCOALA SILIŞTENI",366,"LUNCA CORBULUI",16944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:33",240,235,0,5,0,157,152,0,5,0,152,5,292,135,114,20,13,0,3,0,2
3,ARGEŞ,"ŞCOALA SLĂTIOARELE",214,BĂBANA,14085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:02",666,652,1,3,10,399,385,1,3,10,385,14,756,357,137,51,70,3,10,99,15
3,ARGEŞ,"ŞCOALA SLOBOZIA",438,POPEŞTI,18162,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:20:47",501,493,0,8,0,283,275,0,8,0,263,20,536,253,169,12,49,0,0,31,2
3,ARGEŞ,"ŞCOALA SURDULEŞTI",395,MIROŞI,17398,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:22",669,653,0,3,13,378,362,0,3,13,359,19,794,416,251,35,48,1,4,15,5
3,ARGEŞ,"ŞCOALA SUSENI",239,BOGAŢI,14584,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:23",738,719,1,7,11,459,441,0,7,11,446,13,804,345,231,59,93,37,2,14,10
3,ARGEŞ,"ŞCOALA TELEŞTI",139,"ORAŞ COSTEŞTI",13668,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:16:42",748,739,0,6,3,429,420,0,6,3,412,17,812,383,172,53,72,1,32,59,23
3,ARGEŞ,"ŞCOALA TOPLIŢA",374,MĂLURENI,17049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:11",279,268,0,5,6,172,161,0,5,6,162,10,295,123,122,5,16,0,6,11,2
3,ARGEŞ,"ŞCOALA URLUIENI",228,BÂRLA,14450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:17",962,926,0,28,8,607,571,0,28,8,576,31,1000,393,219,37,272,1,2,32,13
3,ARGEŞ,"ŞCOALA VALEA HOTARULUI",343,DRAGOSLAVELE,16472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:43",553,545,1,7,0,400,393,0,7,0,274,126,594,194,86,39,113,1,4,13,18
3,ARGEŞ,"ŞCOALA VALEA NANDRII",336,DÂRMĂNEŞTI,16365,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:11",543,541,0,2,0,318,316,0,2,0,301,17,570,252,160,39,61,3,3,22,13
3,ARGEŞ,"SCOALA VALENI",281,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:56",884,876,2,4,2,459,452,1,4,2,430,28,800,341,181,81,74,6,11,63,14
3,ARGEŞ,"ŞCOALA VAŢA",520,VEDEA,19793,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:58:41",486,472,0,9,5,307,293,0,9,5,288,19,559,252,77,56,87,0,7,52,9
3,ARGEŞ,"ŞCOALA VOROVENI",329,DAVIDEŞTI,16285,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:23:35",507,495,0,9,3,386,374,0,9,3,372,14,541,155,214,40,74,5,6,25,8
3,ARGEŞ,"ŞCOALA ZĂRNEŞTI",375,MĂLURENI,17049,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:17:05",758,751,0,6,1,476,469,0,6,1,445,26,826,350,275,39,68,15,39,9,0
3,ARGEŞ,"SC SERVICII GENERALE MIOVENI S.R.L",156,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:16",1224,1218,1,5,0,616,611,0,5,0,598,18,1400,784,241,96,141,5,21,75,19
3,ARGEŞ,"SEDIUL ADMINISTRATIV TUTANA",217,BĂICULEŞTI,14165,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:51",1435,1430,0,3,2,893,888,0,3,2,864,29,1600,707,358,144,308,4,7,22,21
3,ARGEŞ,"SEDIUL PRIMĂRIEI VECHI - VILSĂNEȘTI",405,MUŞĂTEŞTI,17619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:53",449,437,0,5,7,262,250,0,5,7,236,26,479,217,87,26,71,3,3,16,30
3,ARGEŞ,"ȘOALA GENERALĂ DIN CENTRUL COMUNEI",468,SLOBOZIA,18741,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:06:24",1590,1580,0,4,6,1066,1056,0,4,6,1012,54,1700,634,394,70,449,0,11,59,29
3,ARGEŞ,"SOCIETATEA AGRICOLA ALBINA",504,UNGHENI,19560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:18",1021,990,0,31,0,633,602,0,31,0,608,25,1089,456,440,92,51,1,3,13,8
3,ARGEŞ,"TABĂRA PĂULEASCA",372,MĂLURENI,17049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:44",710,703,0,7,0,417,410,0,7,0,371,46,773,356,317,13,9,0,18,5,9
3,ARGEŞ,"UNIVERSITATEA ”CONSTANTIN BRÂNCOVEANU”",40,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:13:19",1525,1515,5,5,0,552,547,0,5,0,528,24,1700,1148,154,57,146,5,19,118,29
3,ARGEŞ,"UNIVERSITATEA ”CONSTANTIN BRÂNCOVEANU”",39,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:12",1421,1402,6,13,0,570,557,0,13,0,554,16,1600,1030,181,66,128,6,16,124,33
3,ARGEŞ,"UNIVERSITATEA „CONSTANTIN BRÂNCOVEANU” (INTRAREA C)",20,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:10",1498,1488,2,8,0,556,548,0,8,0,542,14,1700,1144,168,71,126,6,13,131,27
3,ARGEŞ,"UNIVERSITATEA PITEŞTI",71,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:47:48",1601,1594,0,7,0,695,688,0,7,0,682,8,1710,1015,235,90,160,13,20,132,32
