precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HOPINCĂ RAREŞ-ALIANȚA ELECTORALĂ PSD PNL-voturi","MIHAIU RADU-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BUGHIU IOLANDA-LUMINIŢA-PARTIDUL S.O.S. ROMÂNIA-voturi","GOLGOŢIU ANDREI-GABRIEL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
45,"Sector 2","ŞCOALA PROFESIONALĂ SPECIALĂ NR. 3",343,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:16:35",1556,1517,21,17,1,647,624,5,17,1,636,11,1600,953,225,326,45,40
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",192,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:03:54",1240,1233,2,5,0,361,356,0,5,0,348,13,1400,1039,161,125,47,15
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",193,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:17:53",1563,1549,10,4,0,759,755,0,4,0,741,18,1700,941,283,365,53,40
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",189,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:43:39",1664,1643,11,10,0,734,724,0,10,0,714,20,1800,1066,320,300,58,36
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",186,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:50:44",1611,1578,26,7,0,594,587,0,7,0,579,15,1700,1106,291,199,52,37
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",194,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:00:21",1625,1586,33,6,0,543,537,0,6,0,519,24,1700,1157,228,202,57,32
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",191,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 22:24:10",1465,1436,20,9,0,590,581,0,9,0,575,15,1600,1008,246,252,39,38
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",185,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:20:12",1636,1623,0,11,2,800,787,0,11,2,773,25,1800,197,349,331,52,41
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",188,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:03:06",1586,1542,35,9,0,639,630,0,9,0,592,47,1700,1061,250,259,35,48
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",190,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 18:38:28",1741,1738,0,3,0,749,746,0,3,0,730,19,2000,1251,331,306,62,31
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",187,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:50:57",1633,1609,13,10,1,623,612,0,10,1,596,27,1800,1177,277,258,28,33
