precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FIREA GABRIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","BURDUJA SEBASTIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE MIHAI-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOB DORIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOVANOVICI-ŞOŞOACĂ DIANA-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CRISTIAN-VICTOR PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÂNIŞOARĂ ALEXANDRU-PARTIDUL ECOLOGIST ROMÂN-voturi","DAN NICUŞOR-DANIEL-voturi","FILIP CONSTANTIN-TITIAN-voturi"
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1267,"BUCUREŞTI SECTORUL 6",179196,5,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:01:15",1153,1141,3,9,0,494,482,3,9,0,486,7,1200,706,91,33,2,4,4,69,5,275,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1269,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 15:22:22",1205,1199,6,0,0,501,501,0,0,0,494,7,1200,699,93,44,15,0,17,86,0,235,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1272,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:57:02",1190,1179,4,7,0,517,510,0,7,0,510,7,1200,683,129,45,14,5,16,88,3,209,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1270,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:11:48",1364,1354,0,10,0,575,565,0,10,0,566,9,1400,825,124,48,18,2,12,62,4,292,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1271,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:39:12",1140,1114,22,4,0,440,436,0,4,0,436,4,1100,660,115,27,20,3,11,57,4,196,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1086,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:45:57",937,921,6,10,0,427,417,0,10,0,417,10,900,473,118,35,11,2,6,27,1,214,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1087,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:06:20",1072,1062,4,6,0,482,476,0,6,0,470,12,1100,618,111,39,12,6,13,53,1,232,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1088,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:14:13",916,898,6,12,0,418,406,0,12,0,415,3,900,482,83,45,11,1,8,31,4,230,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",815,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:39:10",1732,1718,8,6,0,616,610,0,6,0,596,20,1900,1284,138,37,23,4,14,169,2,209,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",817,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:59:45",1737,1727,2,7,1,714,706,0,7,1,711,3,1900,1186,175,30,33,6,18,256,3,188,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",813,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:42:23",1732,1724,5,3,0,677,674,0,3,0,672,5,1900,1223,121,41,19,3,23,202,2,256,5
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",812,"BUCUREŞTI SECTORUL 4",179178,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 18:48:56",1653,1645,1,7,0,604,597,0,7,0,598,6,1800,1196,146,45,21,3,19,150,2,209,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",816,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:27:07",1557,1549,3,5,0,617,612,0,5,0,609,8,8500,7883,140,29,19,1,25,195,3,186,11
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",820,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:30:28",1701,1700,0,1,0,592,591,0,1,0,584,8,1900,1308,132,34,18,0,27,187,5,178,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",814,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:01:39",1653,1648,1,4,0,576,572,0,4,0,565,11,1800,1224,122,44,21,5,22,162,2,187,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",818,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:13:05",1845,1831,2,12,0,758,746,0,12,0,747,11,2000,1242,125,59,19,2,15,172,8,342,5
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",819,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 15:58:13",1860,1850,5,5,0,738,733,0,5,0,722,16,2001,1263,155,39,31,1,33,179,6,277,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1274,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:48:53",1384,1371,4,9,0,530,521,0,9,0,511,10,1400,879,104,43,14,1,18,68,0,261,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1279,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:08:15",1002,994,0,8,0,429,421,0,8,0,422,7,1000,571,82,26,15,1,9,35,3,244,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1276,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:20:43",1021,1016,0,5,0,350,345,0,5,0,345,5,1000,650,89,33,16,1,11,45,0,148,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1281,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:38:23",1278,1269,1,6,2,536,528,0,6,2,534,2,1300,764,110,33,13,0,18,67,3,289,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1277,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:05:00",1576,1565,3,8,0,677,669,0,8,0,667,9,1600,922,123,64,17,3,14,54,2,387,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1273,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 21:16:58",1263,1255,3,5,0,437,432,0,5,0,425,12,1305,868,100,32,20,3,6,37,2,225,0
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1275,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:07:53",1108,1094,6,8,0,516,508,0,8,0,509,7,1100,584,138,40,20,2,8,42,5,253,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1278,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:36:57",1455,1440,5,10,0,617,607,0,10,0,585,32,1400,783,108,58,17,1,18,76,3,301,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1280,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:43:29",1073,1066,1,6,0,479,473,0,6,0,471,8,1100,621,125,38,20,2,10,64,2,209,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1247,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 23:31:32",1727,1691,22,14,0,603,588,1,14,0,596,7,1700,1097,130,52,32,3,19,71,2,283,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1249,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:02:25",1709,1694,9,6,0,611,605,0,6,0,603,8,1700,1089,149,52,16,2,11,53,2,315,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1250,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:52:55",1231,1219,5,7,0,525,518,0,7,0,519,6,1300,775,139,46,15,3,7,45,1,261,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1248,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 11:18:23",1596,1581,7,8,0,568,560,0,8,0,562,6,1600,1032,136,41,20,1,16,63,4,280,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1251,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:12:56",1608,1590,7,11,0,579,568,0,11,0,570,9,1600,1021,106,37,22,6,13,83,1,294,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1104,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 00:42:23",1222,1207,7,8,0,598,590,0,8,0,592,6,1202,604,144,62,15,1,18,41,5,305,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1101,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:30:12",1124,1105,7,12,0,525,513,0,12,0,521,4,1100,575,122,69,11,2,12,37,0,266,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1102,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:45:50",1046,1037,1,8,0,490,482,0,8,0,488,2,1100,610,121,50,12,0,16,66,1,221,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1106,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 15:11:47",1170,1110,57,3,0,510,507,0,3,0,497,12,1100,590,92,43,10,0,11,51,1,287,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1105,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:13:23",1092,1083,4,4,1,509,503,1,4,1,504,5,1100,591,99,55,19,4,9,49,3,261,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1103,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:18:32",1319,1310,3,6,0,670,664,0,6,0,652,18,1300,630,136,55,16,6,14,77,4,340,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1107,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:47:48",1278,1272,4,2,0,629,626,1,2,0,622,6,1300,672,107,79,18,6,13,48,8,341,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1108,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 14:40:50",1235,1226,4,5,0,630,625,0,5,0,618,12,1300,670,137,65,23,1,11,70,2,307,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1109,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:23:13",1195,1185,1,9,0,612,603,0,9,0,597,15,1199,587,146,79,9,1,14,62,3,277,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.178",21,"BUCUREŞTI SECTORUL 1",179141,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 20:00:48",1254,1230,13,11,0,663,652,0,11,0,651,11,1408,746,163,60,23,5,13,55,4,323,5
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.178",22,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 15:45:12",1005,977,14,12,2,521,507,0,12,2,503,18,1110,589,106,58,20,1,9,54,1,254,0
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.178",20,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 18:10:02",1278,1268,1,7,2,651,641,1,7,2,640,11,1400,749,167,49,23,6,26,80,8,279,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",13,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 04:34:46",2027,1981,12,7,27,1070,1034,2,7,27,1052,14,2220,1150,211,101,42,9,25,98,4,557,5
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",14,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:21:41",1009,993,4,12,0,496,483,1,12,0,484,12,1130,634,101,51,7,1,9,32,1,282,0
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",15,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 00:33:13",1843,1831,3,9,0,938,929,0,9,0,927,10,2020,1083,206,85,13,13,18,84,6,500,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",12,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 17:59:45",1398,1387,6,5,0,632,627,0,5,0,622,9,1530,899,161,52,17,4,18,90,3,275,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",158,"BUCUREŞTI SECTORUL 1",179141,6,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 15:58:16",1181,1149,26,6,0,608,602,0,6,0,595,13,1310,702,179,44,38,3,31,105,3,188,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",161,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 23:19:51",1018,1010,1,7,0,465,458,0,7,0,417,6,1120,664,134,37,16,2,17,16,4,188,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",160,"BUCUREŞTI SECTORUL 1",179141,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 18:09:21",1484,1463,10,11,0,741,730,0,11,0,730,11,1629,888,192,60,18,3,24,106,7,316,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",159,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 13:24:44",1357,1351,0,5,1,587,581,0,5,1,576,11,1510,923,199,49,21,4,27,83,2,187,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",150,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:05:23",1904,1863,30,11,0,930,919,0,11,0,922,8,2070,1140,198,77,35,4,21,102,3,479,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",145,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 06:52:01",1389,1349,27,13,0,571,558,0,13,0,560,11,1540,969,181,37,26,3,18,111,7,177,0
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",147,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 20:36:36",1208,1192,6,10,0,504,493,1,10,0,495,9,1340,836,150,26,33,6,15,97,1,166,1
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",149,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 15:50:09",1261,1216,33,12,0,617,605,0,12,0,609,8,1371,754,141,49,25,8,15,47,1,319,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",148,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 12:05:08",1400,1377,21,2,0,566,564,0,2,0,558,8,1558,992,177,45,30,6,30,89,5,173,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",146,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:01:18",1314,1306,0,8,0,505,497,0,8,0,491,14,1460,955,137,36,24,2,27,109,3,149,4
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.183",151,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 17:29:42",1537,1499,29,8,1,690,681,0,8,1,671,14,1680,990,185,40,17,7,11,97,4,309,1
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",153,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 13:27:14",1919,1898,12,9,0,851,842,0,9,0,842,9,2100,1249,238,71,38,7,17,159,5,305,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",155,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 11:40:07",1276,1264,4,4,4,572,564,0,4,4,558,14,1410,838,163,56,24,4,12,84,4,208,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",156,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 14:04:43",1306,1296,1,9,0,547,538,0,9,0,534,13,1430,883,162,31,23,4,17,94,5,194,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",154,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 13:54:34",1775,1772,1,2,0,720,718,0,2,0,696,24,1950,1230,208,57,35,5,28,136,3,218,6
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.184",157,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 07:37:47",1627,1622,0,4,1,799,794,0,4,1,777,17,1790,991,198,69,30,5,28,94,5,345,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",883,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:05:47",781,774,2,5,0,295,290,0,5,0,285,10,900,605,61,27,9,0,8,66,2,112,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",879,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 10:23:50",953,941,6,5,1,389,383,0,5,1,379,10,1000,611,83,18,11,4,13,106,6,135,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",882,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:56:53",1141,985,150,6,0,386,380,0,6,0,381,5,1100,714,61,24,8,1,9,126,2,149,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",881,"BUCUREŞTI SECTORUL 5",179187,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 17:18:50",869,852,0,17,0,393,384,0,9,0,380,12,900,508,73,28,8,3,12,115,0,140,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",880,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:57:34",1319,1303,9,7,0,565,558,0,7,0,553,12,1400,835,103,39,28,0,17,140,1,223,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",772,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:36:01",1274,1262,2,9,1,550,540,0,9,1,539,11,1400,850,105,57,22,1,10,90,3,251,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",771,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 12:51:11",931,922,3,6,0,349,340,3,6,0,341,5,1000,654,78,24,17,2,11,68,3,137,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",774,"BUCUREŞTI SECTORUL 4",179178,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 21:55:55",1477,1471,2,3,1,628,624,0,3,1,616,11,1600,972,146,47,16,3,12,114,4,271,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 189",773,"BUCUREŞTI SECTORUL 4",179178,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 21:43:40",1768,1766,1,1,0,663,662,0,1,0,646,12,1900,1237,127,36,24,3,11,130,5,307,3
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",776,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:44:08",964,958,1,5,0,398,393,0,5,0,394,4,1000,602,88,23,14,1,14,58,0,193,3
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",777,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:17:22",1314,1308,2,4,0,666,662,0,4,0,660,6,1398,732,153,67,16,3,17,121,7,273,3
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 189",775,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 16:10:58",1205,1199,1,5,0,494,489,0,5,0,480,14,1300,806,115,35,12,1,11,122,3,177,4
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",701,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:36:19",1272,1260,4,8,0,584,576,0,8,0,575,9,1400,816,163,23,18,1,14,112,1,240,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",704,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:01:32",1207,1198,1,4,4,599,591,0,4,4,588,11,1500,901,101,63,30,2,11,85,2,292,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",699,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:56:54",1236,1218,0,17,1,579,561,0,17,1,574,5,1405,826,134,36,19,3,8,82,2,288,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",702,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 13:06:01",1214,1201,3,9,1,533,523,0,9,1,530,3,1300,767,116,42,13,2,5,111,2,238,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",707,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:54:42",1225,1214,3,8,0,474,466,0,8,0,468,6,1300,826,68,39,25,0,12,123,6,185,10
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",698,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:10:25",1562,1551,2,9,0,725,716,0,9,0,717,8,1700,975,173,46,23,5,8,118,3,339,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",706,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 07:38:14",1667,1651,6,10,0,790,780,0,10,0,780,10,1802,1012,151,66,21,4,23,89,1,423,2
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",703,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:53:51",1066,1054,5,7,0,447,439,1,7,0,443,4,1200,753,100,29,14,2,8,55,2,230,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",700,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:37:41",1225,1208,8,9,0,612,603,0,9,0,602,10,1300,688,118,55,19,3,11,79,1,312,4
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 190",705,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:51:41",1601,1585,7,9,0,794,785,0,9,0,787,7,1800,1006,143,65,20,2,20,114,4,415,4
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",696,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 03:16:25",1545,1530,9,6,0,853,847,0,6,0,853,0,1700,847,165,58,12,2,9,87,3,510,7
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",708,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:25:20",1152,1141,2,9,0,407,398,0,9,0,403,4,1300,893,83,29,19,1,7,81,5,175,3
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",697,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:28:16",1492,1473,8,11,0,773,761,1,11,0,761,12,1600,827,161,57,24,3,17,91,3,401,4
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",695,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:45:03",1075,1063,3,9,0,523,514,0,9,0,517,6,1199,676,111,44,9,6,6,62,0,278,1
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",693,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 10:03:00",1578,1531,31,16,0,781,764,1,16,0,773,8,1700,919,136,58,18,6,5,68,4,475,3
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 190",694,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 11:13:35",1266,1252,8,6,0,566,560,0,6,0,561,5,1400,834,121,50,12,2,13,61,4,297,1
44,"Sector 1","SCOALA GIMNAZIALĂ NR. 192",162,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 13:52:45",1688,1675,8,5,0,805,799,1,5,0,785,15,1890,1090,201,79,18,1,10,63,2,410,1
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.192",164,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 08:38:41",1407,1391,6,9,1,640,629,1,9,1,606,7,1531,918,161,24,24,2,13,41,4,327,10
