precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FIREA GABRIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","BURDUJA SEBASTIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE MIHAI-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOB DORIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOVANOVICI-ŞOŞOACĂ DIANA-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CRISTIAN-VICTOR PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÂNIŞOARĂ ALEXANDRU-PARTIDUL ECOLOGIST ROMÂN-voturi","DAN NICUŞOR-DANIEL-voturi","FILIP CONSTANTIN-TITIAN-voturi"
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",726,"BUCUREŞTI SECTORUL 4",179178,5,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 23:16:51",1416,1375,2,8,31,652,613,0,8,31,638,10,1700,1048,186,58,28,3,13,83,4,262,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",727,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 03:49:46",1492,1460,4,8,20,699,673,0,8,18,687,12,1814,1115,174,54,15,4,23,107,2,301,7
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 133",728,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:07:22",1388,1376,2,5,5,644,634,0,5,5,640,4,1700,1056,166,37,11,2,14,148,5,251,6
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 133",725,"BUCUREŞTI SECTORUL 4",179178,5,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 16:09:54",1462,1445,6,11,0,557,545,1,11,0,540,17,1800,1243,120,46,17,2,17,94,4,236,4
47,"Sector 4","ȘCOALA GIMNAZIALĂ NR. 133",724,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 18:48:24",1690,1672,0,6,12,671,653,0,6,12,668,3,2098,1427,170,50,30,2,19,138,2,255,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",857,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:46:43",1425,1423,0,2,0,561,559,0,2,0,550,11,1600,1039,82,28,14,2,15,317,2,90,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",854,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:25:00",1430,1427,0,3,0,558,555,0,3,0,552,6,1600,1042,104,20,17,6,28,264,1,111,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",860,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 16:40:18",1633,1628,1,4,0,559,554,1,4,0,518,41,1800,1241,72,18,24,4,18,322,1,58,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",852,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:30:56",2099,2018,65,16,0,426,410,0,16,0,414,12,2100,1674,86,14,12,3,19,182,0,96,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",856,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 18:41:27",1442,1437,5,0,0,607,604,3,0,0,603,4,1597,990,69,29,18,1,25,356,1,101,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",858,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 16:53:27",1969,1964,1,4,0,693,689,0,4,0,672,13,2104,1411,122,44,23,2,33,284,2,159,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",861,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:36:29",1642,1637,0,5,0,538,533,0,5,0,528,10,1800,1262,64,13,15,1,24,339,2,69,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",855,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:45:26",1299,1297,0,2,0,407,405,0,2,0,395,12,1400,992,62,6,11,2,5,250,2,57,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",862,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:09:21",1501,1488,2,11,0,475,464,0,11,0,464,11,1600,1125,104,22,20,2,26,204,2,82,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",859,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 16:19:26",1657,1646,2,9,0,528,519,0,9,0,509,19,1800,1272,81,12,16,0,39,283,1,77,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",853,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:04:10",1890,1841,44,5,0,660,655,0,5,0,651,9,2000,1340,127,30,38,3,32,263,4,149,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",894,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 17:03:54",1657,1640,1,16,0,765,749,0,16,0,744,12,1800,1044,92,46,27,3,26,337,6,206,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",893,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:47:48",1241,1234,1,3,3,525,519,0,3,3,519,6,1400,875,63,14,10,2,14,251,2,159,4
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",892,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:07:55",1268,1259,6,3,0,604,601,0,3,0,597,7,1400,796,104,18,10,0,17,219,3,223,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",891,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:58:25",1024,1021,2,1,0,511,510,0,1,0,500,11,1200,689,77,29,14,1,5,214,2,158,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",873,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:42:38",1426,1422,0,4,0,533,529,0,4,0,521,12,1600,1067,77,12,12,3,9,347,2,58,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",869,"BUCUREŞTI SECTORUL 5",179187,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 09:13:55",1753,1753,0,0,0,464,464,0,0,0,444,12,1933,1444,59,8,19,0,16,312,1,28,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",867,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:23:50",1755,1752,0,3,0,500,497,0,3,0,491,9,1900,1400,73,29,19,3,17,273,2,72,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",870,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:59:32",1206,1200,0,6,0,406,400,0,6,0,389,17,1300,894,68,9,9,2,20,223,1,56,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",868,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:34:57",1254,1253,0,1,0,379,378,0,1,0,362,17,1400,1021,57,24,16,2,5,216,0,40,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",871,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:42:10",1424,1420,0,4,0,553,549,0,4,0,538,15,1600,1047,78,17,11,0,22,335,2,72,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",872,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 19:55:57",1459,1453,3,3,0,512,509,0,3,0,497,5,1600,1088,81,14,13,2,16,295,0,75,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1223,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:52:22",1084,1075,2,7,0,406,399,0,7,0,402,4,1100,694,97,26,19,1,5,54,4,196,0
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1229,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:32:21",1354,1346,1,7,0,566,559,0,7,0,560,6,1400,834,139,35,29,4,14,78,8,249,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1224,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:49:27",1296,1276,13,7,0,542,535,0,7,0,537,5,1300,758,152,40,14,4,12,59,2,253,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1226,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:09:08",1452,1447,1,4,0,588,584,0,4,0,580,8,1500,912,132,37,24,5,17,116,2,243,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1227,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:06:30",1202,1187,9,6,0,491,485,0,6,0,483,8,1200,709,131,29,16,2,13,69,0,221,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1231,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:46:08",1361,1334,23,4,0,547,543,0,4,0,544,3,1300,753,142,53,19,2,14,75,5,231,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1225,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 21:06:46",1492,1477,6,9,0,700,691,0,9,0,693,7,1500,800,136,47,25,1,15,86,2,377,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1228,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 19:58:53",1618,1611,4,3,0,693,690,0,3,0,681,9,1600,910,182,67,21,3,25,102,3,277,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1230,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 20:43:38",1217,1200,10,7,0,555,548,0,7,0,546,9,1200,645,150,49,13,4,17,64,2,241,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1038,"BUCUREŞTI SECTORUL 5",179187,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 17:16:01",1047,1036,2,9,0,431,422,0,9,0,425,6,1200,769,73,28,15,0,6,167,0,135,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1046,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:54:35",1129,1124,2,3,0,457,454,0,3,0,451,6,1200,743,74,23,12,2,9,150,2,177,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1037,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:57:56",1137,1127,2,8,0,499,491,0,8,0,494,5,1200,701,107,24,8,1,15,204,5,130,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1036,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:21:35",1008,1000,1,7,0,463,456,0,7,0,440,23,1100,637,69,27,14,0,9,186,4,130,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1048,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:44:49",1054,1048,2,4,0,408,404,0,4,0,400,8,1200,792,59,18,13,0,10,163,1,136,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1049,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:25:24",959,950,1,8,0,416,408,0,8,0,409,7,1123,707,78,18,7,0,11,151,2,141,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1041,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:47:17",1187,1176,4,7,0,502,495,0,7,0,498,4,1300,798,88,34,8,2,9,182,5,168,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1042,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:27:09",1003,996,3,4,0,456,452,0,4,0,450,6,1100,644,83,28,16,1,12,139,1,170,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1040,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:05:04",950,933,10,7,0,427,420,0,7,0,424,3,1100,673,86,20,9,1,8,148,4,148,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1044,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:48:06",1241,1232,3,6,0,556,550,0,6,0,545,11,1400,844,93,29,15,3,9,196,1,196,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1039,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 19:54:30",1042,1036,0,6,0,503,497,0,6,0,499,4,1200,697,83,22,21,0,6,184,1,180,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1047,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:46:56",896,892,0,4,0,398,394,0,4,0,395,3,1000,602,69,27,12,3,6,143,1,134,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1045,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:35:29",1044,1039,1,4,0,430,426,0,4,0,430,0,1200,770,76,24,11,0,8,138,1,170,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1043,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:43:23",982,970,3,9,0,398,389,0,9,0,393,5,1100,702,48,32,12,1,7,103,0,185,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1035,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:50:16",1151,1143,1,7,0,553,546,0,7,0,543,10,1300,747,89,45,12,0,7,120,2,266,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1033,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:22:30",1852,1841,4,7,0,801,794,0,7,0,791,10,1898,1097,140,30,27,2,25,228,4,329,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1032,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:31:23",1539,1534,2,3,0,663,660,0,3,0,649,7,1600,944,118,37,18,1,15,133,4,320,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1034,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:00:25",1685,1673,4,8,0,741,733,0,8,0,730,11,1800,1059,133,48,18,3,17,127,6,373,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",239,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:48:40",1624,1619,0,5,0,627,622,0,5,0,618,9,1700,1073,161,35,17,7,39,106,1,249,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",244,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:24:56",1474,1471,0,3,0,430,427,0,3,0,407,23,1600,1170,131,12,21,2,25,140,2,73,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",240,"BUCUREŞTI SECTORUL 2",179150,4,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 20:10:13",1693,1684,2,7,0,487,480,0,7,0,474,13,1900,1413,152,24,21,1,31,102,5,138,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",238,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:00:38",1540,1535,0,5,0,668,663,0,5,0,662,6,1700,1032,179,49,27,3,22,53,6,320,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",243,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:42:22",1677,1667,2,8,0,639,629,2,8,0,626,13,1800,1161,182,25,17,2,24,151,2,221,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",237,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:13:56",2122,2100,17,5,0,789,784,0,5,0,777,12,2300,1511,198,55,26,3,25,130,8,325,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",241,"BUCUREŞTI SECTORUL 2",179150,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 00:31:24",1495,1486,2,7,0,632,625,0,7,0,623,9,1700,1068,155,29,23,10,18,83,8,297,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",242,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:00:48",1601,1583,15,3,0,667,664,0,3,0,657,10,1700,1033,168,28,12,3,30,80,3,328,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",602,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:06:05",1447,1430,2,15,0,667,652,0,15,0,659,8,1576,909,168,58,20,5,27,60,4,312,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",603,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:26:01",1981,1933,20,27,1,872,844,0,27,1,858,9,2103,1231,167,67,14,3,23,86,4,490,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",604,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 23:41:11",1811,1789,14,8,0,776,768,0,8,0,771,5,1986,1210,193,54,27,3,23,83,1,382,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",991,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:36:25",641,631,0,10,0,300,290,0,10,0,298,2,700,400,49,34,8,1,3,33,2,167,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",992,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 18:45:55",677,655,9,13,0,327,312,2,13,0,327,0,800,473,53,28,11,2,6,28,2,197,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",994,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:23:46",653,632,12,9,0,323,314,0,9,0,317,6,700,377,52,43,10,1,4,24,0,183,0
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",995,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:35:40",655,644,4,7,0,323,316,0,7,0,317,6,800,477,56,37,8,1,4,17,4,187,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",993,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:37:34",702,687,13,0,2,345,342,1,0,2,336,9,800,455,77,41,7,2,5,26,0,177,1
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",996,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:51:31",740,723,10,7,0,370,362,1,7,0,367,3,800,430,43,43,7,0,10,24,5,233,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1284,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:36:27",1178,1174,0,4,0,374,370,0,4,0,363,11,1200,826,81,28,18,1,16,102,4,111,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1286,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:09:56",1081,1080,0,1,0,253,252,0,1,0,251,2,1100,847,74,18,10,0,11,73,0,65,0
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1285,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 12:20:02",1556,1542,4,10,0,514,504,0,10,0,487,17,1600,1086,118,37,24,3,41,129,4,128,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.153",152,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 01:29:15",1462,1454,4,4,0,476,472,0,4,0,450,26,1620,1144,92,21,43,3,39,156,0,94,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1210,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:18:00",1482,1472,3,7,0,610,603,0,7,0,603,7,1500,890,133,52,15,1,12,71,0,318,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1204,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 11:41:55",1497,1491,0,6,0,676,670,0,6,0,668,8,1500,824,150,53,17,4,13,80,1,343,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1206,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 14:11:35",1579,1558,7,14,0,735,721,0,14,0,724,11,1599,864,159,61,15,7,15,57,4,403,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1211,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 14:27:06",1849,1810,20,19,0,818,799,0,19,0,813,5,1800,982,159,61,19,4,18,95,5,447,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1207,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 22:44:41",1902,1858,27,16,1,867,850,0,16,1,848,7,1900,1033,152,73,17,3,18,77,7,499,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1209,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:06:54",1391,1379,6,4,2,569,563,0,4,2,562,7,1400,831,130,44,22,2,10,53,2,299,0
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1202,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 15:32:45",1523,1507,9,7,0,672,665,0,7,0,665,7,1500,824,169,45,16,2,12,90,1,326,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1203,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 13:38:17",1727,1719,3,5,0,849,844,0,5,0,834,15,1700,851,170,68,27,3,10,74,2,476,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1205,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 13:58:00",1660,1656,0,4,0,793,789,0,4,0,781,12,1696,899,149,78,20,5,17,75,3,429,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1208,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 16:20:16",1831,1807,18,6,0,780,774,0,6,0,772,8,1800,1020,177,62,20,2,20,77,7,403,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.161",1287,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 13:42:34",1202,1194,0,8,0,293,285,0,8,0,285,8,1200,907,70,9,22,3,13,103,3,60,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1282,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:06:34",1072,1065,2,5,0,468,463,0,5,0,461,7,1094,626,98,33,14,7,23,87,4,193,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",139,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:40:17",1239,1233,1,5,0,505,500,0,5,0,502,3,1370,865,131,33,27,3,9,109,2,186,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",140,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 18:20:51",1559,1550,3,6,0,634,628,0,6,0,627,7,1710,1076,167,38,17,1,38,140,7,214,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1283,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:54:54",1686,1677,0,9,0,665,656,0,9,0,658,7,1700,1035,144,41,18,1,24,123,2,301,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1265,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:13:19",1517,1510,7,0,0,658,657,1,0,0,646,12,1600,942,178,69,24,2,9,58,2,302,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1266,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:28:40",1439,1414,19,6,0,555,549,0,6,0,546,9,1400,845,128,38,18,1,18,61,3,270,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1268,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:06:43",1052,1042,2,8,0,430,422,0,8,0,425,5,1100,670,84,22,16,2,13,45,1,240,2
