precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”,",134,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:49",1481,1452,3,11,15,707,681,0,11,15,685,22,1597,890,90,106,65,213,17,127,6,5,49,7
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”,",133,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:03",1170,1160,4,6,0,517,511,0,6,0,501,16,1286,769,74,83,49,141,15,84,2,5,38,10
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”,",132,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:03",1343,1317,8,17,1,670,650,2,17,1,651,19,1478,808,102,92,75,204,20,103,8,0,40,7
13,CLUJ,"COLEGIUL TEHNIC „ANGHEL SALIGNY”",177,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:19:27",1946,1903,32,10,1,929,918,0,10,1,906,23,2143,1214,46,78,91,328,28,209,7,3,98,18
13,CLUJ,"COLEGIUL TEHNIC „ANGHEL SALIGNY”",176,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:23",1869,1859,3,7,0,595,588,0,7,0,584,11,2048,1453,94,55,73,228,34,60,5,4,22,9
13,CLUJ,"COLEGIUL TEHNIC DE TELECOMUNICATII ”AUGUSTIN MAIOR”,",3,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:55:29",1920,1458,401,16,45,645,592,0,16,37,632,13,2008,1363,113,70,55,183,12,132,5,1,54,7
13,CLUJ,"COLEGIUL TEHNIC DE TELECOMUNICATII ”AUGUSTIN MAIOR”,",4,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:19:33",1637,1360,225,45,7,723,672,0,45,6,708,15,1737,1014,180,55,56,155,5,173,7,2,70,5
13,CLUJ,"COLEGIUL TEHNIC DE TRANSPORTURI” TRANSILVANIA”",119,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:17:11",1437,1415,10,12,0,699,687,0,12,0,684,15,1586,887,169,80,43,167,12,143,5,3,59,3
13,CLUJ,"COLEGIUL TEHNIC DE TRANSPORTURI” TRANSILVANIA”",120,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:12",1777,1755,8,12,2,906,891,1,12,2,882,24,1973,1067,125,122,83,245,30,178,6,7,82,4
13,CLUJ,"COLEGIUL TEHNIC ”DR.IOAN RAŢIU”",254,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:50",1060,1048,3,9,0,421,412,0,9,0,382,39,1177,756,20,90,132,84,11,32,7,1,4,1
13,CLUJ,"COLEGIUL TEHNIC ”DR.IOAN RAŢIU”",253,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:51",894,886,0,5,3,451,443,0,5,3,419,32,991,540,17,56,166,124,15,29,3,6,1,2
13,CLUJ,"COLEGIUL TEHNIC ”DR.IOAN RAŢIU”",252,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:25",1306,1299,0,6,1,594,587,0,6,1,567,23,1394,804,58,87,159,109,27,106,10,0,8,3
13,CLUJ,"COLEGIUL TEHNIC ”ENERGETIC”",121,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:33:04",1483,1455,10,15,3,749,732,0,14,3,728,21,1630,881,88,90,66,193,18,184,6,8,65,10
13,CLUJ,"COLEGIUL TEHNIC NAPOCA",19,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:12:52",1409,1390,10,9,0,622,613,0,9,0,569,53,1562,940,49,90,56,205,11,111,11,1,29,6
13,CLUJ,"COLEGIUL TEHNIC ”VICTOR UNGUREANU”",186,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:26",1105,1100,0,5,0,404,399,0,5,0,386,18,1214,810,26,83,68,133,15,35,3,5,15,3
13,CLUJ,"COLEGIUL TEHNIC ”VICTOR UNGUREANU”",187,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:13",1281,1271,0,7,3,476,466,0,7,3,455,21,1401,925,28,97,115,150,21,22,4,1,14,3
13,CLUJ,"COLEGIUL TEHNIC ”VICTOR UNGUREANU”",185,"MUNICIPIUL CÂMPIA TURZII",55357,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:51",1243,1234,3,6,0,419,413,0,6,0,385,34,1369,950,24,68,123,103,21,20,1,3,19,3
13,CLUJ,"CONSILIUL LOCAL CIURILA",415,CIURILA,57225,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:45",256,233,2,21,0,179,158,0,21,0,161,18,236,57,11,52,15,38,2,36,0,0,5,2
13,CLUJ,"COOPERATIVA VECHE- STOIANA",431,CORNEŞTI,57449,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:42",180,163,0,14,3,117,100,0,14,3,103,14,178,61,12,23,9,50,4,4,0,1,0,0
13,CLUJ,"CREŞA ”CASTELUL FERMECAT”, STR.SEPTIMIU ALBINI NR.91",107,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:40",1397,1385,5,7,0,653,646,0,7,0,637,16,1562,909,159,78,45,159,15,122,10,2,41,6
13,CLUJ,"CREŞA ”CASTELUL FERMECAT”, STR.SEPTIMIU ALBINI NR.91",108,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:17",1426,1407,9,7,3,697,686,1,7,3,682,15,1589,892,167,77,49,194,10,114,4,7,53,7
13,CLUJ,"CREȘA „URSULEȚUL”",94,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:49",1175,1164,4,7,0,607,598,2,7,0,583,24,1290,683,71,78,58,183,19,112,14,6,37,5
13,CLUJ,"CREȘA „URSULEȚUL”",93,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:56:18",1508,1484,9,15,0,640,625,0,15,0,611,29,1660,1020,98,80,51,237,18,80,7,4,31,5
13,CLUJ,"CREȘA „URSULEȚUL”",91,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:44",1302,1289,2,10,1,559,548,0,10,1,544,15,1452,893,79,69,56,189,12,68,6,2,52,11
13,CLUJ,"CREȘA „URSULEȚUL”",92,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:53",1520,1500,4,15,1,743,727,0,15,1,726,17,1459,716,136,83,57,255,27,104,7,11,39,7
13,CLUJ,"DOMOSU NR.22 CAMINUL CULTURAL",620,SÂNCRAIU,59434,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:02",277,263,0,6,8,213,199,0,6,8,211,2,299,86,180,8,7,13,1,1,1,0,0,0
13,CLUJ,"EPARHIA REFORMATĂ DIN ARDEAL , STR.HOREA NR.51",162,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:15",1260,1247,7,6,0,526,520,0,6,0,511,15,1398,872,117,39,43,142,20,101,1,8,38,2
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",62,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:34",1310,1249,48,10,3,619,606,0,10,3,605,14,1425,806,68,58,54,195,20,148,7,0,45,10
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",61,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:32",1012,930,61,17,4,432,411,0,17,4,421,11,1109,677,43,43,45,150,12,76,5,7,34,6
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",59,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:53:33",1435,1400,25,8,2,649,639,0,8,2,624,25,1606,957,83,79,52,228,15,102,3,5,51,6
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",60,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:22:04",1427,1284,107,36,0,624,588,0,36,0,609,15,1553,929,82,63,53,209,16,120,5,4,51,6
13,CLUJ,"FOSTA CASĂ PAROHIALĂ",289,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:51",353,343,0,9,1,101,91,0,9,1,66,35,381,280,4,18,7,19,2,14,2,0,0,0
13,CLUJ,"FOSTA ŞCOALĂ I- IV NĂSAL",650,ŢAGA,59826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:27",226,219,0,7,0,141,134,0,7,0,136,5,241,100,12,51,7,55,6,1,0,0,0,4
13,CLUJ,"FOSTUL SEDIU CAP",543,MICA,55160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:00",913,872,1,19,21,594,554,0,19,21,559,34,990,396,132,72,21,307,13,4,1,6,3,0
13,CLUJ,"FOSTUL SEDIU CAP",383,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:48",304,299,0,4,1,187,182,0,4,1,175,12,327,140,55,35,5,60,6,5,0,8,1,0
13,CLUJ,"FOSTUL SEDIU CAP VILCELE DIN LOCALITATEA VILCELE",443,FELEACU,57582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:19",919,907,3,9,0,488,479,0,9,0,453,35,1100,612,13,52,42,247,14,70,4,6,4,1
13,CLUJ,"FUNDATIA KIDE",672,VULTURENI,60099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:45:57",116,90,0,19,7,85,59,0,19,7,83,2,110,25,61,9,3,6,1,3,0,0,0,0
13,CLUJ,"GARAJE COMPANIA DE TRANSPORT PUBLIC CLUJ-NAPOCA S.A.",180,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:29",1676,1654,3,13,6,799,780,0,13,6,769,28,1823,1024,318,74,56,177,27,74,1,2,30,10
13,CLUJ,"GOSPODĂRIA D-NEI. PAŞCA TODORICA, SAT MOARA DE PĂDURE, NR. 24",333,BĂIŞOARA,55918,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:54",127,120,2,5,0,77,72,0,5,0,73,4,136,59,2,31,12,14,7,7,0,0,0,0
13,CLUJ,"GOSPODĂRIA DOMNULUI CIREBEA VALER",335,BĂIŞOARA,55918,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:05:52",76,70,0,6,0,51,45,0,6,0,48,3,77,26,0,17,6,15,2,8,0,0,0,0
13,CLUJ,"GOSPODĂRIA DOMNULUI GIURGIU TEODOR",336,BĂIŞOARA,55918,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:57:48",55,50,0,5,0,42,37,0,5,0,38,4,55,13,1,19,7,6,3,1,1,0,0,0
13,CLUJ,"GRADINIŢA ”ACADEMIA PITICILOR”(FOSTĂ NR. 72),",90,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:44",1370,1357,1,8,4,586,574,0,8,4,568,18,1496,910,87,80,29,185,17,110,10,2,39,9
13,CLUJ,"GRADINIŢA ”ACADEMIA PITICILOR”(FOSTĂ NR. 72),",89,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:04:32",1618,1605,5,6,2,722,714,0,6,2,706,16,1805,1083,104,105,61,249,17,104,14,7,39,6
13,CLUJ,"GRĂDINIŢA ”ALBINUŢA” (FOSTĂ CĂSUŢA POVEŞTILOR), STR. GRIGORE ALEXANDRESCU, NR.21/A",18,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:17:55",1546,1528,4,11,3,646,634,0,11,1,626,20,1681,1035,111,87,42,212,9,92,12,6,50,5
13,CLUJ,"GRĂDINIŢA AŞCHILEU MARE",318,AŞCHILEU,55776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:10",294,255,0,36,3,294,255,0,36,3,263,31,458,164,3,129,10,93,12,5,1,2,5,3
13,CLUJ,"GRĂDINIŢA AŞCHILEU MIC",319,AŞCHILEU,55776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:31",238,230,0,7,1,158,150,0,7,1,125,33,256,98,3,38,4,60,10,7,0,1,0,2
13,CLUJ,"GRĂDINIȚA BOGATA DE SUS",659,VAD,59942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:42",224,193,0,16,15,184,153,0,16,15,167,17,228,44,5,31,7,107,7,5,4,1,0,0
13,CLUJ,"GRADINITA BOIAN",399,"CEANU MARE",56844,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:09",726,717,0,8,1,408,399,0,8,1,382,26,791,383,7,134,45,123,16,47,7,3,0,0
13,CLUJ,"GRADINIŢA” BUBURUZA” (FOSTĂ NR. 70),",87,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:34",1035,1028,3,4,0,402,398,0,4,0,389,13,1165,763,42,45,43,137,11,76,5,3,27,0
13,CLUJ,"GRADINIŢA” BUBURUZA” (FOSTĂ NR. 70),",88,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:19:46",1433,1409,8,13,3,619,603,0,13,3,598,21,1591,972,68,99,53,186,19,103,4,12,50,4
13,CLUJ,"GRĂDINIŢA CRISTOREL",320,AŞCHILEU,55776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:56",305,300,0,4,1,183,178,0,4,1,154,29,332,149,12,65,7,65,2,3,0,0,0,0
13,CLUJ,"GRADINITA CU PROGRAM NORMAL",653,UNGURAŞ,59880,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:39",736,706,0,8,22,475,445,0,8,22,452,23,809,334,325,86,6,25,1,9,0,0,0,0
13,CLUJ,"GRĂDINIȚA CU PROGRAM NORMAL",522,JUCU,58259,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:23",378,369,1,8,0,259,251,0,8,0,251,8,411,152,9,160,0,35,14,27,0,0,2,4
13,CLUJ,"GRĂDINIŢA CU PROGRAM NORMAL GLIGORESTI",527,LUNA,58311,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:44:15",488,470,1,5,12,281,264,0,5,12,250,31,524,243,2,76,41,100,7,19,2,2,0,1
13,CLUJ,"GRADINIŢA CU PROGRAM NORMAL VALEA UNGURAŞULUI",656,UNGURAŞ,59880,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:15",166,155,0,8,3,106,95,0,8,3,93,13,174,68,2,39,10,37,1,4,0,0,0,0
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIR FLOREȘTI",452,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:35",1827,1807,3,15,2,791,774,0,15,2,759,32,2006,1215,111,89,79,288,27,103,7,16,31,8
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",449,FLOREŞTI,57706,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:27:53",1783,1766,5,12,0,720,708,0,12,0,707,13,1996,1276,68,72,60,237,28,175,3,5,35,24
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",448,FLOREŞTI,57706,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:47:38",1857,1830,11,16,0,649,633,0,16,0,595,44,2039,1390,43,70,55,208,27,134,4,4,30,20
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",450,FLOREŞTI,57706,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:08:00",1778,1747,7,24,0,716,692,0,24,0,704,12,1956,1240,73,65,40,282,25,156,7,2,30,24
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",451,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:23",1902,1875,13,14,0,861,847,0,14,0,846,15,2083,1222,60,40,43,373,23,231,2,4,53,17
13,CLUJ,"GRĂDINIȚĂ CU PROGRAM PRELUNGIT (STRUCTURĂ BLOCURI)",322,BACIU,55838,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:58:21",1689,1662,10,17,0,742,725,0,17,0,732,10,1838,1096,152,101,50,209,19,140,3,1,51,6
13,CLUJ,"GRĂDINIȚĂ CU PROGRAM PRELUNGIT (STRUCTURĂ BLOCURI)",323,BACIU,55838,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:37",718,686,5,27,0,410,383,0,27,0,406,4,764,354,73,34,25,119,11,92,5,2,41,4
13,CLUJ,"GRADINITA DE COPII LUMEA PITICILOR",227,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:34",1474,1441,6,4,23,681,653,1,4,23,658,23,1546,865,206,119,86,132,19,76,6,5,8,1
13,CLUJ,"GRĂDINIŢA ”DEGEŢICA” (FOSTĂ NR. 53),",151,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:13",1455,1445,5,5,0,673,668,0,5,0,661,12,1598,925,84,89,58,223,23,112,3,5,56,8
13,CLUJ,"GRĂDINIŢA ”DEGEŢICA” (FOSTĂ NR. 53),",150,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:57",1747,1693,37,17,0,821,804,0,17,0,802,19,1921,1100,76,95,53,296,14,161,7,4,85,11
13,CLUJ,"GRADINITA DUMBRAVA MINUNATA",8,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:40",1180,1164,6,10,0,489,479,0,10,0,476,13,1395,906,80,41,44,178,12,69,6,5,33,8
13,CLUJ,"GRADINITA ”DUMBRAVA MINUNATĂ”",9,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:45",1487,1470,5,10,2,724,712,0,10,2,697,27,1664,940,118,97,61,211,17,122,5,4,55,7
13,CLUJ,"GRĂDINIŢA ”DUMBRAVA MINUNATĂ” (FOSTA 66),",10,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:47",1462,1448,5,8,1,643,634,0,8,1,623,20,1599,956,97,78,59,207,19,102,3,5,46,7
13,CLUJ,"GRADINIŢA ”LICURICI” (FOSTA STELUŢA FERMECATĂ), STR.FÂNTÂNELE NR.46",43,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:23:50",1568,1557,2,9,0,811,802,0,9,0,795,16,1732,921,115,96,74,210,21,181,11,8,68,11
13,CLUJ,"GRADINIŢA ”LICURICI” (FOSTA STELUŢA FERMECATĂ), STR.FÂNTÂNELE NR.46",42,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:45:31",1285,1279,1,5,0,658,653,0,5,0,640,18,1430,772,126,98,41,195,9,108,5,6,47,5
13,CLUJ,"GRĂDINIŢA ” LUMEA COPIILOR” (FOSTĂ NR. 20),",109,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:24",1575,1562,4,6,3,672,663,0,6,3,648,24,1726,1054,121,75,51,199,19,101,7,9,54,12
13,CLUJ,"GRĂDINIŢA ” LUMEA COPIILOR” (FOSTĂ NR. 20),",110,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:30",1447,1435,2,10,0,657,647,0,10,0,643,14,1581,924,106,73,40,217,19,135,3,4,40,6
13,CLUJ,"GRĂDINIŢA ”LUMEA COPIILOR”, STR.SEPTIMIU ALBINI NR 53",106,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:31",966,941,12,13,0,521,508,0,13,0,509,12,1044,523,114,49,33,142,18,99,2,6,39,7
13,CLUJ,"GRADINIŢA” MICA SIRENA” (FOSTĂ 64),",41,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:43",1428,1410,4,13,1,765,751,0,13,1,742,23,1565,800,105,94,39,228,19,160,5,10,72,10
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",168,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:17",1747,1724,7,15,1,856,839,1,15,1,839,17,1930,1074,177,96,84,214,36,162,11,1,51,7
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",167,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:36:14",1861,1831,17,11,2,759,746,0,11,2,753,6,2055,1296,76,84,76,249,41,133,10,14,60,10
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",169,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:33:33",1811,1801,6,4,0,879,875,0,4,0,849,30,2019,1140,161,82,80,265,34,151,8,5,51,12
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",166,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:24",1760,1751,2,7,0,827,820,0,7,0,807,20,1952,1125,101,97,90,250,22,174,8,5,40,20
13,CLUJ,"GRADINITA NR.2",459,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:54",1799,1768,18,12,1,854,841,0,12,1,825,29,1974,1120,96,130,53,286,31,141,10,9,57,12
13,CLUJ,"GRADINITA NR.2",458,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:37",1673,1652,8,13,0,778,764,1,13,0,764,14,1820,1042,78,72,52,249,28,240,2,2,36,5
13,CLUJ,"GRADINITA PARADISUL PITICILOR DEJ",222,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:20",1205,1196,0,9,0,525,516,0,9,0,520,5,1348,823,48,124,49,157,16,94,7,13,9,3
13,CLUJ,"GRADINITA PITICOT DEJ",219,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:09",871,864,2,5,0,379,374,0,5,0,368,11,968,589,35,103,39,101,9,62,2,9,7,1
13,CLUJ,"GRADINITA PITICOT DEJ",220,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:41",1250,1243,1,6,0,555,549,0,6,0,537,18,1378,823,43,121,74,166,24,82,3,15,7,2
13,CLUJ,"GRADINITA PITICOT DEJ",221,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:18",1295,1286,0,8,1,581,572,0,8,1,568,13,1417,836,46,122,61,180,17,101,10,16,10,5
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",98,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:55",1620,1579,20,20,1,806,784,1,20,1,792,14,1758,952,132,90,35,218,17,178,12,11,84,15
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",99,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:27",1889,1847,32,10,0,1084,1070,4,10,0,1071,13,2075,991,99,86,54,322,18,344,7,3,132,6
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",100,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:05:09",1837,1810,16,9,2,943,932,0,9,2,932,11,2043,1100,127,96,71,277,16,199,14,6,117,9
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",101,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:08:07",1955,1886,57,12,0,1050,1038,0,12,0,1033,17,2139,1089,101,76,59,348,15,312,5,9,94,14
13,CLUJ,"GRADINIŢA ”UNIVERSUL COPIILOR” (FOSTĂ NR.71)",82,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:29:41",1318,1311,2,3,2,591,586,0,3,2,577,14,1474,883,80,90,61,212,15,81,4,7,22,5
13,CLUJ,"GRADINIŢA ”ZÎNA ZORILOR”, STR.L.PASTEUR NR.12",58,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:13:47",1873,1582,244,12,35,751,704,0,12,35,739,12,2061,1310,107,104,54,234,23,144,10,2,51,10
