precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIGHECIU ADRIAN-NICOLAE-ALIANȚA ELECTORALĂ PSD PNL-voturi","VADIM-TUDOR LIDIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALBU SAVEL-ADRIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","DIMITRIU ALEXANDRU-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UJEUCA MICHAEL-DAN-PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","POPESCU VLAD-PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STATE CONSTANTIN-MIREL-PARTIDUL ROMÂNIA MARE-voturi","ILIE MARIO-RAFAEL-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","MARIN ŞTEFĂNEL-DAN-PARTIDUL S.O.S. ROMÂNIA-voturi","VANGHELIE MARIAN-DANIEL-voturi"
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.2",875,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:35:15",1379,1376,0,2,1,498,495,0,2,1,482,16,1500,1002,76,30,12,40,2,273,0,10,8,31
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",933,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:29:04",1165,1161,2,2,0,519,517,0,2,0,504,15,1300,781,87,27,9,128,2,219,1,7,3,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",935,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:42:11",983,978,1,4,0,406,402,0,4,0,402,4,1100,694,65,19,6,107,1,177,0,3,6,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",934,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:35:37",1141,1135,4,1,1,470,468,0,1,1,456,14,1300,829,68,29,7,110,2,202,1,6,11,20
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",931,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:09:31",1033,1024,5,4,0,502,498,0,4,0,481,20,1100,598,72,26,13,136,7,181,2,5,10,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",932,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:18:44",991,982,2,7,0,460,453,0,7,0,454,6,1100,640,76,24,13,133,2,163,2,4,8,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",929,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:32:39",1068,1057,0,10,1,471,460,0,10,1,457,11,1200,408,86,23,5,99,2,210,4,2,7,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",930,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:42:16",960,949,1,10,0,437,427,0,10,0,428,9,1100,663,77,27,16,123,1,144,1,3,7,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",928,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:59:38",1340,1332,1,7,0,645,638,0,7,0,629,13,1500,856,87,35,25,179,2,259,0,2,11,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",918,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:56:52",1719,1716,1,2,0,620,618,0,2,0,606,14,1800,1180,66,48,10,60,0,372,5,0,9,36
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",917,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:27:53",1623,1619,0,3,1,594,590,0,3,1,577,17,1800,1206,60,43,9,30,4,382,3,7,15,24
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",913,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:16:56",1962,1948,3,11,0,751,739,1,11,0,715,23,2000,1259,76,39,16,108,3,453,4,6,5,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",916,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:52:07",1805,1796,0,7,2,671,662,0,7,2,663,8,1900,1229,87,30,12,80,1,393,5,3,18,34
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",912,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 20:55:49",1666,1658,3,5,0,553,548,0,5,0,536,17,1800,1247,96,35,9,65,6,283,4,5,11,22
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",911,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:14:12",1614,1612,1,1,0,523,522,0,1,0,510,13,1800,1277,91,38,16,54,4,282,7,2,10,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",915,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:52:04",1749,1740,3,6,0,650,644,0,6,0,635,15,1900,1250,82,46,14,67,1,367,6,4,21,27
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",914,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:43:45",1644,1634,2,8,0,695,687,0,8,0,685,10,1800,1105,76,29,13,125,1,415,1,1,10,14
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",919,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 11:18:54",1653,1653,0,0,0,673,673,0,0,0,661,12,1800,1127,95,49,14,88,1,368,10,11,7,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",920,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:44:03",978,969,2,6,1,480,471,2,6,1,463,12,1100,625,82,46,26,135,6,128,4,3,5,28
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",921,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:37:45",1101,1093,3,5,0,338,333,0,5,0,331,7,1200,862,65,27,15,54,3,141,2,1,10,13
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",923,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:38:03",1095,1062,17,7,9,478,464,0,7,7,460,14,1300,821,84,59,19,158,0,105,6,2,11,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",922,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:25:48",1658,1652,0,6,0,422,416,0,6,0,406,16,1800,1378,52,28,5,63,5,194,5,5,22,27
