precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIUGEA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VASILESCU LIA-OLGUŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","MIREA MARIUS-ALEXANDRU-PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","VAVA ŞTEFAN-CLAUDIU-PARTIDUL PRO ROMÂNIA-voturi","MLADIN EMIL-IULIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PORUMBOIU GABRIELA-PARTIDUL OAMENILOR TINERI-voturi","NEAGU FLORENTINA-EMILIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DIACONU RĂZVAN-CRISTIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","POTERAŞ COSMIN-MARIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","OANCEA ELENA-voturi","DAN AURELIAN-LEONARD-voturi"
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",129,"MUNICIPIUL CRAIOVA",69900,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:16:40",1639,1610,18,10,1,683,672,0,10,1,665,18,1700,1017,65,107,332,1,2,0,2,105,7,14,22,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",131,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:00:25",1479,1470,3,6,0,624,615,3,6,0,608,16,1600,976,58,91,323,3,7,3,0,98,13,9,0,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",130,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:07",1499,1492,5,2,0,643,641,0,2,0,630,13,1700,1057,56,96,351,0,3,3,3,74,12,13,18,1
17,DOLJ,"ȘCOALA GIMNAZIALĂ SF. GHEORGHE (FOSTA ȘCOALĂ CU CLASELE I-VIII, NR. 23",132,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 19:25:52",1111,1066,37,8,0,479,471,0,8,0,460,19,1200,721,44,70,246,1,4,3,8,53,14,5,10,2
17,DOLJ,"ȘCOALA GIMNAZIALĂ SF. GHEORGHE (FOSTA ȘCOALĂ CU CLASELE I-VIII, NR. 23)",133,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:11:20",1488,1465,15,6,2,699,691,0,6,2,687,12,1600,901,63,102,378,3,2,3,5,93,8,15,11,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”TRAIAN” (FOSTA NR. 2)",126,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:47:12",941,928,2,10,1,424,413,0,10,1,420,4,1000,576,53,61,193,0,2,1,5,77,6,14,6,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”TRAIAN” (FOSTA NR.2)",127,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:32",1106,1087,11,8,0,522,514,0,8,0,512,10,1100,578,79,56,254,1,2,1,3,84,1,19,11,1
17,DOLJ,"ŞCOALA PRIMARĂ IZVORUL RECE – STRUCTURĂ A ŞCOLII GIMNAZIALE ”DECEBAL” (FOSTĂ NR.12)",173,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:59",655,649,1,5,0,266,261,0,5,0,259,7,800,534,22,53,150,0,0,0,3,20,9,0,2,0
17,DOLJ,"SUCURSALA REGIONALĂ CF CRAIOVA",141,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:26",1408,1399,2,7,0,545,538,0,7,0,530,15,1500,955,60,60,301,0,4,3,2,66,17,6,7,4
17,DOLJ,"SUCURSALA REGIONALĂ CF CRAIOVA",140,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:15",1240,1227,1,11,1,553,541,0,11,1,541,12,1400,847,46,67,315,0,3,1,1,81,3,9,12,3
17,DOLJ,"UNIVERSITATEA DE MEDICINA SI FARMACIE, (SEDIUL NOU)",48,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:12:06",1487,1442,7,38,0,600,562,0,38,0,592,8,1700,1100,43,85,325,3,1,1,8,90,11,16,6,3
17,DOLJ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE, (SEDIUL VECHI)",34,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:35:56",1063,1035,4,5,19,468,444,1,5,18,462,6,1200,732,40,87,227,1,2,7,8,64,2,11,11,2
17,DOLJ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE, (SEDIUL VECHI)",33,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:42",1026,985,11,10,20,422,392,0,10,20,420,2,1200,778,27,85,223,1,0,1,5,50,5,8,11,4
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",9,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:15",912,894,10,8,0,402,394,0,8,0,395,7,1100,698,38,63,212,4,1,0,3,55,3,9,4,3
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",10,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:25:28",948,932,9,7,0,468,461,0,7,0,465,3,1100,632,55,77,216,6,0,3,7,67,3,14,12,5
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",8,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:20:11",1618,1602,4,12,0,641,629,0,12,0,621,20,1800,1159,78,75,306,4,2,3,6,96,7,21,20,3
